mouse_lhb_region,mouse_gene,avg_log_expr,pct_expr,logFC_vs_other_lhb_regions
Lateral,Hdac9,1.4757951,0.58235544,0.50447917
Lateral,Syne1,1.750602,0.65490335,0.50013113
Lateral,Negr1,2.0639937,0.6990203,0.49210322
Lateral,Tcf7l2,1.1753511,0.4901997,0.49171287
Lateral,A230006K03Rik,1.2758069,0.5098075,0.48689783
Lateral,Rasgef1b,0.937769,0.39411983,0.48578942
Lateral,Tnr,1.3469654,0.5313758,0.48577714
Lateral,Vav3,1.3832142,0.550003,0.48522013
Lateral,Kcnn2,0.97354114,0.42549285,0.47671366
Lateral,Magi2,2.3564625,0.7823524,0.47625434
Lateral,Auts2,1.9060572,0.6656875,0.47513556
Lateral,Ralgapa2,0.9258141,0.4058847,0.47444132
Lateral,9330158H04Rik,0.5195781,0.2382353,0.4729346
Lateral,Cadm2,2.8824577,0.8470573,0.47250128
Lateral,Elavl4,1.0411245,0.46372873,0.47202367
Lateral,Grin2a,1.4259117,0.54314035,0.46447748
Lateral,Dgkb,1.1120318,0.445101,0.4637311
Lateral,Spock3,1.3259596,0.5147094,0.46272558
Lateral,Rgs6,1.0253278,0.41372797,0.45366263
Lateral,Mapk4,0.68024844,0.32451093,0.4479543
Lateral,Scube1,0.8051278,0.3637272,0.4478099
Lateral,Nbea,1.6631131,0.6392173,0.44744718
Lateral,Cntnap5b,0.9744044,0.36666843,0.44698662
Lateral,Tanc2,1.3443722,0.54216,0.44636232
Lateral,Ank2,2.0084856,0.7176475,0.4456905
Lateral,Alcam,1.023936,0.4166692,0.44494987
Lateral,Unc5d,1.0686408,0.39608064,0.44212055
Lateral,Slc8a1,1.2941418,0.50000376,0.4415267
Lateral,Grin3a,0.8966964,0.40098268,0.44016707
Lateral,Cntn6,0.8511279,0.35294273,0.4396607
Lateral,Pard3b,0.67251736,0.31078523,0.43885404
Lateral,Col25a1,0.9868984,0.39411983,0.43795502
Lateral,Inpp4b,1.2493111,0.4754936,0.4345551
Lateral,Xkr6,0.8557924,0.3911786,0.4344416
Lateral,Large1,1.0300632,0.45196384,0.43360353
Lateral,Lcorl,0.992882,0.4323557,0.43357676
Lateral,Cdk14,1.3516798,0.55588526,0.4313398
Lateral,Cnnm2,0.76146173,0.35098192,0.42760125
Lateral,C130073E24Rik,1.0761678,0.4303949,0.42456144
Lateral,Ccser1,1.9301509,0.6950988,0.420825
Lateral,Akap6,1.2710521,0.5401992,0.42063427
Lateral,Slc24a2,1.3904872,0.54706186,0.41947418
Lateral,Kcnq1ot1,1.3410445,0.54314035,0.4182917
Lateral,Park2,1.2871156,0.53431696,0.41197884
Lateral,Thsd7b,1.002313,0.39608064,0.4078349
Lateral,Kcnh8,0.7838754,0.31372645,0.40632567
Lateral,C230004F18Rik,1.67987,0.6656875,0.4062512
Lateral,5330434G04Rik,0.9999727,0.44117936,0.4044469
Lateral,Sv2c,0.4913739,0.23627451,0.4009142
Lateral,Slit2,1.0497711,0.4460814,0.400514
Lateral,Srrm3,0.87514955,0.41863,0.39254594
Lateral,Enox1,0.9465276,0.39902186,0.39103848
Lateral,Dscam,1.3271798,0.53921884,0.38772595
Lateral,Samd12,1.0845125,0.46765035,0.38315737
Lateral,Mbd5,1.0710686,0.4607875,0.3820995
Lateral,C530008M17Rik,0.8344372,0.37843332,0.3810019
Lateral,Pde1a,0.8456646,0.35784477,0.38040784
Lateral,Dtna,0.96692765,0.44117936,0.3800496
Lateral,Htr4,0.59364045,0.2774514,0.37891805
Lateral,Hs3st5,0.6242678,0.2911771,0.37859738
Lateral,Zfp608,0.7149031,0.33725622,0.37617502
Lateral,Gphn,1.6195701,0.6352958,0.37155843
Lateral,Flrt2,0.6553931,0.3068636,0.3710689
Lateral,Tmtc1,0.59976476,0.28627506,0.37102947
Lateral,Shisa6,0.65142757,0.29411831,0.36243245
Lateral,Adcy8,0.8011638,0.36470762,0.3613432
Lateral,Slc24a3,1.0127167,0.38725698,0.36058956
Lateral,Pcdh11x,0.74061763,0.30980483,0.35947347
Lateral,Kitl,0.8631273,0.38627657,0.3572414
Lateral,Tnrc6c,0.9624665,0.43725774,0.3546878
Lateral,Nr6a1,0.63864243,0.3068636,0.35443705
Lateral,Tmem117,0.78171986,0.35980558,0.35368454
Lateral,Rora,1.5156522,0.57843393,0.35291576
Lateral,Nell1,0.81622654,0.34313866,0.34848446
Lateral,Pclo,1.3702369,0.5617675,0.346709
Lateral,Srgap1,0.62950724,0.29902035,0.34613496
Lateral,Map2,1.3771735,0.58235544,0.34601927
Lateral,Parm1,0.49321184,0.24411765,0.3442155
Lateral,Prkd1,0.6890231,0.30392238,0.34308743
Lateral,Kcnh7,1.2703692,0.48529768,0.34241605
Lateral,Miat,0.8355608,0.38725698,0.33867148
Lateral,Ptprd,2.9303532,0.84901804,0.3382089
Lateral,Amy1,0.70008284,0.33823663,0.33544412
Lateral,Plpp4,0.447264,0.21470588,0.33171284
Lateral,Rit2,0.9769822,0.43431652,0.33029163
Lateral,Adgrl3,1.4588447,0.5676498,0.32974792
Lateral,Btbd11,0.654642,0.30980483,0.3286327
Lateral,Man1a,0.4662568,0.20980392,0.3257136
Lateral,Mllt3,0.74346596,0.35294273,0.32551417
Lateral,Klhl1,0.63654923,0.28921628,0.32508606
Lateral,Sema6d,1.0510602,0.4313753,0.3209036
Lateral,Fchsd2,0.72997636,0.34411907,0.32036757
Lateral,Farp1,0.6413061,0.31176564,0.3181393
Lateral,Il1rapl2,0.75652665,0.26862773,0.3177809
Lateral,Mmp16,0.9188384,0.41568878,0.3161059
Lateral,Nrg3,3.245235,0.9186248,0.31468153
Lateral,Osbpl9,0.7098364,0.3460799,0.31166688
Lateral,Elfn1,0.47094697,0.24117647,0.3115626
Lateral,Lrrtm3,0.6981216,0.32647175,0.30882564
Lateral,Enox2,0.5491948,0.25882366,0.30821532
Lateral,Chl1,0.84563947,0.36960965,0.3078822
Lateral,Ndst3,0.4512974,0.2254902,0.30659392
Lateral,Kcnc2,0.9905801,0.42157122,0.30641776
Lateral,Hecw1,0.890956,0.40686512,0.3059441
Lateral,Ano4,0.5645782,0.26764733,0.30569202
Lateral,Smyd3,0.8359413,0.38039413,0.3045252
Lateral,Tcerg1,0.58154047,0.28725547,0.30204612
Lateral,Tmem255a,0.49161926,0.23431373,0.30163264
Lateral,Nedd4l,0.9023422,0.40882593,0.3014465
Lateral,Syn3,0.60947424,0.28921628,0.30102882
Lateral,Myo9a,0.8494742,0.40686512,0.29916662
Lateral,Lin7a,0.5222529,0.24313726,0.29741523
Lateral,Sorcs3,0.8237539,0.34411907,0.29657328
Lateral,Fmnl2,0.65298396,0.31470686,0.29611292
Lateral,Gria3,0.9867686,0.42059082,0.2955262
Lateral,Rabgap1l,1.026393,0.4617679,0.29304183
Lateral,Ptprz1,0.8143425,0.37157047,0.29293513
Lateral,Unc79,0.7405881,0.35196233,0.29182345
Lateral,Ptchd4,0.6395855,0.28235343,0.29166356
Lateral,Usp29,0.9318971,0.40784553,0.29165584
Lateral,Tnrc6b,0.88098323,0.40882593,0.2869693
Lateral,Kansl1,0.882101,0.41176715,0.2867728
Lateral,Macf1,1.2988595,0.55980676,0.28649807
Lateral,Nf1,0.7478484,0.35784477,0.2859137
Lateral,Dlc1,0.5946245,0.28823587,0.28579345
Lateral,Grm3,0.55514747,0.25882366,0.2856188
Lateral,Cftr,0.34811473,0.17941177,0.28468478
Lateral,Klf12,0.90518,0.3764725,0.2839867
Lateral,Frmd4a,1.5588617,0.59902185,0.28295922
Lateral,Cdh13,0.5720002,0.25490203,0.2813462
Lateral,Mme,0.40526116,0.2009804,0.2791652
Lateral,Tnik,1.021868,0.4470618,0.27826428
Lateral,Lpar1,0.49729285,0.24117647,0.27520072
Lateral,Usp34,0.93503386,0.43431652,0.27485693
Lateral,Fbxl17,0.89886767,0.4029435,0.27403373
Lateral,Grik4,0.5950638,0.28921628,0.2729775
Lateral,Kif21a,0.90125567,0.42353204,0.2706294
Lateral,Akt3,0.96935964,0.4313753,0.27029377
Lateral,Pcsk2,1.3083141,0.52549356,0.2686696
Lateral,Pkia,0.64314795,0.31568727,0.26773268
Lateral,Vps13b,0.82470036,0.38137454,0.26721966
Lateral,Mapk10,1.16357,0.4862781,0.26615745
Lateral,Arid5b,0.56350565,0.2794122,0.2649742
Lateral,Sytl2,0.44301975,0.22941177,0.264668
Lateral,Adgrl2,0.44915515,0.21764706,0.26446515
Lateral,Kcnd3,0.7586912,0.35686436,0.2642991
Lateral,Tmcc1,0.76562804,0.36862925,0.26424587
Lateral,Scaper,0.7073135,0.33921704,0.25988042
Lateral,Tmem200a,0.32035047,0.15980393,0.25823385
Lateral,Stxbp5l,1.1136707,0.4862781,0.25820947
Lateral,Scml4,0.34533483,0.16764706,0.2564303
Lateral,Galnt16,0.59931475,0.3058832,0.25606897
Lateral,Nrp2,0.71235996,0.33627582,0.25551662
Lateral,Necab2,0.768155,0.36764884,0.25548613
Lateral,Stk3,0.45327878,0.24019608,0.25385886
Lateral,Nek7,0.5685885,0.27451017,0.2531979
Lateral,Ncald,0.824957,0.3754921,0.25307
Lateral,Hs6st2,0.63473624,0.2921575,0.25306323
Lateral,Rbfox2,0.8251087,0.38529617,0.25303936
Lateral,Nalcn,0.95406294,0.43921855,0.2528842
Lateral,Mcc,0.447073,0.22843137,0.25183964
Lateral,Dpf3,0.41464317,0.20588236,0.25008237
Lateral,Zfhx3,1.0072378,0.43921855,0.24990821
Lateral,AC159282.1,0.33206433,0.1637255,0.24917674
Lateral,Sfmbt2,0.33785838,0.1764706,0.24725829
Lateral,Lhx9,0.53411585,0.26862773,0.24725169
Lateral,Bsn,0.57392824,0.2921575,0.24671727
Lateral,Uty,0.5299494,0.26862773,0.24518827
Lateral,AI314180,0.6526957,0.3196089,0.24417809
Lateral,Wwox,0.8029635,0.35490355,0.24350739
Lateral,Hecw2,0.82124555,0.3774529,0.24338639
Lateral,Etv1,0.64853173,0.31078523,0.24299896
Lateral,Gabbr1,1.5751364,0.62549204,0.24214625
Lateral,Oxr1,1.0781192,0.46568954,0.23931408
Lateral,Zmynd8,0.67535883,0.33039337,0.23905501
Lateral,Immp2l,0.59174246,0.27549058,0.2381872
Lateral,Lrba,0.65743196,0.31666768,0.23794845
Lateral,Nsa2,0.4479076,0.23333333,0.2375429
Lateral,Zfp462,0.51469576,0.2637257,0.23744208
Lateral,Ccdc88a,0.9147041,0.42157122,0.23509693
Lateral,Pcdh10,0.6131599,0.28235343,0.23479253
Lateral,Vwc2,0.40571314,0.18235295,0.23364885
Lateral,Peg3,1.0726672,0.48235646,0.23288268
Lateral,Cntn5,1.4310247,0.46765035,0.23201513
Lateral,Bicc1,0.3389678,0.1754902,0.23154251
Lateral,Ehbp1,0.7665316,0.35980558,0.2308693
Lateral,Kcnb2,0.9990215,0.42451245,0.22916633
Lateral,Magi3,0.5592347,0.27451017,0.22840908
Lateral,Zcchc11,0.6069431,0.30098116,0.22811055
Lateral,Mycbp2,1.3441918,0.5549049,0.22684634
Lateral,Xpr1,0.5986971,0.30392238,0.2267229
Lateral,Snrnp70,0.9985551,0.4588267,0.22651058
Lateral,Gpr158,0.9149878,0.39608064,0.22588599
Lateral,Tll1,0.3996795,0.1882353,0.22582506
Lateral,Robo3,0.42557386,0.20392157,0.22576058
Lateral,Dennd1a,0.8380847,0.38529617,0.22557294
Lateral,Gabbr2,1.2151413,0.5117683,0.2245329
Lateral,Epb41l3,0.8266084,0.38529617,0.22357273
Lateral,Anks1b,1.7294005,0.6519622,0.22271657
Lateral,Tmtc2,0.6325984,0.3049028,0.22214168
Lateral,Rere,0.965748,0.4303949,0.21968377
Lateral,Cpeb3,0.67603034,0.32745215,0.21966112
Lateral,Phip,0.6850148,0.33627582,0.21929714
Lateral,Cttnbp2,0.9447665,0.4313753,0.21882182
Lateral,Ralgapa1,0.8451016,0.40196308,0.21833855
Lateral,4930402H24Rik,0.88046134,0.40882593,0.21789926
Lateral,Bicd1,0.77400136,0.37255087,0.21778232
Lateral,Ranbp17,0.41552135,0.21470588,0.21771798
Lateral,Mdga1,0.3769796,0.1872549,0.21768364
Lateral,Arhgef11,0.4255039,0.22058824,0.21746224
Lateral,Scn3a,0.75252503,0.36960965,0.21612781
Lateral,Lrrc3b,0.41317654,0.20980392,0.21559869
Lateral,Akap8l,0.69932413,0.34509948,0.21485198
Lateral,Kmt2c,0.6901969,0.34313866,0.21427816
Lateral,Ksr2,0.5910339,0.30000076,0.21363252
Lateral,Zfand3,0.52938026,0.27254936,0.21359083
Lateral,Kdm4c,0.47228986,0.24117647,0.21297103
Lateral,Ap3s1,0.53266686,0.27156895,0.2124168
Lateral,St6galnac5,0.81566447,0.36666843,0.21158129
Lateral,Phf21a,0.585465,0.2901967,0.21122333
Lateral,Srrm2,1.2908081,0.5490226,0.21103704
Lateral,Nrcam,1.0849706,0.4725524,0.21068239
Lateral,Zfp618,0.36188257,0.19019608,0.21064907
Lateral,Plekha6,0.51548696,0.2637257,0.21014628
Lateral,Tom1l2,0.5611673,0.2921575,0.20997438
Lateral,Ankrd12,0.7333304,0.35196233,0.20928603
Lateral,Ddx17,0.68610364,0.33627582,0.20839447
Lateral,Nectin3,0.36188468,0.18431373,0.20797466
Lateral,Epb41l1,0.5957842,0.30098116,0.2075296
Lateral,Ptprq,0.28597614,0.13431373,0.20576122
Lateral,Vav2,0.31936738,0.17450981,0.20515606
Lateral,Arhgap5,0.6913322,0.32745215,0.20514253
Lateral,Zranb2,0.82106143,0.39510024,0.20500952
Lateral,Dennd5b,0.5314578,0.26666692,0.2048865
Lateral,Arid1b,0.55566406,0.2784318,0.20477411
Lateral,Dock3,1.0399488,0.46274832,0.20462632
Lateral,Dip2c,0.8984051,0.40686512,0.2043441
Lateral,Pnisr,0.9110009,0.42745367,0.20421219
Lateral,Jakmip2,0.6924247,0.33823663,0.20384648
Lateral,Ntrk3,0.8225792,0.36568803,0.20382434
Lateral,Dmxl1,0.6789702,0.33627582,0.2034274
Lateral,Sgip1,1.0003726,0.44314018,0.20302987
Lateral,Dab1,0.8743663,0.3637272,0.20250577
Lateral,Fry,0.8431569,0.40000227,0.20182651
Lateral,Plcxd2,0.36348748,0.19215687,0.2016557
Lateral,Pmfbp1,0.22681369,0.11176471,0.2010616
Lateral,Cadm1,1.3733569,0.55196375,0.19973052
Lateral,Nbeal1,0.56518984,0.28137302,0.1987943
Lateral,Lrrc49,0.43357208,0.23431373,0.19872034
Lateral,Dnmt3a,0.6913234,0.33921704,0.19867152
Lateral,Grb10,0.5643381,0.28725547,0.19861057
Lateral,Kmt2e,0.681624,0.33921704,0.19859734
Lateral,Trpc4,0.33091995,0.17058824,0.19850536
Lateral,Upp2,0.7800101,0.360786,0.19832969
Lateral,Sphkap,0.6913954,0.30980483,0.19784713
Lateral,Apc,0.84798884,0.40000227,0.19782859
Lateral,Tcf12,0.66167086,0.3205893,0.19736576
Lateral,Fars2,0.48152098,0.24509804,0.19712895
Lateral,Col11a1,0.2995237,0.15,0.1969561
Lateral,Fmn2,0.60362834,0.29803994,0.19687736
Lateral,Ica1,0.59294564,0.29607913,0.19671932
Lateral,Bcas3,0.5741046,0.28725547,0.19606477
Lateral,Sv2b,0.54511666,0.2656865,0.19511181
Lateral,Ssh2,0.6797557,0.32941297,0.1947613
Lateral,Gria2,1.5832684,0.6441192,0.19433486
Lateral,Scmh1,0.5426009,0.27451017,0.19431916
Lateral,Dok6,0.85973936,0.3882374,0.19428182
Lateral,Rgs20,0.3135105,0.14607844,0.1938912
Lateral,Slc9a9,0.3950732,0.20392157,0.19370647
Lateral,Il1rapl1,1.9356902,0.69313806,0.19318938
Lateral,Rbm6,0.64929897,0.3215697,0.19306198
Lateral,Exoc4,0.8059351,0.3764725,0.19294041
Lateral,Lncpint,0.7760494,0.35490355,0.19271618
Lateral,Epha7,0.7366067,0.33137378,0.19230074
Lateral,Ptprr,0.5121677,0.25588244,0.19131729
Lateral,Psme4,0.5301276,0.26764733,0.1911811
Lateral,Sbf2,0.66175187,0.32549134,0.19052681
Lateral,Gmds,0.54928654,0.27451017,0.19003987
Lateral,Nfat5,0.62862355,0.31568727,0.18973702
Lateral,Kif1b,1.0726792,0.48333687,0.18840772
Lateral,Frmd4b,0.3786714,0.19411765,0.18823572
Lateral,Slc25a27,0.36549836,0.19313726,0.18816996
Lateral,Nsd1,0.6286046,0.31176564,0.1880733
Lateral,Ankrd17,0.7180985,0.3480407,0.18805432
Lateral,Srgap3,0.5613932,0.2784318,0.18799892
Lateral,Chd6,0.6012135,0.30294198,0.18764007
Lateral,Gpatch8,0.66533995,0.334315,0.18759835
Lateral,Hipk2,0.45407522,0.24117647,0.18759671
Lateral,Pou6f2,0.4291317,0.20784314,0.18712993
Lateral,Gm45846,0.39537507,0.21176471,0.18710761
Lateral,Stxbp6,0.620687,0.276471,0.18662399
Lateral,Lrrc4c,1.7721117,0.6450996,0.1864171
Lateral,Braf,0.63884157,0.31666768,0.18641683
Lateral,Zcchc7,0.8475522,0.39411983,0.1858288
Lateral,Stxbp5,0.544257,0.27254936,0.1857433
Lateral,Nxpe4,0.34958774,0.18627451,0.18564714
Lateral,Chchd3,0.47004652,0.24607843,0.18560663
Lateral,Sema6a,0.45376036,0.23137255,0.18526179
Lateral,Ubn2,0.7968631,0.37255087,0.18511796
Lateral,Nktr,0.79883146,0.38431576,0.18498242
Lateral,Shtn1,0.55479795,0.28235343,0.18403143
Lateral,Rbms1,0.48559585,0.23627451,0.18359059
Lateral,Xkr4,1.3196843,0.53431696,0.18231535
Lateral,Afdn,0.47365534,0.24411765,0.18209797
Lateral,2410089E03Rik,0.5996266,0.3049028,0.18114284
Lateral,Ncoa1,0.6066602,0.29803994,0.1808669
Lateral,Huwe1,0.7745706,0.37255087,0.18071002
Lateral,Smg6,0.4814768,0.25392163,0.18044266
Lateral,Plcl2,0.38600114,0.20294118,0.18032521
Lateral,Pcm1,0.5785777,0.2931379,0.18027759
Lateral,Smg1,0.583235,0.29705954,0.18006384
Lateral,Slc35f1,0.58177996,0.26666692,0.1800077
Lateral,Arih1,0.61660737,0.30980483,0.1794036
Lateral,Spag9,0.7727382,0.3745117,0.17912644
Lateral,Zfp638,0.63295895,0.30980483,0.17860606
Lateral,Glce,0.37403032,0.20294118,0.17846328
Lateral,Chd5,0.5300606,0.27451017,0.17787915
Lateral,Tcte2,0.32909968,0.17156863,0.17783047
Lateral,Faf1,0.6004622,0.29902035,0.17727888
Lateral,Senp7,0.45335895,0.24019608,0.17725232
Lateral,Chd9,0.6824714,0.33137378,0.17723674
Lateral,Nav3,1.3958726,0.55980676,0.17707217
Lateral,Frmd3,0.3294248,0.1764706,0.17626905
Lateral,Pou4f1,0.39238787,0.20588236,0.1759899
Lateral,Sec24b,0.42092067,0.22843137,0.17577067
Lateral,Cdk13,0.47038352,0.23921569,0.1755059
Lateral,Traf3,0.35612234,0.19901961,0.17535822
Lateral,Gbf1,0.48043895,0.25392163,0.17477909
Lateral,Cabp1,0.33697027,0.1764706,0.1746364
Lateral,Dock4,0.70669955,0.33823663,0.17456478
Lateral,Fam172a,0.5730232,0.28529465,0.17452124
Lateral,Olfm3,0.61475426,0.28039262,0.17414692
Lateral,Plcb4,0.6194809,0.30980483,0.17397952
Lateral,Wnk2,0.52960867,0.26960814,0.17366242
Lateral,Setd5,0.59694433,0.30098116,0.17332831
Lateral,Nlk,0.591557,0.29803994,0.17279026
Lateral,Ppm1e,0.64065796,0.30882442,0.17171642
Lateral,Baz2b,0.5812201,0.2901967,0.17037678
Lateral,Uggt2,0.46472457,0.24607843,0.17026061
Lateral,Ablim1,0.59917367,0.2901967,0.16999301
Lateral,Luc7l2,1.1540956,0.5117683,0.16997874
Lateral,Focad,0.5127338,0.25882366,0.16980731
Lateral,Ogt,0.69950664,0.3460799,0.16961628
Lateral,Tsc22d1,0.6361101,0.31666768,0.16897506
Lateral,Acyp2,0.52300656,0.2656865,0.16896045
Lateral,Fgf12,1.4758861,0.5833358,0.16876948
Lateral,Plch1,0.2966314,0.15,0.1682305
Lateral,Zmym4,0.5523057,0.28039262,0.16815615
Lateral,Wnk1,0.66796535,0.3323542,0.16814503
Lateral,Ctnna3,0.3935156,0.19215687,0.16800667
Lateral,Luzp1,0.42170936,0.2254902,0.16765559
Lateral,Kat6b,0.4364946,0.23235294,0.16712704
Lateral,Samd4,0.39397097,0.20294118,0.16697508
Lateral,Birc6,0.62599224,0.31274605,0.16622648
Lateral,Herc1,0.86853796,0.40980634,0.16582745
Lateral,Itgb1,0.33267367,0.17843138,0.16557498
Lateral,Cspp1,0.52948034,0.27549058,0.16533595
Lateral,Rgs7,0.8591174,0.37157047,0.16528445
Lateral,D030068K23Rik,0.22252095,0.11372549,0.16481109
Lateral,Vstm2b,0.33913103,0.18333334,0.16477793
Lateral,Cntnap5c,0.4025408,0.18137255,0.16453356
Lateral,Cbln2,0.5005882,0.25,0.16405243
Lateral,Tbl1x,0.44367352,0.22647059,0.16394255
Lateral,Dclk1,1.0169784,0.44902262,0.16365159
Lateral,Thsd4,0.28973088,0.15294118,0.16289318
Lateral,Vangl1,0.29414457,0.15784314,0.16272083
Lateral,Reln,0.2602659,0.13137256,0.16244057
Lateral,Sclt1,0.48952433,0.24705882,0.16188806
Lateral,Dzip1,0.35674423,0.1872549,0.16183366
Lateral,Rfx7,0.56541526,0.28431424,0.16164652
Lateral,Clasp2,0.83041054,0.3911786,0.16158229
Lateral,Ankrd24,0.34304234,0.1872549,0.16147059
Lateral,Tbc1d5,0.480573,0.23921569,0.16134489
Lateral,Rab3c,0.77266836,0.33725622,0.16131467
Lateral,Kcnk10,0.31418362,0.17156863,0.16065918
Lateral,Cep170,0.45406994,0.24607843,0.16058844
Lateral,Dennd1b,0.47813323,0.25,0.16043693
Lateral,Papola,0.51606524,0.27352977,0.16007924
Lateral,Cux1,0.4510314,0.24019608,0.16002661
Lateral,Scn2a,1.0167614,0.45392466,0.15998691
Lateral,Ash1l,0.6135441,0.30882442,0.15974915
Lateral,Frmpd4,1.1900537,0.4892193,0.15925038
Lateral,Tenm3,0.9701061,0.40098268,0.15880215
Lateral,Mbnl2,0.7354093,0.3617664,0.15854633
Lateral,Ccdc141,0.32471648,0.15686275,0.15844321
Lateral,Dync2h1,0.49683052,0.25980407,0.1583457
Lateral,Nsd3,0.49973685,0.2637257,0.15826169
Lateral,Nipbl,0.5338149,0.26960814,0.15788415
Lateral,Grid2,1.5159153,0.53921884,0.15782428
Lateral,2210408I21Rik,0.53008425,0.26176488,0.15761602
Lateral,Dnah9,0.23723239,0.13235295,0.15750903
Lateral,Fgfr2,0.5275223,0.2647061,0.1573875
Lateral,Ncor1,0.70842326,0.35098192,0.15722185
Lateral,Galnt14,0.3363174,0.17450981,0.15708028
Lateral,Ank1,0.37391108,0.2009804,0.15672116
Lateral,Gm15398,0.22404575,0.11764706,0.15630805
Lateral,Fhit,0.35496515,0.17745098,0.15585512
Lateral,Bin1,0.61318254,0.3049028,0.15462115
Lateral,Plxnc1,0.39725226,0.20294118,0.15326732
Lateral,Runx1t1,0.44345593,0.21568628,0.15232226
Lateral,Hdac8,0.5003378,0.2519608,0.15226784
Lateral,Xrn1,0.43735167,0.23529412,0.15220025
Lateral,Adam22,0.7193967,0.3500015,0.15184462
Lateral,Ralgps2,0.3975922,0.21372549,0.15144268
Lateral,Arnt,0.34846872,0.18921569,0.15032129
Lateral,Hnrnpa2b1,0.86162364,0.4039239,0.1501751
Lateral,Ankib1,0.42567107,0.22058824,0.14998108
Lateral,Akap9,0.59700066,0.3068636,0.14990687
Lateral,Arhgap26,0.75019884,0.3480407,0.14984131
Lateral,Lrrc55,0.4824273,0.24215686,0.14981017
Lateral,Stag1,0.766319,0.3627468,0.14942974
Lateral,Ttc14,0.7386553,0.36470762,0.1481337
Lateral,Ntng2,0.29821184,0.15686275,0.14811061
Lateral,Prrc2c,0.67149764,0.334315,0.14767104
Lateral,Tox3,0.29417676,0.1509804,0.14764433
Lateral,Jmjd1c,0.624356,0.3068636,0.14760062
Lateral,Strbp,1.116477,0.49902338,0.14740342
Lateral,Cog5,0.3935999,0.20882353,0.1473241
Lateral,Epha5,1.0961305,0.45686588,0.147098
Lateral,Oprm1,0.49026677,0.21862745,0.14661017
Lateral,Gm20388,0.65912396,0.3205893,0.14536393
Lateral,Ralgps1,0.40911087,0.2127451,0.14516884
Lateral,Srpk2,0.7079427,0.3470603,0.14450783
Lateral,Strn3,0.657501,0.32941297,0.14438182
Lateral,Pld5,0.44072172,0.20294118,0.14414057
Lateral,Sybu,0.60934407,0.30098116,0.14392784
Lateral,0610040J01Rik,0.19348744,0.101960786,0.14363283
Lateral,Elavl3,0.6700041,0.32843256,0.14335155
Lateral,Cacnb3,0.46575025,0.24313726,0.14316452
Lateral,Ncoa2,0.4962298,0.26176488,0.14304167
Lateral,Cdk17,0.38772848,0.20882353,0.1426105
Lateral,Amph,0.64242107,0.31568727,0.1426031
Lateral,Dnajc13,0.35810208,0.19705883,0.14198354
Lateral,Susd4,0.47285664,0.24411765,0.14188278
Lateral,Dlgap1,1.6853515,0.63823694,0.14160252
Lateral,4933406I18Rik,0.31663868,0.17254902,0.14098796
Lateral,Sltm,0.5756601,0.2921575,0.14065653
Lateral,Sestd1,0.34580404,0.19019608,0.14058228
Lateral,1110051M20Rik,0.45647684,0.2372549,0.1397917
Lateral,Csrnp3,0.5662561,0.28235343,0.13973972
Lateral,Lrch3,0.41264313,0.22058824,0.13965642
Lateral,Wac,0.49366003,0.25490203,0.13947952
Lateral,Cpsf6,0.56137365,0.28921628,0.13935226
Lateral,Scaf8,0.40768838,0.22156863,0.13893995
Lateral,Med12l,0.5062641,0.25980407,0.1387425
Lateral,Tle4,0.3354378,0.18235295,0.1384967
Lateral,Vps54,0.32392073,0.17352942,0.1382815
Lateral,Trim33,0.41352808,0.22352941,0.13811055
Lateral,Sptbn4,0.4844209,0.2509804,0.13805705
Lateral,Arhgef12,0.522125,0.2627453,0.13795677
Lateral,Rabgap1,0.51739365,0.27254936,0.13790816
Lateral,Cables1,0.26138595,0.14411765,0.13779613
Lateral,Mid1,0.3119694,0.16176471,0.13769409
Lateral,Mllt10,0.54096204,0.28725547,0.13749254
Lateral,Gigyf2,0.4490057,0.23431373,0.13749212
Lateral,Sik3,0.65843165,0.32255012,0.13737035
Lateral,Fam219a,0.43829837,0.22941177,0.13727695
Lateral,4930488L21Rik,0.20456307,0.11666667,0.13712966
Lateral,Ttc28,0.3710045,0.19705883,0.13706721
Lateral,Sgce,0.30059806,0.16176471,0.13666825
Lateral,Tmem2,0.21841076,0.124509804,0.13621914
Lateral,Ebf1,0.48699167,0.20588236,0.13602251
Lateral,Agrn,0.37138578,0.19509804,0.13594289
Lateral,Stau2,0.5473751,0.276471,0.13561621
Lateral,Syt16,0.39323068,0.2009804,0.13552782
Lateral,Rasal2,0.8445229,0.39215901,0.13510847
Lateral,Dst,1.0746758,0.4735328,0.1348058
Lateral,Pak3,0.71032745,0.3333346,0.13478452
Lateral,Rsrc1,0.5098253,0.2519608,0.13469052
Lateral,Nup93,0.29511723,0.17058824,0.1346354
Lateral,Stk39,0.48614112,0.25,0.1343888
Lateral,Klhl5,0.26760674,0.15,0.13431488
Lateral,Trio,0.6250465,0.30882442,0.13420352
Lateral,Srek1,0.53274155,0.2774514,0.13419196
Lateral,Fus,0.77218443,0.36960965,0.1340257
Lateral,Abr,0.56674767,0.28235343,0.13382635
Lateral,Son,0.7157855,0.35196233,0.1335187
Lateral,Arid4b,0.52648646,0.27058855,0.13347197
Lateral,Atf2,0.47100762,0.24509804,0.13341355
Lateral,Kdm6a,0.33367345,0.18333334,0.13333875
Lateral,Astn1,0.7290339,0.35196233,0.1333226
Lateral,Reps1,0.31283644,0.1764706,0.13321672
