mouse_lhb_region,mouse_gene,avg_log_expr,pct_expr,logFC_vs_other_lhb_regions
Marginal,Impad1,0.72528535,0.28030038,0.5462573
Marginal,C1qtnf4,0.6965922,0.2621475,0.5461362
Marginal,Gabrg2,0.9199259,0.34810677,0.5460544
Marginal,Cst3,2.131208,0.6865944,0.5385401
Marginal,2900097C17Rik,0.9991767,0.38281083,0.53769606
Marginal,Ndufa13,1.1079171,0.41484535,0.53525895
Marginal,Nptn,1.2854849,0.46449885,0.53446996
Marginal,Nceh1,0.7182237,0.27442738,0.53343797
Marginal,Ptprn,0.99243355,0.37053093,0.5280636
Marginal,Gpr151,0.6755552,0.23278251,0.52451426
Marginal,Fkbp2,0.8537597,0.32888606,0.52251613
Marginal,Tmem35a,0.6133422,0.23278251,0.522292
Marginal,Gapdh,1.2607589,0.4607615,0.519833
Marginal,Nfe2l1,0.79186004,0.31019926,0.51855344
Marginal,Lrpap1,0.6760259,0.2626814,0.5184364
Marginal,Tmem179,0.6679634,0.26481703,0.5162866
Marginal,Cx3cl1,0.6536202,0.24986759,0.5160985
Marginal,Itfg1,0.83544874,0.3187418,0.51164794
Marginal,Ndufc2,0.8778343,0.32995388,0.51023483
Marginal,Atp9a,0.8027107,0.30806363,0.50872624
Marginal,Nrxn2,0.9423119,0.35985276,0.5045286
Marginal,Igsf8,0.6598433,0.25307104,0.50376785
Marginal,Selenok,0.8428448,0.32621652,0.5034732
Marginal,St8sia3,0.64931554,0.25413886,0.49867064
Marginal,Hspa8,1.425434,0.5178887,0.49615175
Marginal,Ctsl,0.6887569,0.27069002,0.495216
Marginal,Lmbrd1,0.796974,0.30913144,0.4926303
Marginal,Clu,1.0207164,0.38494647,0.48892778
Marginal,Ndn,0.7299659,0.27923256,0.48744464
Marginal,Nenf,0.67356837,0.26535094,0.4845114
Marginal,Scn1b,0.64755297,0.25200322,0.48226127
Marginal,B4gat1,0.5829798,0.22904515,0.48212373
Marginal,Lamp1,0.7605788,0.29631764,0.48184833
Marginal,Slc38a1,0.8279546,0.31500444,0.48079762
Marginal,Tusc3,0.8289744,0.31500444,0.47993916
Marginal,Endod1,0.5682648,0.22423998,0.47917223
Marginal,Ndufa4,1.1744043,0.4249896,0.47857958
Marginal,Nrn1,0.9239117,0.34757286,0.47147548
Marginal,Atp1b2,0.65730786,0.2562745,0.47114307
Marginal,Frrs1l,0.77721554,0.29791936,0.46930644
Marginal,Syngr3,0.6218459,0.2445285,0.4681757
Marginal,Pdia6,0.64282656,0.25360495,0.4675683
Marginal,Npdc1,0.6788735,0.26535094,0.46676373
Marginal,Glrb,0.76969314,0.2995211,0.46629798
Marginal,Stmn2,0.94149595,0.35237804,0.46263555
Marginal,Gde1,0.6734279,0.26481703,0.46205518
Marginal,Pcdh17,0.86254597,0.3187418,0.46033287
Marginal,Lars2,1.1902231,0.41431144,0.455638
Marginal,Hsp90ab1,1.6808425,0.58782685,0.45293367
Marginal,Laptm4a,0.72775114,0.28403774,0.44925848
Marginal,Hsp90aa1,1.5342686,0.54511654,0.44918394
Marginal,Tmem47,0.6900934,0.26802048,0.44882903
Marginal,Tomm20,0.69271857,0.2749613,0.4458506
Marginal,Tmbim6,0.6824173,0.27069002,0.44487244
Marginal,Eef1a1,1.7667434,0.6097159,0.44336402
Marginal,Erp29,0.6162349,0.24773195,0.4427762
Marginal,Alg2,0.55043185,0.21836698,0.44051924
Marginal,Cntn1,1.4039847,0.50454175,0.43755764
Marginal,Pcp4,1.6093049,0.542981,0.43691123
Marginal,Txndc15,0.5820927,0.23011297,0.43320692
Marginal,Ubb,1.6351054,0.5611329,0.43113518
Marginal,Tm9sf2,0.6322424,0.24773195,0.43003845
Marginal,Calm1,1.2848865,0.45862585,0.4282648
Marginal,Dad1,0.68411845,0.26641876,0.42809606
Marginal,Kcna2,0.64275295,0.24666414,0.42772815
Marginal,Scamp5,0.6012584,0.23918942,0.4271481
Marginal,Scamp1,0.6688609,0.26481703,0.4216859
Marginal,Lgi2,0.5428965,0.20555317,0.41937894
Marginal,Pcsk2,1.4255271,0.4992029,0.41879892
Marginal,Tmed10,0.67061985,0.26748657,0.41240832
Marginal,Cadm3,0.5908455,0.23385033,0.4116225
Marginal,Extl2,0.53268385,0.21035835,0.41128483
Marginal,Vstm2l,0.57140297,0.22210434,0.4065656
Marginal,Galnt16,0.7166984,0.27816474,0.40560395
Marginal,Atp6v0a1,0.9596601,0.3619884,0.40436727
Marginal,Ssr1,0.57244444,0.22637561,0.4042278
Marginal,Pigt,0.48154268,0.19327328,0.4021501
Marginal,Ppib,0.69128984,0.27335957,0.39976263
Marginal,Cbln1,0.47874123,0.18152729,0.39914
Marginal,Vgf,0.45631427,0.16657785,0.39640042
Marginal,Nptx2,0.53458697,0.20181581,0.39306778
Marginal,Dynll2,0.98192215,0.3753361,0.39285618
Marginal,Atp6v0c,0.4302254,0.116924465,0.39276698
Marginal,Pam,1.5402219,0.51682097,0.39263272
Marginal,Spcs1,0.5438869,0.21569744,0.39200604
Marginal,Arxes2,0.5008511,0.20021409,0.38894033
Marginal,Adgrl1,0.6987436,0.27175784,0.38790056
Marginal,Slc25a4,1.0647401,0.39722636,0.3873598
Marginal,Mdh1,0.96693075,0.3630562,0.38434637
Marginal,Rtl8a,0.6781506,0.26695266,0.3838023
Marginal,Blcap,0.54116964,0.21462962,0.38296407
Marginal,Sdf4,0.5404767,0.21729916,0.38263547
Marginal,Tm9sf3,0.6238956,0.24773195,0.3819945
Marginal,Slc6a17,0.7153593,0.27923256,0.3801397
Marginal,Maged1,0.72650164,0.28296992,0.3794284
Marginal,March6,0.6834253,0.27175784,0.37878892
Marginal,Sdc3,0.49418113,0.19754454,0.37873876
Marginal,Hsd17b12,0.5840667,0.2322486,0.37846944
Marginal,Calb2,0.7374904,0.27709693,0.37789547
Marginal,Cbarp,0.58425057,0.2322486,0.37124956
Marginal,Adcyap1,0.44862884,0.16070485,0.36981088
Marginal,Ndufb5,0.68450665,0.2685544,0.36465827
Marginal,Alcam,0.92821604,0.33315733,0.3639202
Marginal,Vstm2a,0.5332897,0.20875663,0.36060494
Marginal,Clcn4,0.55803216,0.22317216,0.35985398
Marginal,Tmx3,0.6122463,0.24185896,0.35964862
Marginal,Fam171b,0.6259402,0.24559632,0.35896847
Marginal,Tm2d3,0.4555903,0.18473074,0.3589632
Marginal,Tmem106b,0.5407539,0.2135618,0.35318094
Marginal,Mboat7,0.45399925,0.1825951,0.35135573
Marginal,Cspg5,0.57715106,0.2317147,0.35055608
Marginal,Tmem50a,0.5078157,0.20555317,0.34863198
Marginal,Slc39a10,0.5072425,0.200748,0.34822592
Marginal,Aldoa,0.9464067,0.35825104,0.34731352
Marginal,Cadm4,0.4918051,0.19754454,0.34551606
Marginal,Ppia,1.4146876,0.5013385,0.3427608
Marginal,AI593442,0.45402712,0.17778993,0.34265563
Marginal,Insig1,0.49824023,0.19861236,0.34109032
Marginal,Ptn,0.8121777,0.30272454,0.34093255
Marginal,Hacd3,0.57416975,0.2322486,0.34055173
Marginal,Igfbp5,0.48604387,0.18419683,0.33991253
Marginal,Lpgat1,0.59871596,0.23438424,0.33949268
Marginal,Scarb2,0.47551715,0.19327328,0.33833364
Marginal,Nrsn1,0.61982363,0.24292678,0.3378275
Marginal,Selenof,0.5998305,0.24025723,0.3375124
Marginal,Cox6c,1.1941707,0.4313965,0.3371442
Marginal,Ncam1,1.4087924,0.50507563,0.33568025
Marginal,1810041L15Rik,0.5895921,0.23064688,0.3353669
Marginal,Msmo1,0.5009461,0.19861236,0.33409113
Marginal,Tmem255a,0.5004493,0.19167155,0.33055007
Marginal,Degs1,0.41804478,0.16924739,0.33035225
Marginal,Ergic3,0.46331325,0.1884681,0.32674456
Marginal,Calm2,1.1079861,0.4127097,0.32493585
Marginal,Lgmn,0.45326722,0.18366292,0.3245424
Marginal,Cck,0.4452594,0.15429795,0.32275474
Marginal,Sel1l,0.5284,0.2135618,0.3224675
Marginal,Tac2,0.7693775,0.24506241,0.31993794
Marginal,L1cam,0.4787977,0.18686637,0.31887928
Marginal,Clcn3,0.6947683,0.27335957,0.31750047
Marginal,Mesd,0.3930802,0.15696749,0.31749365
Marginal,Pcyox1,0.38781717,0.1575014,0.31698033
Marginal,Arl6ip5,0.4445756,0.18099338,0.31458294
Marginal,Serinc3,0.46760082,0.18793419,0.31410038
Marginal,Emc4,0.42827898,0.17512038,0.31266075
Marginal,Celsr2,0.42699054,0.17084911,0.31171966
Marginal,Nap1l5,0.8045112,0.30539408,0.31145373
Marginal,Calm3,0.79292744,0.3134027,0.30583897
Marginal,Lnpep,0.6991338,0.27282566,0.3048724
Marginal,Smpd1,0.37394598,0.15376404,0.303823
Marginal,Dnajb14,0.5178477,0.20608708,0.30278796
Marginal,Ndufb11,0.60881805,0.24346069,0.30244341
Marginal,Jarid2,0.9681209,0.35184413,0.30151647
Marginal,Clptm1,0.41258422,0.1703152,0.30096418
Marginal,Bscl2,0.43850917,0.17885774,0.30014113
Marginal,Parm1,0.43499604,0.16284049,0.29953974
Marginal,Fam173a,0.50269896,0.2012819,0.29860175
Marginal,Nlgn3,0.4414298,0.17939165,0.29701996
Marginal,Tsn,0.5430981,0.21836698,0.29614207
Marginal,Tmem33,0.42055124,0.17351866,0.2958911
Marginal,M6pr,0.3832301,0.15643358,0.29540437
Marginal,Rgmb,0.45575613,0.1761882,0.29470825
Marginal,Selenom,0.5662581,0.22477388,0.29468787
Marginal,Ccdc47,0.48185322,0.19540891,0.29433888
Marginal,Bri3bp,0.38632402,0.15963703,0.29394752
Marginal,Spcs2,0.5106022,0.20768881,0.29344255
Marginal,Eef2,0.79667497,0.30966535,0.29321504
Marginal,Tmem147,0.42702472,0.17778993,0.29284507
Marginal,Chchd2,1.1004921,0.40790454,0.29199314
Marginal,Araf,0.70327383,0.27816474,0.29052353
Marginal,Grin1,0.790154,0.305928,0.29020596
Marginal,Acsl3,0.54195744,0.2130279,0.29014766
Marginal,Hs6st2,0.6531479,0.24986759,0.28983954
Marginal,Nat8l,0.39890346,0.1575014,0.28887245
Marginal,Rhbdd2,0.38326958,0.15589967,0.28880483
Marginal,Uchl1,0.78807384,0.30539408,0.28876528
Marginal,Selenot,0.45314538,0.18419683,0.28843015
Marginal,Bcap31,0.42675075,0.17351866,0.28790754
Marginal,Ndufa1,0.57291955,0.22744343,0.28672603
Marginal,Ctsf,0.38450325,0.15803531,0.28615546
Marginal,Arxes1,0.35459727,0.1446876,0.28501433
Marginal,Prkar1a,0.72573876,0.28563946,0.2849667
Marginal,B4galt6,0.43935305,0.17725602,0.2840337
Marginal,Jkamp,0.42107984,0.1697813,0.2829413
Marginal,Tmed7,0.39166227,0.15803531,0.28129697
Marginal,Tuba1a,0.84018785,0.32354698,0.281053
Marginal,Atp5b,0.8092466,0.31393662,0.27800614
Marginal,Cd63,0.5875279,0.23011297,0.27682906
Marginal,Slc39a6,0.3415388,0.1393485,0.27629122
Marginal,Tmem246,0.36272568,0.14789104,0.27620003
Marginal,Epdr1,0.3786085,0.15429795,0.27605075
Marginal,Tmco1,0.4079343,0.16657785,0.27595973
Marginal,Nnat,1.0058517,0.3625223,0.27581137
Marginal,Slitrk4,0.36261988,0.13988242,0.27565345
Marginal,Cisd1,0.50918955,0.20662099,0.27554008
Marginal,Ywhag,0.6434389,0.26054576,0.27551454
Marginal,Cdipt,0.37342834,0.15216231,0.27504084
Marginal,Lrp11,0.40150598,0.1639083,0.27355954
Marginal,Amigo2,0.413525,0.16070485,0.27266192
Marginal,Chst1,0.5496014,0.21836698,0.27249172
Marginal,Nrp2,0.71321857,0.27389348,0.27248174
Marginal,Syt13,0.5359628,0.21249399,0.27231812
Marginal,Chst2,0.4435072,0.17725602,0.2712386
Marginal,Nme7,0.54519606,0.20982444,0.27087957
Marginal,Lrrc55,0.57998914,0.22263825,0.2701509
Marginal,Cacna2d2,0.6219934,0.24666414,0.26979986
Marginal,Actg1,0.74876785,0.29204637,0.26970214
Marginal,Leprotl1,0.38378176,0.15856922,0.26846322
Marginal,Lrrc24,0.3090164,0.12867033,0.26550108
Marginal,Atp2b1,0.94181573,0.34650505,0.26514024
Marginal,Astn1,0.836858,0.32354698,0.26430392
Marginal,Pianp,0.3715796,0.1516284,0.26369995
Marginal,Lgi3,0.3621978,0.14361978,0.2624814
Marginal,Prkcsh,0.36827785,0.15323013,0.26078767
Marginal,Ssr4,0.43876252,0.17725602,0.2607842
Marginal,Ddost,0.33071026,0.13507724,0.26072073
Marginal,Lrp1,0.52599126,0.20875663,0.25966007
Marginal,Emc1,0.34723318,0.14255196,0.25957042
Marginal,Lrrc4b,0.3872018,0.15643358,0.25911418
Marginal,Hspa13,0.3312239,0.13347551,0.2580878
Marginal,Abhd12,0.43933234,0.17725602,0.25793976
Marginal,H13,0.41819385,0.17084911,0.25782114
Marginal,Tmed9,0.42454165,0.17298475,0.25672016
Marginal,Rab3a,0.57503253,0.22851124,0.25619155
Marginal,Adprh,0.33011696,0.13667896,0.25566894
Marginal,Cd99l2,0.3839516,0.15696749,0.253681
Marginal,Cdk5r1,0.39945534,0.16230658,0.2525372
Marginal,Chchd10,0.7405156,0.27976647,0.2524492
Marginal,Sdf2,0.37070557,0.15323013,0.25194287
Marginal,Mt3,1.0707623,0.39722636,0.25112265
Marginal,Scn2a,1.0878116,0.40416718,0.2508101
Marginal,Fam234b,0.33303565,0.1329416,0.2496719
Marginal,Gns,0.38020125,0.15323013,0.248999
Marginal,Stmn4,0.527965,0.20929053,0.24803963
Marginal,Atp2b2,0.7354053,0.27923256,0.24791202
Marginal,Ndfip2,0.54761034,0.22317216,0.2476627
Marginal,Omg,0.30695742,0.1265347,0.24764098
Marginal,Pcsk1,0.4118091,0.16284049,0.24700336
Marginal,Srpr,0.4101843,0.16764566,0.2456477
Marginal,Xbp1,0.3384832,0.14041632,0.24494632
Marginal,Tpi1,0.50076157,0.200748,0.24430192
Marginal,Tuba1b,0.4977497,0.20181581,0.24409544
Marginal,Tmsb10,0.62940526,0.2439946,0.24353716
Marginal,Sorl1,0.43720824,0.1697813,0.24353562
Marginal,9530068E07Rik,0.31629422,0.13133988,0.24327733
Marginal,Retreg2,0.36765614,0.14895886,0.24289787
Marginal,Megf8,0.38584983,0.15483186,0.24242349
Marginal,Os9,0.3538863,0.1452215,0.24132785
Marginal,Slc35g2,0.3281055,0.13454333,0.24051996
Marginal,Ugcg,0.3607419,0.14682323,0.23952064
Marginal,Ndrg4,0.8967478,0.3433016,0.23917007
Marginal,Sez6l,0.5472183,0.21035835,0.23876548
Marginal,Vamp2,0.5316376,0.21409571,0.23863178
Marginal,Plxnc1,0.46191773,0.18526465,0.2364081
Marginal,Stmn1,0.8408122,0.3192757,0.23322916
Marginal,Nomo1,0.29463163,0.12066177,0.23246276
Marginal,Dnajc5,0.48978266,0.19647673,0.23222634
Marginal,Mfsd6,0.3926338,0.16017094,0.23189107
Marginal,Nlgn2,0.38835174,0.15856922,0.2317726
Marginal,Abca2,0.4052193,0.16230658,0.23172785
Marginal,Sv2b,0.56604517,0.22103652,0.23112464
Marginal,Pnmal2,0.5990828,0.23651987,0.23008773
Marginal,Kitl,0.73140097,0.2754952,0.22977006
Marginal,Hapln4,0.25977722,0.103043035,0.22946566
Marginal,Vma21,0.32703963,0.1324077,0.22914334
Marginal,Wif1,0.2742333,0.103043035,0.22883172
Marginal,Ndfip1,0.51179534,0.1884681,0.22754705
Marginal,Tmem132a,0.3426146,0.13187379,0.2270079
Marginal,Hmgcr,0.38637456,0.16123876,0.2267788
Marginal,BC004004,0.29799423,0.12439908,0.22659135
Marginal,Cnpy2,0.33226308,0.13667896,0.22539374
Marginal,Fndc5,0.30370727,0.12493298,0.2251422
Marginal,Vldlr,0.3337927,0.13454333,0.22509164
Marginal,Ndufa11,0.50393134,0.20234972,0.2249695
Marginal,Ret,0.2639834,0.10037353,0.2237832
Marginal,Ywhah,0.577909,0.23118079,0.22293532
Marginal,Eef1a2,0.6003261,0.24079114,0.22279653
Marginal,BC031181,0.43544433,0.17992556,0.22256637
Marginal,Atad1,0.3905239,0.16017094,0.22160439
Marginal,Purb,0.63666666,0.25360495,0.22111905
Marginal,Reep2,0.39365822,0.15803531,0.22098674
Marginal,P4hb,0.2987592,0.122263476,0.22090742
Marginal,Mcfd2,0.28928608,0.11799227,0.22079512
Marginal,Acp2,0.29242584,0.117458366,0.21986768
Marginal,Tmed2,0.35297024,0.14628932,0.21965271
Marginal,Ndufa3,0.49420992,0.19914627,0.21932161
Marginal,Hyou1,0.28904173,0.121729575,0.21925692
Marginal,Cnih1,0.31642205,0.1324077,0.21918285
Marginal,Cyb561,0.27591622,0.11478886,0.21916448
Marginal,Cox7c,0.98957324,0.3678614,0.21890002
Marginal,Tram1l1,0.26399302,0.11051765,0.21868873
Marginal,Fam8a1,0.30497319,0.12706861,0.21842223
Marginal,Pkm,0.6563914,0.26161358,0.21792194
Marginal,St3gal5,0.40966827,0.16123876,0.21783958
Marginal,Prokr2,0.2674673,0.10197523,0.21729054
Marginal,Chpf,0.25772867,0.107848145,0.21593606
Marginal,Ghitm,0.46616605,0.19006982,0.21518081
Marginal,Fxyd6,0.2885993,0.11906007,0.21507058
Marginal,Filip1l,0.46790746,0.18473074,0.21442741
Marginal,Tmem63b,0.50134814,0.19968018,0.21410352
Marginal,Gpr26,0.34138265,0.1393485,0.21391013
Marginal,Mtch1,0.5527418,0.22157043,0.21374992
Marginal,Gm19951,0.41642395,0.16070485,0.21350624
Marginal,Laptm4b,0.27533033,0.11372106,0.21318233
Marginal,3632451O06Rik,0.41632286,0.16444221,0.21307029
Marginal,Fibcd1,0.2737458,0.10571254,0.21237709
Marginal,Cntnap1,0.35222414,0.1446876,0.2113295
Marginal,Creld1,0.30369794,0.12439908,0.21027485
Marginal,Slc9a6,0.32454845,0.13187379,0.21020907
Marginal,Atraid,0.3363063,0.13721287,0.21008442
Marginal,Elmod1,0.52829826,0.20662099,0.20967454
Marginal,Enho,0.3683471,0.1510945,0.20898195
Marginal,Agpat3,0.42901227,0.17458647,0.20888078
Marginal,Cox5b,0.697249,0.27282566,0.208761
Marginal,Ndufs7,0.48565865,0.19861236,0.20859006
Marginal,Tfrc,0.47178414,0.19006982,0.20813179
Marginal,Ckb,1.1777995,0.43246433,0.2079094
Marginal,Sec11c,0.44523677,0.18152729,0.20662373
Marginal,Cox6a1,0.64584106,0.25520667,0.20647645
Marginal,Eif1,1.0047953,0.3748022,0.2053501
Marginal,Sema6b,0.29877615,0.12493298,0.20459443
Marginal,Pgam1,0.46010804,0.1884681,0.20399952
Marginal,Serpini1,0.3266468,0.13187379,0.20338644
Marginal,Amfr,0.36234498,0.15056059,0.20326453
Marginal,Asph,0.43733183,0.17778993,0.20265459
Marginal,P4htm,0.3145563,0.12760252,0.2021746
Marginal,Plppr3,0.33804908,0.14148414,0.20194043
Marginal,Wscd1,0.34304962,0.14041632,0.20130777
Marginal,Gabarapl1,0.44677198,0.18473074,0.20115109
Marginal,Ganab,0.3059656,0.12386518,0.20071091
Marginal,Slc4a8,0.3339856,0.13614506,0.20046909
Marginal,Cox8a,1.1925673,0.42712525,0.19975859
Marginal,Ssr2,0.26125312,0.10998375,0.19893001
Marginal,Tmx1,0.2934863,0.121195674,0.1985118
Marginal,Necab2,0.70380706,0.2685544,0.19828361
Marginal,Manf,0.33823934,0.1388146,0.19768077
Marginal,Prdx2,0.5254559,0.21089226,0.19749942
Marginal,Cox7a2,0.7257952,0.27816474,0.19748324
Marginal,Praf2,0.2564134,0.10624644,0.1973442
Marginal,Dgcr2,0.2513336,0.103576936,0.19718835
Marginal,Tmem222,0.29423255,0.12279738,0.19606349
Marginal,Oaz1,0.71788895,0.27763084,0.19580084
Marginal,Qpct,0.2375695,0.09770402,0.19549777
Marginal,H2afz,0.5097827,0.20662099,0.1949544
Marginal,Syt5,0.27139476,0.10998375,0.19478941
Marginal,Ywhab,0.5928865,0.23758769,0.1944198
Marginal,Spint2,0.25528136,0.10197523,0.19437532
Marginal,Tmbim4,0.29667532,0.121729575,0.1940228
Marginal,Tkt,0.3442457,0.13988242,0.19399534
Marginal,G6pc3,0.26252034,0.107314244,0.19384292
Marginal,Tspyl4,0.55340844,0.22157043,0.19381979
Marginal,Atp5j,0.69771844,0.27069002,0.19341934
Marginal,Yipf4,0.31977704,0.1324077,0.19339792
Marginal,Cox5a,0.57445985,0.2258417,0.19339535
Marginal,Cdk8,0.797,0.2995211,0.19284695
Marginal,Sc5d,0.30035794,0.12493298,0.1927428
Marginal,Krtcap2,0.33502135,0.1393485,0.19254284
Marginal,B3gat3,0.312221,0.12867033,0.19186169
Marginal,Ly6e,0.29240295,0.121195674,0.19172019
Marginal,Scn3b,0.33360785,0.13667896,0.19151329
Marginal,Scoc,0.5282648,0.21196008,0.19128153
Marginal,Bmpr2,0.5147996,0.20822272,0.19100332
Marginal,Paqr8,0.36526933,0.14575541,0.19065274
Marginal,Ppt1,0.34609866,0.14308587,0.19045146
Marginal,Gpx4,0.6630922,0.2568084,0.1903829
Marginal,Serpine2,0.36716837,0.14201805,0.19016881
Marginal,Tmem9b,0.27076757,0.11532276,0.19014212
Marginal,B3galnt1,0.2534595,0.10624644,0.18994202
Marginal,Dnajc10,0.38471898,0.16070485,0.1896896
Marginal,Efnb3,0.31683624,0.13080597,0.18968554
Marginal,Tac1,0.26593497,0.094500616,0.1894725
Marginal,Elovl4,0.26131573,0.107314244,0.18897407
Marginal,Bex2,0.63534117,0.24933368,0.18892571
Marginal,Ctsa,0.28055343,0.11532276,0.18815377
Marginal,Pnmal1,0.36369616,0.14842495,0.18801604
Marginal,Tmem9,0.24944939,0.10464474,0.18762802
Marginal,Ndufb8,0.4820483,0.19647673,0.1868205
Marginal,Tubb2a,0.47741273,0.19220546,0.18676329
Marginal,Lrrtm2,0.2648644,0.107848145,0.18675688
Marginal,Clptm1l,0.26897076,0.11158545,0.18605697
Marginal,Atp5a1,0.64206207,0.25841013,0.18568006
Marginal,Tm2d2,0.2673566,0.112653255,0.18498579
Marginal,Atp5g3,0.59971267,0.23385033,0.18461326
Marginal,Gas6,0.35743302,0.14895886,0.18425386
Marginal,AI504432,0.27013376,0.10944985,0.18412098
Marginal,Smim10l1,0.42063636,0.17351866,0.1840528
Marginal,Rer1,0.2919934,0.12066177,0.18385854
Marginal,Tmem158,0.244244,0.09983963,0.1835864
Marginal,Pgrmc2,0.3032939,0.12493298,0.1835851
Marginal,Atp5h,0.8239613,0.31553835,0.18326682
Marginal,Adcyap1r1,0.26836443,0.107848145,0.18314923
Marginal,Fam174a,0.33844894,0.13828069,0.18277077
Marginal,Lynx1,0.2529499,0.10411084,0.18250239
Marginal,Tmed4,0.2875174,0.12012787,0.18248925
Marginal,Camk2n1,0.6685937,0.2637492,0.1824452
Marginal,Morf4l1,0.87978804,0.33529297,0.1822133
Marginal,Atp5e,0.71188813,0.2754952,0.18200326
Marginal,Zic1,0.7629148,0.2936481,0.18186814
Marginal,Pgap1,0.42561686,0.1697813,0.18177946
Marginal,Grn,0.24618316,0.10144133,0.18133557
Marginal,Trp53i11,0.31840172,0.12867033,0.1812627
Marginal,Slc39a7,0.25841329,0.107848145,0.18066594
Marginal,Sez6,0.2786962,0.11425496,0.18059355
Marginal,Pmepa1,0.35561678,0.14415368,0.18040453
Marginal,Acsl4,0.35626748,0.14415368,0.17963003
Marginal,Tmem176b,0.29445255,0.11478886,0.17949359
Marginal,Ostm1,0.22813231,0.09610232,0.17940703
Marginal,Ostc,0.28669077,0.116924465,0.17904384
Marginal,Tmem56,0.40022886,0.15856922,0.17859231
Marginal,Ubc,0.5392725,0.21516353,0.17855802
Marginal,Emb,0.26796392,0.11051765,0.17749296
Marginal,Uqcrh,0.8198568,0.30966535,0.17744291
Marginal,Fam69b,0.26356575,0.11105155,0.17657304
Marginal,Tmem151a,0.27745566,0.11478886,0.17606759
Marginal,Arl8b,0.3145668,0.12813643,0.17592368
Marginal,Chrnb2,0.23318163,0.09556842,0.17529225
Marginal,Elfn1,0.3339301,0.13454333,0.17521551
Marginal,Smim13,0.29397866,0.12012787,0.17480086
Marginal,Gng3,0.4680359,0.19006982,0.17422584
Marginal,Pebp1,0.57298696,0.22851124,0.17421004
Marginal,Dnajc3,0.30616876,0.12600079,0.17380965
Marginal,Rtn4rl1,0.40307587,0.1633744,0.17317514
Marginal,Slc2a3,0.29840147,0.121729575,0.17316872
Marginal,Dhcr24,0.23004799,0.093966715,0.17262125
Marginal,Gng8,0.706751,0.26054576,0.17220938
Marginal,Cyp51,0.33750266,0.14041632,0.17162296
Marginal,Gpr162,0.29409838,0.121195674,0.17117548
Marginal,Erlec1,0.34307986,0.14148414,0.17114063
Marginal,Nucb1,0.24020095,0.098771825,0.17099449
Marginal,Cadm1,1.3370919,0.4671684,0.17098057
Marginal,Atp5j2,0.6093735,0.24079114,0.17070237
Marginal,Fam20b,0.26160333,0.10944985,0.16944611
Marginal,Stt3b,0.3296853,0.13347551,0.16940904
Marginal,6330403K07Rik,0.43044183,0.17565429,0.168996
Marginal,Ormdl3,0.24993838,0.10197523,0.1689944
Marginal,Olfm2,0.39715907,0.16444221,0.16896667
Marginal,Sdc2,0.2865436,0.11852617,0.16896126
Marginal,Ier3ip1,0.28182212,0.11532276,0.16872682
Marginal,Ssr3,0.27831832,0.117458366,0.16872554
Marginal,Wrb,0.24176359,0.10090743,0.16836417
Marginal,Sncb,0.50293624,0.20555317,0.1683155
Marginal,Mlec,0.24132513,0.10090743,0.16735262
Marginal,Hcn2,0.2732151,0.112119354,0.1664924
Marginal,Tm2d1,0.27309653,0.11425496,0.16612169
Marginal,Kidins220,0.84791356,0.3315556,0.1655733
Marginal,Ptprf,0.2946526,0.122263476,0.16535185
Marginal,Insig2,0.2768451,0.11532276,0.16430753
Marginal,Cygb,0.33947438,0.14201805,0.16422336
Marginal,Pigk,0.46262205,0.18793419,0.16417521
Marginal,Fuca1,0.23105359,0.09663622,0.16391125
Marginal,Basp1,0.5912348,0.23278251,0.16378185
Marginal,Psenen,0.30324218,0.1265347,0.16361102
Marginal,Eif4a2,0.61747193,0.24719805,0.16359213
Marginal,Zdhhc22,0.20973618,0.08328869,0.16357335
Marginal,Slc25a3,0.61723393,0.24506241,0.16325694
Marginal,Dnajb9,0.23327097,0.09930573,0.1627562
Marginal,Cend1,0.3582199,0.14842495,0.16261017
Marginal,Impact,0.53656304,0.21676525,0.16252458
Marginal,C1galt1c1,0.20923564,0.0880938,0.16242802
Marginal,Tmem127,0.24714383,0.10197523,0.16233918
Marginal,C1ql3,0.23470402,0.07848358,0.16161826
Marginal,Lrtm2,0.20360675,0.08382259,0.16101705
Marginal,Kcnc1,0.30682543,0.12012787,0.16082552
Marginal,Rnf187,0.37168077,0.1516284,0.16018979
Marginal,Asic1,0.2702029,0.112653255,0.15920915
Marginal,Hint1,0.6071379,0.23758769,0.15915287
Marginal,Cnih2,0.2742117,0.117458366,0.15859891
Marginal,Mia3,0.33254588,0.13347551,0.15852353
Marginal,Ywhaz,0.6702994,0.27015612,0.15851206
Marginal,Wls,0.425501,0.17138302,0.15782392
Marginal,Tmem259,0.32102934,0.13133988,0.15780069
Marginal,Tspan31,0.21696383,0.09076331,0.15719903
Marginal,Uqcr10,0.5500648,0.21676525,0.15719002
Marginal,Usmg5,0.6219862,0.24132505,0.15713215
Marginal,Creg1,0.2164161,0.09183111,0.15705872
Marginal,Gabra3,0.32359126,0.13187379,0.15660322
Marginal,Atp6v1a,0.4601628,0.18793419,0.15626976
Marginal,Cyc1,0.33901787,0.13828069,0.1558009
Marginal,Entpd6,0.23097405,0.09610232,0.15553461
Marginal,Zwint,0.7661802,0.3011228,0.15509874
Marginal,Pcdh19,0.3501286,0.13721287,0.15469359
