compartment,mouse_region,human_cluster,human_marker_depth,mouse_marker_depth,n_mouse_markers,n_human_markers,n_overlap,odds_ratio,p_value,overlap_genes,p_adj_grid,p_adj_all_sensitivity_tests,neg_log10_p_adj_grid
MHb,Dorsal,LHb.7,200,500,481,199,55,11.583854981742306,4.9190823786310965e-34,ADGRB3;ARID1B;CADPS2;CAMK2D;CLSTN2;CNTN1;CNTNAP4;COL25A1;CPNE4;CTNNA2;DOK6;DPP6;FGF14;FLRT2;FRY;GRIN2A;HTR4;KCNH5;KCNN2;KIF26B;KLHL1;KLHL29;LRFN5;LRP1B;LRRC3B;MAGI1;MAPK4;MGAT4C;MSI2;MTUS2;NFAT5;NLGN1;NRG1;NRXN1;NTM;NTRK3;NWD2;PBX3;PDE4D;PLEKHA6;PRICKLE2;PRKCB;PRKD1;RBFOX3;RBMS3;RGS6;RYR3;SGCZ;SLC8A1;SV2B;SYT1;TCF7L2;THSD7A;TRPM3;ZBTB20,6.1488529732888706e-33,7.870531805809754e-32,32.21120589135163
MHb,Dorsal,MHb.1,200,500,481,192,24,4.031259768677712,8.147620113720889e-08,ABR;ASIC2;BCL11A;CDC14A;CPNE9;DLG2;EPHA7;GDPD5;IL1RAPL1;KCND2;KCNMA1;NECAB3;NFIB;OPCML;PEX5L;PIP4K2A;PLCL1;PLD5;RIMS1;SCUBE1;SHROOM3;SORCS2;SOX5;THSD7B,1.939909550885926e-07,6.09167858969786e-07,6.712218518764042
MHb,Dorsal,MHb.2,200,500,481,200,66,15.34580111490739,2.648935463445238e-46,ABR;ADAM22;ANK1;ANKS1B;ANO3;ASIC2;ATRNL1;BCL11A;CACNA1E;CADPS2;CDK14;CHAT;CHD7;CNNM2;CPNE9;DACH1;DGKB;DLGAP1;DPP10;EPHA6;EPHA7;ETV1;GABBR2;GABRA2;GDPD5;GFRA1;HECW2;IL1RAPL1;KCNIP1;KCNMA1;KCTD8;LCORL;MBNL2;MCC;MDGA2;MPP6;NFIB;NRP2;NWD2;NXPH1;PARD3;PCSK2;PDE1A;PEX5L;PLCH2;PLD5;PTPRR;RBMS1;RGS6;ROBO3;RYR2;SCUBE1;SEMA6D;SHANK2;SHROOM3;SLC24A2;SOX5;SOX6;ST6GALNAC5;SYNPR;SYT9;TCF4;THSD7B;TNR;VAV2;VAV3,1.324467731722619e-44,1.683516651048758e-43,43.87795861804287
MHb,Dorsal,MHb.3,200,500,481,200,32,5.470781631137979,7.027790154678289e-13,ASIC2;ATP2C1;AUTS2;CACNB2;CDK14;CSMD1;DACH1;DPP10;EPHA7;FOXP2;KCNB2;LCORL;LMO3;LRRC3B;NFIB;NRP2;NXPH1;PEX5L;PLD5;POU2F1;RASGEF1B;SLC24A2;SLC9A9;STXBP5;STXBP5L;SYN3;SYNPR;SYT9;TCF4;TMEFF2;TMEM108;ZDHHC14,2.3425967182260967e-12,1.0039700220968983e-11,11.630302469458424
MHb,Superior/Dorsal,LHb.1,200,500,481,200,7,0.9848604096980826,0.5695287223516182,ALCAM;ATP2B2;KCNG4;SEMA3D;SEMA3E;SSTR2;VSTM2A,0.7119109029395227,0.9149055780748886,0.1475743557774078
MHb,Superior/Dorsal,LHb.2,200,500,481,199,18,2.7671324415593714,0.00026312625265759453,ADCYAP1;CALY;CBLN2;FZD3;GPM6A;GPR151;GRIN3A;KCNMB4;LRRN3;LY6H;OPRM1;PLXNC1;SPOCK2;SULF2;THSD7A;TSPAN13;TUSC3;WLS,0.000469868308317133,0.0010218495248838623,3.328023846288268
MHb,Superior/Dorsal,LHb.3,200,500,481,199,11,1.6029425079221367,0.09786113719382585,B3GAT1;CBLN4;CHGA;GABRG2;GLRB;HS6ST2;LGI2;PCSK1;SCN9A;STMN2;TMEM47,0.1482744502936755,0.20387736915380386,0.8289336773763403
MHb,Superior/Dorsal,LHb.4,200,500,481,200,10,1.4385964912280702,0.17489978079953675,B3GAT1;CBLN1;GLRB;SCG2;SCN9A;SLC12A2;SLC12A5;SLC22A17;STMN2;TMEM47,0.24291636222157884,0.33306442518579377,0.6145432312499691
MHb,Superior/Dorsal,LHb.5,200,500,481,200,6,0.8379815518176885,0.7188030668513785,ALCAM;CD47;GLRB;SCG2;SEMA3D;SEMA3E,0.8765891059163153,1.0,0.057203930978236874
MHb,Superior/Dorsal,LHb.6,200,500,481,200,19,2.927184233814068,9.37733651916903e-05,ADCYAP1;AMIGO2;CHRNA4;CHRNB3;GABBR1;GFRA1;GNG8;GPR139;MARCKS;NSG2;OLFM1;PDE2A;PMEPA1;SLC5A7;SSTR2;SYT15;THY1;TIMP2;TNR,0.0001875467303833806,0.00038869788680493387,3.726890502768035
MHb,Superior/Dorsal,LHb.7,200,500,481,199,10,1.4463204484435908,0.17117722024789797,APP;ATP2B2;CBLN2;CNTN1;CPLX1;GPR151;SULF2;SV2B;SYT1;THSD7A,0.24291636222157884,0.32839754484009204,0.6145432312499691
MHb,Superior/Dorsal,MHb.1,200,500,481,192,26,4.439931153184165,4.290754213737254e-09,BSCL2;CCK;CHRNA3;CHRNB3;CHRNB4;CNR1;GNG8;GPR139;ITM2B;ITM2C;MARCKS;NPTX1;NRN1;PCSK1N;PDE2A;PMEPA1;RNASEK;RTN4R;SCG2;SSR4;SYT4;TAC1;TIMP2;TMEM158;TSPAN13;TSPAN7,1.12914584572033e-08,3.65170571381894e-08,7.947249958960127
MHb,Superior/Dorsal,MHb.2,200,500,481,200,23,3.656292403720425,6.879003664721397e-07,AMIGO2;CACNB3;CHRNA3;CHRNB3;CHRNB4;CHST2;FSTL1;FZD1;GABBR1;GABBR2;GFRA1;GNG8;LRRC55;NRP2;PCSK2;PDE2A;SLC17A7;SLC5A7;SYNPR;TNR;TSPAN13;ZFAND5;ZIC1,1.5634099238003176e-06,4.510822075227146e-06,5.80592713567042
MHb,Superior/Dorsal,MHb.3,200,500,481,200,8,1.1338971106412967,0.4168529301981285,CHST2;CNR1;NRP2;PRNP;SERPINI1;SYNPR;SYT4;UMODL1,0.5633147705380115,0.7213589003151979,0.24924886108658703
