mouse_gene,scores,logFC_vs_other_region,pvals,pvals_adj,pct_nz_group,pct_nz_reference,region,mouse_gene_upper,is_region_marker
Kcnip4,82.05303,3.6027205,0.0,0.0,0.7593034504998387,0.3637766554433221,LHb,KCNIP4,True
Lingo2,66.30559,3.3233755,0.0,0.0,0.5740728797162206,0.18378226711560045,LHb,LINGO2,True
Lrrtm4,58.210983,3.1026418,0.0,0.0,0.5222186391486617,0.16968294051627386,LHb,LRRTM4,True
mt-Cytb,55.056717,0.6475604,0.0,0.0,0.9628506933247339,0.9581930415263749,LHb,MT-CYTB,True
Grm7,53.5221,3.7955983,0.0,0.0,0.41812318606901,0.0737233445566779,LHb,GRM7,True
Adgrb3,53.013153,2.096664,0.0,0.0,0.6250886810706224,0.3917648709315376,LHb,ADGRB3,True
Rbfox1,52.979103,3.0595815,0.0,0.0,0.4819735569171235,0.1747334455667789,LHb,RBFOX1,True
Grik2,49.121643,2.333989,0.0,0.0,0.5132537891002902,0.2556818181818182,LHb,GRIK2,True
Nrxn3,48.672207,2.7484822,0.0,0.0,0.4513382779748468,0.1447811447811448,LHb,NRXN3,True
Mast4,41.707382,2.6764836,0.0,0.0,0.3792325056433409,0.11693322109988777,LHb,MAST4,True
Lrp1b,41.454872,1.4598827,0.0,0.0,0.6468881006127056,0.4969837261503928,LHb,LRP1B,True
Cadps,41.36607,3.1056535,0.0,0.0,0.34298613350532087,0.07533670033670034,LHb,CADPS,True
Grm5,41.266136,1.9902973,0.0,0.0,0.4688810061270558,0.24242424242424243,LHb,GRM5,True
Csmd3,40.724117,1.7908839,0.0,0.0,0.5222831344727508,0.30990460157126826,LHb,CSMD3,True
Gabrb1,39.17728,2.330358,0.0,0.0,0.38935827152531444,0.14990179573512907,LHb,GABRB1,True
Spock3,38.31015,2.714404,0.0,0.0,0.3419542083198968,0.09876543209876543,LHb,SPOCK3,True
Cdh18,37.35686,3.396295,1.9619457528917552e-305,7.052105011783143e-303,0.2961625282167043,0.05015432098765432,LHb,CDH18,True
Kalrn,36.28532,3.516699,2.7574639736773532e-288,8.920395954846238e-286,0.2837149306675266,0.04580527497194164,LHb,KALRN,True
Zfhx3,35.601593,2.9581795,1.3237182804521154e-277,3.965026515983883e-275,0.29725894872621733,0.06397306397306397,LHb,ZFHX3,True
Nlgn1,35.240734,1.095518,4.757476501437433e-272,1.3267617657025943e-269,0.7164785553047404,0.6161616161616161,LHb,NLGN1,True
Gabrg3,34.50711,3.3120418,6.274867189709196e-261,1.637031883766875e-258,0.27378265075782005,0.04636644219977553,LHb,GABRG3,True
Kcnh7,33.989243,2.1203773,3.212541177243005e-253,7.99428516029317e-251,0.3527894227668494,0.1414141414141414,LHb,KCNH7,True
Grid2,33.324173,1.6130275,1.7245558905763156e-243,4.102160519128222e-241,0.4595291841341503,0.2826178451178451,LHb,GRID2,True
Cacna2d1,33.21801,3.4670773,5.915958067623579e-242,1.3868206049827738e-239,0.25746533376330216,0.03766835016835017,LHb,CACNA2D1,True
Kcnq3,32.94316,3.4218996,5.300396809808545e-238,1.1907488666479614e-235,0.25572396001289904,0.03731762065095398,LHb,KCNQ3,True
Kcnc2,32.52036,3.0914156,5.497352675709538e-232,1.2016172909405645e-229,0.26475330538535957,0.05057519640852974,LHb,KCNC2,True
Csmd1,32.331593,1.4738307,2.517424783115203e-229,5.357808666695843e-227,0.4871331828442438,0.3402777777777778,LHb,CSMD1,True
Unc5d,32.06849,3.381749,1.2128894640816757e-225,2.452310885190138e-223,0.2506933247339568,0.03851010101010101,LHb,UNC5D,True
Dab1,31.9113,3.4533367,1.861111700289413e-223,3.6711563112416165e-221,0.24811351177039664,0.03710718294051627,LHb,DAB1,True
Rora,31.29664,1.615407,5.184138061610338e-215,9.865109781946732e-213,0.4229603353756853,0.26374859708193044,LHb,RORA,True
Htr2c,30.772943,2.5208642,6.032693137592469e-208,1.1215955344891746e-205,0.2821025475653015,0.08333333333333333,LHb,HTR2C,True
Rasgrf1,30.639711,2.3383164,3.623351586442961e-206,6.585136169743246e-204,0.2835214446952596,0.08375420875420875,LHb,RASGRF1,True
Frmd4a,30.442957,1.4243747,1.4847705662833255e-203,2.6684626566258658e-201,0.4560464366333441,0.30625701459034793,LHb,FRMD4A,True
Cntn4,30.41178,2.5469177,3.837880238902843e-203,6.821726688379505e-201,0.2753305385359561,0.07814253647586981,LHb,CNTN4,True
Pcdh15,30.181904,2.2550704,4.092875188190028e-200,7.195897409671056e-198,0.2984198645598194,0.10816498316498316,LHb,PCDH15,True
Unc5c,29.815393,2.8730993,2.467729417588596e-195,4.201634034683741e-193,0.2507578200580458,0.05534511784511784,LHb,UNC5C,True
mt-Co1,29.074053,0.32508907,7.642441064649164e-186,1.2486513557646486e-183,0.9832312157368591,0.98253367003367,LHb,MT-CO1,True
Arpp21,28.881294,3.4858959,2.0509437421789638e-183,3.317401502974474e-181,0.22083198968074816,0.028689674523007858,LHb,ARPP21,True
Cacna1a,28.73736,3.6694198,1.3031440115060835e-181,2.066505331971657e-179,0.21696227023540793,0.025673400673400674,LHb,CACNA1A,True
Shisa9,28.107414,3.6225588,7.95154532772123e-174,1.2133608082631217e-171,0.21218961625282168,0.024831649831649833,LHb,SHISA9,True
Ntng1,28.102146,2.1228201,9.221982335897425e-174,1.3940706942349613e-171,0.2995162850693325,0.130331088664422,LHb,NTNG1,True
Grin2b,27.948885,2.2792234,6.80110087138964e-172,1.0092459320617195e-169,0.2752015478877781,0.10016835016835017,LHb,GRIN2B,True
Gria3,27.658583,2.0480025,2.2004859618183686e-168,3.1498106577355855e-166,0.2921638181231861,0.12135241301907969,LHb,GRIA3,True
Chl1,27.425318,2.6958594,1.368792334466149e-165,1.9252361747817358e-163,0.2344405030635279,0.05331088664421998,LHb,CHL1,True
Kctd16,27.2683,3.6028404,1.0084816888323529e-163,1.4062233893847679e-161,0.2090938406965495,0.028759820426487094,LHb,KCTD16,True
Frmd5,26.963417,2.2160754,3.9710656282741883e-160,5.44338868960466e-158,0.26275395033860044,0.08950617283950617,LHb,FRMD5,True
Lrfn5,26.90672,1.1084868,1.832555558896656e-159,2.4908895937103708e-157,0.5011286681715575,0.3891694725028058,LHb,LRFN5,True
mt-Co3,26.846266,0.27972054,9.325424651549497e-159,1.2569895311567757e-156,0.9856175427281522,0.9862514029180696,LHb,MT-CO3,True
March1,26.660952,2.965255,1.3360585712308046e-156,1.7713727368572348e-154,0.218381167365366,0.042368125701459036,LHb,MARCH1,True
Pcdh7,26.576578,2.8286815,1.266409418962227e-155,1.66537986599301e-153,0.2202515317639471,0.043911335578002246,LHb,PCDH7,True
Cntnap5b,26.46334,2.9544723,2.5623425582347994e-154,3.3156712703558303e-152,0.21715575620767494,0.04250841750841751,LHb,CNTNAP5B,True
Zfp804a,26.194616,3.3603766,3.060508114550646e-151,3.92886656768704e-149,0.20632054176072234,0.03338945005611672,LHb,ZFP804A,True
Negr1,25.745922,0.9581013,3.580896456724408e-146,4.5250781396497894e-144,0.5422766849403419,0.453493265993266,LHb,NEGR1,True
Slc24a3,25.722198,2.1494353,6.599597998861406e-146,8.275077335781647e-144,0.26397936149629153,0.10325476992143659,LHb,SLC24A3,True
Kcnj3,25.667608,2.7328076,2.6891772214025855e-145,3.295260723953547e-143,0.21780070944856497,0.048751402918069585,LHb,KCNJ3,True
mt-Atp6,25.580227,0.26952922,2.5322396080361014e-144,3.011689386763525e-142,0.9790390196710739,0.9797278338945006,LHb,MT-ATP6,True
Xkr4,24.843636,1.2685537,3.0296594143789144e-136,3.4510381005337284e-134,0.41347952273460176,0.30246913580246915,LHb,XKR4,True
Edil3,24.398842,1.9142865,1.7592841989410305e-131,1.922731210666971e-129,0.25952918413415027,0.10325476992143659,LHb,EDIL3,True
Plcb1,24.141926,2.209146,9.076954786483328e-129,9.659193662589989e-127,0.23224766204450178,0.07561728395061729,LHb,PLCB1,True
Sorcs3,23.946678,2.2737558,1.000660807306532e-126,1.0510187375443607e-124,0.22276684940341826,0.06565656565656566,LHb,SORCS3,True
Pde4b,23.833841,1.6518737,1.489560482079218e-125,1.5444641536943172e-123,0.28074814575943247,0.12773569023569023,LHb,PDE4B,True
Magi2,23.57884,0.73465526,6.354536701302178e-123,6.42403944647267e-121,0.6136085133827798,0.555976430976431,LHb,MAGI2,True
Adgrl3,23.522629,1.1116236,2.3936168834684522e-122,2.389923030253223e-120,0.42483069977426635,0.3079405162738496,LHb,ADGRL3,True
mt-Co2,23.472876,0.26824248,7.721213464187895e-122,7.662001704493203e-120,0.9734924217994195,0.9720117845117845,LHb,MT-CO2,True
Cit,23.321465,2.9716558,2.6855110611774555e-120,2.6486671594234963e-118,0.18697194453402127,0.03128507295173962,LHb,CIT,True
Dlgap1,23.23085,0.88579524,2.2217519137846203e-119,2.1648697111726648e-117,0.5209932279909707,0.45173961840628507,LHb,DLGAP1,True
Plxna4,23.110813,2.2731555,3.604646593047596e-118,3.470545157294337e-116,0.22283134472750726,0.07435465768799102,LHb,PLXNA4,True
Nell1,22.80578,2.9732234,4.01796195328762e-115,3.7566783002559103e-113,0.19019671073847147,0.04075476992143659,LHb,NELL1,True
Cntn6,22.327232,2.8117812,2.009924720434471e-110,1.826434401855481e-108,0.1838761689777491,0.035493827160493825,LHb,CNTN6,True
Gm20754,22.296371,3.550621,4.0070536732057085e-110,3.620899059447058e-108,0.17046114156723638,0.02251683501683502,LHb,GM20754,True
Celf2,21.996546,0.7944128,3.1076892385012824e-107,2.7926040795976805e-105,0.5595614317961948,0.5016835016835017,LHb,CELF2,True
Cntnap5a,21.953262,3.087432,8.060331199750827e-107,7.163508634943386e-105,0.17626572073524668,0.031004489337822672,LHb,CNTNAP5A,True
mt-Nd4,21.78838,0.29694802,2.9904939499575917e-105,2.6288717195958724e-103,0.946468881006127,0.936938832772166,LHb,MT-ND4,True
Hs6st3,21.742277,2.251733,8.173973244082721e-105,7.108280495862258e-103,0.21367300870686876,0.07484567901234568,LHb,HS6ST3,True
Gpr158,21.663008,1.4329649,4.5831420519521855e-104,3.9432086537407765e-102,0.29164785553047406,0.15958193041526375,LHb,GPR158,True
Stxbp6,21.515001,2.4960144,1.1267616320119743e-102,9.492379894684211e-101,0.18684295388584327,0.04377104377104377,LHb,STXBP6,True
Grik1,21.36877,3.4212627,2.60913374758373e-101,2.1642429931880427e-99,0.16420509513060302,0.021955667789001123,LHb,GRIK1,True
Brinp3,21.307436,1.3784972,9.685763376484643e-101,7.993225643604036e-99,0.3071912286359239,0.1800645342312009,LHb,BRINP3,True
Prkg1,21.301264,1.0876622,1.1049952979783773e-100,9.07274058111688e-99,0.38619800064495324,0.2636083052749719,LHb,PRKG1,True
Prickle1,21.289377,2.2976246,1.424079042613719e-100,1.1633575007210557e-98,0.20309577555627217,0.06530583613916947,LHb,PRICKLE1,True
Rab3c,21.033281,1.6670805,3.253486282934967e-98,2.5796637561996615e-96,0.25791680103192516,0.1284371492704826,LHb,RAB3C,True
Nrxn1,20.881746,0.5519525,7.847205459798861e-97,6.102334053473392e-95,0.7995485327313769,0.7496492704826038,LHb,NRXN1,True
Ppp2r2b,20.821066,1.689429,2.789108248516999e-96,2.148277424750593e-94,0.25585295066107705,0.12962962962962962,LHb,PPP2R2B,True
Gabrb2,20.524168,3.0654166,1.309871573189303e-93,9.947029434899989e-92,0.16330216059335698,0.02665544332210999,LHb,GABRB2,True
Syn2,20.500286,2.0953758,2.1403562981029816e-93,1.6177693047577443e-91,0.2071589809738794,0.0747053872053872,LHb,SYN2,True
Grid1,20.290695,1.4276066,1.5538235890547177e-91,1.1582072144221225e-89,0.2948081264108352,0.18076599326599327,LHb,GRID1,True
mt-Nd1,20.115673,0.306751,5.380308150212412e-90,3.9738120698486646e-88,0.90744920993228,0.8945707070707071,LHb,MT-ND1,True
mt-Nd2,19.996367,0.3364232,5.9234096737782006e-89,4.277283547917964e-87,0.8972589487262174,0.8768939393939394,LHb,MT-ND2,True
Cacna1b,19.879837,3.3865724,6.083102465941693e-88,4.315534315202056e-86,0.15027410512737827,0.01718574635241302,LHb,CACNA1B,True
Epha5,19.805202,1.0426682,2.684806994848466e-87,1.880273741866569e-85,0.3720735246694615,0.2785493827160494,LHb,EPHA5,True
Ntrk2,19.805193,1.3249898,2.6852750192963055e-87,1.880273741866569e-85,0.2837794259916156,0.16351010101010102,LHb,NTRK2,True
Cdh12,19.672474,1.6788077,3.712266686410887e-86,2.577077839171506e-84,0.2143824572718478,0.08396464646464646,LHb,CDH12,True
Gria2,19.474497,0.662818,1.8069338895832583e-84,1.2384387993224237e-82,0.52686230248307,0.4708894500561167,LHb,GRIA2,True
Gap43,19.419922,1.7617811,5.236941067402314e-84,3.559139569967749e-82,0.20219284101902613,0.07246071829405162,LHb,GAP43,True
Sez6l,19.393372,3.1671793,8.778957499288682e-84,5.941407428911901e-82,0.15027410512737827,0.020412457912457913,LHb,SEZ6L,True
Mctp1,19.254755,2.3795996,1.2878369396174241e-82,8.572330246218862e-81,0.17620122541115768,0.05022446689113356,LHb,MCTP1,True
Gpc6,19.175356,2.4905682,5.946113982293058e-82,3.925648720962866e-80,0.17207352466946146,0.04643658810325477,LHb,GPC6,True
Slit3,19.174221,3.0870132,6.07723924041627e-82,3.9959083216964705e-80,0.15653015156401162,0.030303030303030304,LHb,SLIT3,True
Ncam1,19.05114,0.81112444,6.428819121000811e-81,4.159445971287524e-79,0.44243792325056436,0.3651094276094276,LHb,NCAM1,True
Kirrel3,18.930712,1.5138674,6.369500805598401e-80,4.0883601401013547e-78,0.24153498871331827,0.12247474747474747,LHb,KIRREL3,True
Rmst,18.755299,1.2943074,1.7523046121942603e-78,1.1115108667545945e-76,0.30506288294098677,0.2084736251402918,LHb,RMST,True
Nav2,18.695288,1.4180385,5.407793716148584e-78,3.390351292972998e-76,0.26604321186713964,0.15733726150392818,LHb,NAV2,True
Mbp,18.692387,0.5017338,5.709977549083995e-78,3.56598018750709e-76,0.8267655594969364,0.7843714927048261,LHb,MBP,True
Nav1,18.481987,2.4671953,2.883628204215952e-76,1.7939494693535777e-74,0.15923895517574976,0.03598484848484849,LHb,NAV1,True
Rgs7,18.27923,1.3866657,1.2112287223646008e-74,7.421069918275538e-73,0.2789422766849403,0.1804152637485971,LHb,RGS7,True
Miat,18.211058,1.505991,4.217239143885537e-74,2.57410728876787e-72,0.23134472750725574,0.11763468013468013,LHb,MIAT,True
Nell2,18.001635,1.8386611,1.8915464748484274e-72,1.1331764529879005e-70,0.20599806514027733,0.09392536475869809,LHb,NELL2,True
Etl4,17.6922,2.9044113,4.815778652496476e-70,2.791943358570986e-68,0.1470493389229281,0.030022446689113354,LHb,ETL4,True
Pcdh10,17.691008,2.1185684,4.918734605043248e-70,2.8414475798776618e-68,0.16762334730732023,0.05057519640852974,LHb,PCDH10,True
Camk2a,17.573465,2.571668,3.93391154792934e-69,2.22486081425724e-67,0.15330538535956142,0.03717732884399551,LHb,CAMK2A,True
Mycbp2,17.5478,0.71333236,6.182891414387995e-69,3.472509327351591e-67,0.44617865204772655,0.3819444444444444,LHb,MYCBP2,True
Elavl2,17.417147,1.8431785,6.115198784284092e-68,3.4108048391653514e-66,0.19355046759109965,0.08228114478114477,LHb,ELAVL2,True
Grm1,17.413298,2.0257294,6.540616440948495e-68,3.6355488292901e-66,0.19187358916478556,0.08396464646464646,LHb,GRM1,True
Tenm1,17.329567,0.8347339,2.814392073207952e-67,1.5589997186348845e-65,0.4148339245404708,0.3461700336700337,LHb,TENM1,True
Ctnna2,17.291538,0.55245453,5.447941558189619e-67,2.9972943776774517e-65,0.5887133182844244,0.5542227833894501,LHb,CTNNA2,True
Cntn5,17.19533,0.9194012,2.8782052624347563e-66,1.5675074114438445e-64,0.4017413737504031,0.328493265993266,LHb,CNTN5,True
Cd47,17.092596,1.5969156,1.6850501372508565e-65,9.085228656677535e-64,0.20309577555627217,0.09287317620650953,LHb,CD47,True
Ppp3ca,16.80678,1.0199426,2.1768221766935685e-63,1.1394853950815039e-61,0.34633989035794904,0.27279741863075196,LHb,PPP3CA,True
Gabra1,16.800947,2.5817256,2.401776327559472e-63,1.2531849063959503e-61,0.14317961947758787,0.03149551066217733,LHb,GABRA1,True
Kcnq5,16.74173,1.6088787,6.506877742251406e-63,3.341230078759254e-61,0.2108352144469526,0.10760381593714927,LHb,KCNQ5,True
Ptprg,16.564495,1.8943285,1.2583000185379508e-61,6.400315345865206e-60,0.17620122541115768,0.06930415263748597,LHb,PTPRG,True
Fam189a1,16.539907,3.135978,1.8931194707721334e-61,9.569127324918518e-60,0.12970009674298613,0.01936026936026936,LHb,FAM189A1,True
Tenm4,16.405533,1.3422341,1.745893659392678e-60,8.74298140578222e-59,0.24585617542728153,0.15025252525252525,LHb,TENM4,True
Cdh11,16.391504,2.4308887,2.199306653355945e-60,1.0945780036317665e-58,0.14298613350532086,0.03409090909090909,LHb,CDH11,True
Shisa6,16.224657,2.9278538,3.375953745307266e-59,1.6547288433437887e-57,0.13195743308610125,0.0242003367003367,LHb,SHISA6,True
Tenm3,16.207422,0.8462905,4.469225394660871e-59,2.1839794791129783e-57,0.31705901322154145,0.2079124579124579,LHb,TENM3,True
Kcnt2,16.132004,3.211681,1.5200514088337597e-58,7.295795708571532e-57,0.12583037729764593,0.018308080808080808,LHb,KCNT2,True
Elmo1,16.022804,1.9737284,8.856313850834283e-58,4.213261074624839e-56,0.15962592712028378,0.05401234567901234,LHb,ELMO1,True
Tmem132b,15.957422,2.75976,2.529656898967661e-57,1.1929212927347498e-55,0.12982908739116414,0.023148148148148147,LHb,TMEM132B,True
Unc80,15.799986,0.91831297,3.1118817905034117e-56,1.4381339417540767e-54,0.3340857787810384,0.25904882154882153,LHb,UNC80,True
Slc12a5,15.763895,1.802099,5.51281695242396e-56,2.5189213052389138e-54,0.17020316027088037,0.06719977553310887,LHb,SLC12A5,True
D430041D05Rik,15.694631,2.418093,1.64596826612481e-55,7.457573306601905e-54,0.1362786198000645,0.031635802469135804,LHb,D430041D05RIK,True
Ldlrad4,15.682132,3.0730257,2.004150020521716e-55,9.029840273520545e-54,0.12267010641728475,0.01781705948372615,LHb,LDLRAD4,True
Chrm2,15.656089,2.5138774,3.0190336187370963e-55,1.3527110466225077e-53,0.13769751693002258,0.034161054994388325,LHb,CHRM2,True
Vsnl1,15.52167,2.5124447,2.4752451838799674e-54,1.0939095860453135e-52,0.13066752660432118,0.026725589225589225,LHb,VSNL1,True
Dlgap2,15.48257,1.9004121,4.5493293303143577e-54,1.9996033129846395e-52,0.17568526281844565,0.07891414141414141,LHb,DLGAP2,True
Csrnp3,15.481835,1.5075191,4.601542276625585e-54,2.0170717161089115e-52,0.19929055143502097,0.10185185185185185,LHb,CSRNP3,True
Pde10a,15.435859,1.2192428,9.394190962917695e-54,4.0737543920963466e-52,0.23689132537891003,0.14239618406285073,LHb,PDE10A,True
Hcn1,15.107479,3.2225878,1.4456518101014145e-51,6.042226880721028e-50,0.11647855530474041,0.015502244668911336,LHb,HCN1,True
Ccdc85a,15.044304,1.0366799,3.762712115328719e-51,1.5645724541244737e-49,0.2818445662689455,0.20019640852974185,LHb,CCDC85A,True
Prkce,14.992255,1.2373142,8.250343382020191e-51,3.3870381777709795e-49,0.25004837149306675,0.16715768799102132,LHb,PRKCE,True
Arl15,14.891677,1.541213,3.732865095793763e-50,1.5285846309990917e-48,0.19297000967429861,0.10065937149270483,LHb,ARL15,True
Cacna2d3,14.787622,2.5105512,1.760649787060201e-49,7.155404599421797e-48,0.13737504030957756,0.04131593714927048,LHb,CACNA2D3,True
Ank2,14.66724,0.40911004,1.0451006887530972e-48,4.1534406979315353e-47,0.563173169945179,0.541175645342312,LHb,ANK2,True
Slc35f1,14.659895,1.5707817,1.1645287713597969e-48,4.605440801160077e-47,0.18026443082876492,0.0872615039281706,LHb,SLC35F1,True
Rims1,14.613814,0.5752386,2.2931028751013848e-48,9.024559368555937e-47,0.4898419864559819,0.45307239057239057,LHb,RIMS1,True
Slc1a2,14.545401,0.927618,6.246426034439976e-48,2.4346009905317257e-46,0.26010964205095133,0.16645622895622897,LHb,SLC1A2,True
Matk,14.423019,2.241769,3.707592772310567e-47,1.4312723888334944e-45,0.13369880683650434,0.038369809203142535,LHb,MATK,True
Prr16,14.374468,2.605043,7.484306588566187e-47,2.8755025907377216e-45,0.12208964850048372,0.026585297418630752,LHb,PRR16,True
Camk1d,14.372315,0.51418555,7.720589314293167e-47,2.959254316556682e-45,0.6092228313447275,0.5432098765432098,LHb,CAMK1D,True
Epha4,14.241381,2.7124062,5.071481749583611e-46,1.894485387979559e-44,0.11783295711060948,0.023007856341189674,LHb,EPHA4,True
Csmd2,14.202494,1.9970337,8.840989220247263e-46,3.279885335722465e-44,0.14227668494034182,0.04910213243546577,LHb,CSMD2,True
Trank1,14.0944395,1.6941884,4.108996070599218e-45,1.5036880416729038e-43,0.163495646565624,0.07316217732884399,LHb,TRANK1,True
Fam168a,14.09253,1.408427,4.221576641723545e-45,1.5413995977399173e-43,0.1909061593034505,0.10220258136924804,LHb,FAM168A,True
Gabra4,14.029418,2.9882092,1.0299314332162024e-44,3.7185582438107306e-43,0.1109319574330861,0.01718574635241302,LHb,GABRA4,True
Pcdh17,13.943108,1.4162539,3.4651696410017493e-44,1.2372873938896974e-42,0.19361496291518865,0.10753367003367004,LHb,PCDH17,True
Pde7b,13.458613,3.1880333,2.7400829925935694e-41,9.252785470814402e-40,0.1038374717832957,0.013818742985409652,LHb,PDE7B,True
Rnf220,13.410219,1.5305924,5.268276818800712e-41,1.7716086807505513e-39,0.1948403740728797,0.11602132435465769,LHb,RNF220,True
Camta1,13.393319,0.77227217,6.61566533404173e-41,2.210917082192665e-39,0.3395033860045147,0.2818462401795735,LHb,CAMTA1,True
Ldb2,13.012637,2.5806258,1.037009414315763e-38,3.2940959175020395e-37,0.10996452757175104,0.023288439955106623,LHb,LDB2,True
Brinp1,12.943833,1.0126688,2.546008624955345e-38,7.980947579196261e-37,0.23766526926797807,0.16224747474747475,LHb,BRINP1,True
Robo2,12.8735895,1.055492,6.338619502704043e-38,1.9566253903862194e-36,0.20032247662044503,0.11630190796857463,LHb,ROBO2,True
Syt1,12.869585,0.33272633,6.676017506851813e-38,2.0568492033014875e-36,0.6790067720090294,0.6613355780022446,LHb,SYT1,True
Cdc42bpa,12.767276,0.80456775,2.4974307805309726e-37,7.578976149172323e-36,0.3048693969687198,0.24081088664421998,LHb,CDC42BPA,True
Rgs7bp,12.758713,1.3491704,2.78768629229992e-37,8.44397486478487e-36,0.1874234118026443,0.1095679012345679,LHb,RGS7BP,True
Rnf112,12.725513,1.9268662,4.2666106038765296e-37,1.2899518975271564e-35,0.1328603676233473,0.04980359147025814,LHb,RNF112,True
Kcnab1,12.669439,3.1561718,8.733625588521383e-37,2.6306591041775304e-35,0.10016123831022251,0.015782828282828284,LHb,KCNAB1,True
Adgrl2,12.509082,3.1981654,6.658983349873178e-36,1.9547922991687597e-34,0.09513060303128024,0.011293490460157127,LHb,ADGRL2,True
Galnt18,12.393277,3.2950358,2.841894169073245e-35,8.223191088508004e-34,0.09338922928087713,0.010311447811447811,LHb,GALNT18,True
Sobp,12.286546,1.1728661,1.0698095244298388e-34,3.0411544916788476e-33,0.20902934537246048,0.13734567901234568,LHb,SOBP,True
Ptprt,12.225644,2.0697162,2.267763009604671e-34,6.346205308019991e-33,0.11647855530474041,0.03542368125701459,LHb,PTPRT,True
Fut9,12.002187,1.3632226,3.46032142740968e-33,9.40684018291623e-32,0.17194453402128346,0.09757295173961841,LHb,FUT9,True
Pcdh11x,11.983818,1.3309404,4.31959167943608e-33,1.1683845387103444e-31,0.1655594969364721,0.08908529741863075,LHb,PCDH11X,True
Ano4,11.914179,1.6935178,9.984464267577803e-33,2.682702816080913e-31,0.126926797807159,0.04804994388327722,LHb,ANO4,True
Cacng2,11.900376,2.83103,1.1781502587117873e-32,3.149848005729448e-31,0.09409867784585618,0.01430976430976431,LHb,CACNG2,True
Zfpm2,11.703005,2.6243691,1.2301860675717694e-31,3.163475300949662e-30,0.0997742663656885,0.022166105499438832,LHb,ZFPM2,True
Osbpl6,11.690065,1.2774252,1.4327702179603655e-31,3.678580678652208e-30,0.1796194775878749,0.10872615039281706,LHb,OSBPL6,True
Hs3st5,11.678726,1.7661246,1.6373102991134075e-31,4.197067208900058e-30,0.12079974201870364,0.043420314253647584,LHb,HS3ST5,True
Fgf13,11.476144,1.4646386,1.7386350889277577e-30,4.3000646121416636e-29,0.17581425346662366,0.10886644219977554,LHb,FGF13,True
Nova1,11.469561,1.716813,1.876103433963738e-30,4.632972983872284e-29,0.1309900032247662,0.05667789001122334,LHb,NOVA1,True
Lingo1,11.434793,2.7932897,2.8020132223722356e-30,6.867055132101654e-29,0.09119638826185102,0.014590347923681257,LHb,LINGO1,True
A830018L16Rik,11.403213,2.278232,4.029675336183798e-30,9.84592123304727e-29,0.10693324733956788,0.03177609427609428,LHb,A830018L16RIK,True
Adgrb2,11.375426,2.0743601,5.543122620993472e-30,1.348270802925856e-28,0.10474040632054175,0.028759820426487094,LHb,ADGRB2,True
Plppr4,11.360473,1.5020576,6.578768713867308e-30,1.5953760711664722e-28,0.14305062882940986,0.0697250280583614,LHb,PLPPR4,True
Gnaq,11.356527,1.0509485,6.882677305112415e-30,1.666576428296307e-28,0.2035472428248952,0.13524130190796857,LHb,GNAQ,True
Gabrg2,11.328125,1.1409415,9.52209567380029e-30,2.2817762596106618e-28,0.1967107384714608,0.13012065095398428,LHb,GABRG2,True
Tshz2,11.325143,2.746911,9.851850283779568e-30,2.350349238055081e-28,0.09248629474363108,0.016835016835016835,LHb,TSHZ2,True
Plekha5,11.273839,0.96748704,1.766943756429653e-29,4.178408663779187e-28,0.22792647533053853,0.1657547699214366,LHb,PLEKHA5,True
Dcc,11.209336,0.5687985,3.6693355144215713e-29,8.626671794443156e-28,0.418381167365366,0.3813131313131313,LHb,DCC,True
Pitpnc1,11.203256,1.3360693,3.930202533339056e-29,9.213192170544816e-28,0.14105127378265075,0.06705948372615039,LHb,PITPNC1,True
Klhl32,11.203033,2.4920456,3.940074059782301e-29,9.222966413455677e-28,0.09493711705901323,0.020061728395061727,LHb,KLHL32,True
Chsy3,11.200001,2.8195307,4.0773106367041966e-29,9.530419009926354e-28,0.08964850048371494,0.014730639730639731,LHb,CHSY3,True
Necab1,11.155715,2.3327582,6.715063673674559e-29,1.5583379472264849e-27,0.0999032570138665,0.02574354657687991,LHb,NECAB1,True
Fgf12,11.136189,0.46267706,8.362092638060597e-29,1.932240691723288e-27,0.46397936149629154,0.4431818181818182,LHb,FGF12,True
Dlc1,11.123655,1.2995585,9.624596311284227e-29,2.220796652425426e-27,0.15001612383102225,0.07814253647586981,LHb,DLC1,True
Rasgrf2,11.099887,2.4398458,1.2560249199102884e-28,2.889929314302833e-27,0.09532408900354725,0.021254208754208755,LHb,RASGRF2,True
Cdh2,10.990167,1.0215032,4.2613767628727765e-28,9.694482298096647e-27,0.2166397936149629,0.15488215488215487,LHb,CDH2,True
Vwc2,10.937295,3.0661635,7.644670894837434e-28,1.724582311352796e-26,0.08519832312157369,0.012065095398428732,LHb,VWC2,True
Lin7a,10.844803,1.6221933,2.1109153177773002e-27,4.7160297327414127e-26,0.11370525636891325,0.041245791245791245,LHb,LIN7A,True
Scn1a,10.683999,0.7464104,1.209472054744144e-26,2.640109377258641e-25,0.2739761367300871,0.22117003367003368,LHb,SCN1A,True
Dst,10.595021,0.5042138,3.1427104562725026e-26,6.777778884027697e-25,0.3930345049983876,0.35802469135802467,LHb,DST,True
Adgrb1,10.565647,1.4707525,4.2999434427324055e-26,9.199945130449293e-25,0.13718155433731055,0.0693742985409652,LHb,ADGRB1,True
