probe_set_id,human_gene,gene_accession,control_mean,suicide_mean,ratio_s_to_c,p_value,log2_ratio_s_to_c,direction,human_gene_original,human_gene_upper,mouse_gene,mouse_gene_upper
16869653,DNAJB1,NM_006145 ,495.9658441700166,377.6852432270453,0.7615146237723077,0.002399159153222782,-0.3930563530648651,down_in_suicide,DNAJB1,DNAJB1,Dnajb1,DNAJB1
16914972,DOK5,NM_018431 ,255.6555861446695,200.57770311450128,0.7845621765565453,0.046393083435186375,-0.35004030957383775,down_in_suicide,DOK5,DOK5,Dok5,DOK5
16854466,DSC3,NM_001941 ,24.126269769729515,29.06270922643938,1.204608482945153,0.009664452541736136,0.2685643236382361,up_in_suicide,DSC3,DSC3,Dsc3,DSC3
16676633,DYRK3,NM_001004023 ,66.25583111340913,53.492338577323366,0.8073604644059376,0.02758464134332452,-0.3087151536002874,down_in_suicide,DYRK3,DYRK3,Dyrk3,DYRK3
16915412,EDN3,NM_207032 ,103.7167765835162,125.8702947184964,1.2135962846583594,0.02336112150915963,0.2792885739926032,up_in_suicide,EDN3,EDN3,Edn3,EDN3
16978354,EMCN,NM_016242 ,55.743594716325795,74.28614290650061,1.332639979257459,0.017240460423769546,0.41428708028201966,up_in_suicide,EMCN,EMCN,Emcn,EMCN
17098594,ENG,NM_001114753 ,171.00398690724862,229.28579322225792,1.3408213303624374,0.011233067696755188,0.42311700534570384,up_in_suicide,ENG,ENG,Eng,ENG
16879721,EPAS1,NM_001430 ,620.8353380651349,853.9933386891528,1.375555298367304,0.03270655672711388,0.4600141382558506,up_in_suicide,EPAS1,EPAS1,Epas1,EPAS1
16925602,ERG,NM_001243428 ,84.72222964394798,101.90810936426628,1.2028497100766036,0.012583598542221406,0.2664563964025607,up_in_suicide,ERG,ERG,Erg,ERG
16745693,ESAM,NM_138961 ,222.5011476474158,294.0748683329751,1.3216779843265252,0.007155358918898768,0.402370719201926,up_in_suicide,ESAM,ESAM,Esam,ESAM
17099573,FAM163B,NM_001080515 ,142.22836014485983,171.32674596731553,1.2045891958032768,0.034326696708668405,0.26854122427683136,up_in_suicide,FAM163B,FAM163B,Fam163b,FAM163B
16949792,FAM43A,NM_153690 ,142.17798504504825,191.85494961040223,1.3493998353515433,0.0011608652554081103,0.43231789091756384,up_in_suicide,FAM43A,FAM43A,Fam43a,FAM43A
17056310,FKBP14,NR_046478 ,152.36758934596008,126.78370742715038,0.8320910501463673,0.04654815154030962,-0.2651866934349569,down_in_suicide,FKBP14,FKBP14,Fkbp14,FKBP14
16777715,FLT1,NM_002019 ,165.33592734024396,259.1987206029165,1.5677096005244693,0.0036218010973978346,0.6486583421799702,up_in_suicide,FLT1,FLT1,Flt1,FLT1
16908037,FN1,ENST00000354785 ,408.3702069456388,576.8172073485854,1.4124860176819165,0.006846267413925142,0.49823658623876194,up_in_suicide,FN1,FN1,Fn1,FN1
17004198,FOXF2,NM_001452 ,122.11686758856216,158.1635357651189,1.2951817295052608,0.02822818193246147,0.3731545395038353,up_in_suicide,FOXF2,FOXF2,Foxf2,FOXF2
17004194,FOXQ1,NM_033260 ,92.29869012055447,120.0826121620836,1.3010218455455824,0.03134782215301154,0.3796451866488508,up_in_suicide,FOXQ1,FOXQ1,Foxq1,FOXQ1
16774130,FREM2,NM_207361 ,111.67476517344778,81.1131529167608,0.7263337674431624,0.03984029136679177,-0.46129544200770756,down_in_suicide,FREM2,FREM2,Frem2,FREM2
16859795,GDF15,NM_004864 ,82.95048243696012,101.4030255713116,1.2224525113325877,0.008433015747461374,0.28977842182724745,up_in_suicide,GDF15,GDF15,Gdf15,GDF15
16692805,GOLPH3L,NM_018178 ,240.95635141151973,186.8410327294937,0.7754144335062384,0.009309714038301694,-0.3669605053308052,down_in_suicide,GOLPH3L,GOLPH3L,Golph3l,GOLPH3L
16911026,HSPA12B,NM_052970 ,92.98293570471623,113.28254289577032,1.218315404188991,0.01154674769287962,0.2848876744212971,up_in_suicide,HSPA12B,HSPA12B,Hspa12b,HSPA12B
17006863,HSPA1A,NM_005345 ,2369.4863137252464,1633.8938779922933,0.6895561576059609,0.003549288400227775,-0.5362600449603412,down_in_suicide,HSPA1A,HSPA1A,Hspa1a,HSPA1A
17028007,HSPA1B,NM_005346 ,2661.596446014619,1875.8700604162864,0.7047913154622476,0.003880681045172633,-0.50473194761079,down_in_suicide,HSPA1B,HSPA1B,Hspa1b,HSPA1B
17047504,HSPB1,NM_001540 ,2675.493665175493,2087.7743807792954,0.7803323954580743,0.02107989912320684,-0.35783930023380833,down_in_suicide,HSPB1,HSPB1,Hspb1,HSPB1
16954401,HYAL1,NR_047690 ,54.94423741050347,68.21725081132912,1.2415724382824591,0.0023760103615561115,0.31216843654669624,up_in_suicide,HYAL1,HYAL1,Hyal1,HYAL1
16847760,ICAM2,NM_001099786 ,199.20627837917377,274.44771028625587,1.3777061271325288,0.0018114971319641176,0.4622681854711752,up_in_suicide,ICAM2,ICAM2,Icam2,ICAM2
16876822,ID2,ENST00000234091 ,198.6597726538916,158.20855461195782,0.7963794204455846,0.036855409635946974,-0.32847215459829787,down_in_suicide,ID2,ID2,Id2,ID2
16720085,IFITM1,ENST00000408968 ,307.5155848770946,394.7841823142364,1.2837859338804587,0.04825682223171281,0.36040465894315327,up_in_suicide,IFITM1,IFITM1,Ifitm1,IFITM1
17083433,IL33,NM_033439 ,149.04732263358414,103.4623020939844,0.6941574009238306,0.02831561190569513,-0.5266652623650842,down_in_suicide,IL33,IL33,Il33,IL33
16818305,ITGAD,NM_005353 ,57.26989865103214,71.80087768441152,1.253728038212924,0.0027353724389020885,0.32622442910161487,up_in_suicide,ITGAD,ITGAD,Itgad,ITGAD
16828802,KCNG4,NM_172347 ,68.35539811848977,88.70754917681202,1.2977402168449532,0.04727451239404578,0.37600161185806324,up_in_suicide,KCNG4,KCNG4,Kcng4,KCNG4
16774851,KCNRG,NM_173605 ,69.2134738464553,44.92423467056865,0.649067763456427,0.03387207036863617,-0.6235589896997317,down_in_suicide,KCNRG,KCNRG,Kcnrg,KCNRG
16877493,KCNS3,NM_002252 ,47.95508836137898,62.35681318893412,1.3003169281855331,0.009362056514278957,0.37886329632780363,up_in_suicide,KCNS3,KCNS3,Kcns3,KCNS3
16976029,KDR,NM_002253 ,152.71338022708173,198.94595467329455,1.3027408232171007,0.005205812499121254,0.3815500921551382,up_in_suicide,KDR,KDR,Kdr,KDR
16973061,KLKB1,ENST00000264690 ,134.4449814267621,95.16814282564141,0.7078593921148594,0.009736672294559276,-0.498465280404754,down_in_suicide,KLKB1,KLKB1,Klkb1,KLKB1
16928716,KREMEN1,NM_032045 ,203.8835450314902,167.80482897235373,0.8230425311980716,0.02416339479110616,-0.2809611102148009,down_in_suicide,KREMEN1,KREMEN1,Kremen1,KREMEN1
16844828,KRT17,NM_000422 ,73.91978835647157,93.07832375654488,1.259180062958013,0.02345226647977046,0.33248460343952413,up_in_suicide,KRT17,KRT17,Krt17,KRT17
16699975,LEFTY1,NM_020997 ,70.28040611816917,89.07468979171817,1.2674185411215235,0.00038870708749775054,0.3418930260479164,up_in_suicide,LEFTY1,LEFTY1,Lefty1,LEFTY1
16736847,LIN7C,NM_018362 ,937.1063275439288,745.2736455836205,0.7952925123629411,0.018599528254435557,-0.3304425067948136,down_in_suicide,LIN7C,LIN7C,Lin7c,LIN7C
16693219,LINGO4,NM_001004432 ,48.409569274744335,62.23035625137838,1.2854970036646136,0.02903088076410127,0.3623262474308138,up_in_suicide,LINGO4,LINGO4,Lingo4,LINGO4
16860946,LSR,NM_205834 ,125.42841284389976,155.46800158195992,1.239495884998924,0.01224866782613272,0.3097534818308471,up_in_suicide,LSR,LSR,Lsr,LSR
17071218,MATN2,NM_002380 ,159.41464036894735,126.36156637400627,0.7926597336452698,0.04369656613915773,-0.3352264041565067,down_in_suicide,MATN2,MATN2,Matn2,MATN2
17099248,MED27,NM_001253882 ,22.06354094523855,29.69917961029613,1.346074942549301,0.03222886187841409,0.428758734045117,up_in_suicide,MED27,MED27,Med27,MED27
16979985,MGARP,NM_032623 ,118.43951083670048,98.23915007879445,0.82944575999003,0.031514997238568036,-0.26978045288875363,down_in_suicide,MGARP,MGARP,Mgarp,MGARP
16745002,MPZL2,NM_005797 ,20.17322972326013,28.38425481951669,1.407025806422513,0.0007706246078649708,0.4926487894531616,up_in_suicide,MPZL2,MPZL2,Mpzl2,MPZL2
16927040,MRPL40,ENST00000333130 ,141.35855812275935,115.7152440166712,0.8185938336763534,0.02613560076081836,-0.28878029563391383,down_in_suicide,MRPL40,MRPL40,Mrpl40,MRPL40
17013851,MYCT1,NM_025107 ,76.98519907458487,103.38738140757614,1.3429514068985169,0.024470441747334096,0.4254071035033677,up_in_suicide,MYCT1,MYCT1,Myct1,MYCT1
16817519,NFATC2IP,AK304606 ,40.81656597608451,28.446912681478913,0.6969452721266824,0.03200046877770587,-0.5208827224828488,down_in_suicide,NFATC2IP,NFATC2IP,Nfatc2ip,NFATC2IP
16887194,NOSTRIN,NM_001171631 ,56.54535365081724,78.46175100970855,1.3875897123967238,0.005526113075112828,0.4725810496218796,up_in_suicide,NOSTRIN,NOSTRIN,Nostrin,NOSTRIN
16869769,NOTCH3,NM_000435 ,137.88120751776114,166.21687542414836,1.2055078310997325,0.04111206804460811,0.26964102286250674,up_in_suicide,NOTCH3,NOTCH3,Notch3,NOTCH3
16969495,NPNT,NM_001184690 ,97.9459061707604,67.1817403897534,0.6859065683932488,0.0008175270639690624,-0.5439160235852282,down_in_suicide,NPNT,NPNT,Npnt,NPNT
17042936,NUDT1,NM_198948 ,58.81388188125097,71.10184983147272,1.2089297213034151,0.0006944837708912095,0.2737303788516693,up_in_suicide,NUDT1,NUDT1,Nudt1,NUDT1
16755103,NUDT4,ENST00000337179 ,34.07979005835567,27.818481876370623,0.8162750365755289,0.020329536150393575,-0.29287275758276016,down_in_suicide,NUDT4,NUDT4,Nudt4,NUDT4
16985704,OCLN,NM_002538 ,67.61826434088094,86.87495572281911,1.2847853545139856,0.009181106115754704,0.3615273525363035,up_in_suicide,OCLN,OCLN,Ocln,OCLN
17106822,OCRL,NM_000276 ,597.3688756625545,489.31868950718285,0.8191231740429548,0.04611907351312628,-0.2878476842671974,down_in_suicide,OCRL,OCRL,Ocrl,OCRL
16960560,P2RY14,NM_001081455 ,110.53365639921432,159.94935715344724,1.4470647435723856,0.010500322442586068,0.533129471379826,up_in_suicide,P2RY14,P2RY14,P2ry14,P2RY14
16967031,PAICS,NM_001079525 ,462.27764242569503,382.7335181687852,0.8279299776655422,0.03411871679942906,-0.27241933820923897,down_in_suicide,PAICS,PAICS,Paics,PAICS
16802497,PAQR5,NM_017705 ,84.67737718193972,117.68308238040598,1.3897818555190893,0.00010314265175399872,0.47485845082006845,up_in_suicide,PAQR5,PAQR5,Paqr5,PAQR5
16908928,PAX3,ENST00000350526 ,119.43988059391232,81.00804788101604,0.6782328270775658,0.011072096524641403,-0.5601474810992583,down_in_suicide,PAX3,PAX3,Pax3,PAX3
16737056,PAX6,NM_001258462 ,102.5252526371406,74.5475158153989,0.7271137002630848,0.031401127877590515,-0.4597471159147048,down_in_suicide,PAX6,PAX6,Pax6,PAX6
16676693,PFKFB2,NM_006212 ,455.0753927906173,377.34646861418497,0.8291955016513147,0.0461313413303138,-0.27021580497518144,down_in_suicide,PFKFB2,PFKFB2,Pfkfb2,PFKFB2
16943819,PHLDB2,NM_001134437 ,63.55739597302577,78.25713338627122,1.2312828772828284,5.1721950389943e-06,0.300162247419478,up_in_suicide,PHLDB2,PHLDB2,Phldb2,PHLDB2
16748835,PIK3C2G,NM_004570 ,25.42618156759529,19.77546944665841,0.7777600971693484,0.004685739390399737,-0.3626028754053169,down_in_suicide,PIK3C2G,PIK3C2G,Pik3c2g,PIK3C2G
17066573,PIWIL2,ENST00000356766 ,52.568203442084794,67.92181725453244,1.2920703544560537,0.030619612849348735,0.3696846282837083,up_in_suicide,PIWIL2,PIWIL2,Piwil2,PIWIL2
17076726,PLAT,NM_000930 ,277.6260171379629,333.77512702002167,1.2022472910172397,0.02161414921899728,0.2657336754418166,up_in_suicide,PLAT,PLAT,Plat,PLAT
16862001,PLEKHG2,NM_022835 ,80.42357730657939,98.92686609456456,1.2300729389026002,0.016531111142603472,0.2987438647296931,up_in_suicide,PLEKHG2,PLEKHG2,Plekhg2,PLEKHG2
16852683,PMAIP1,ENST00000316660 ,50.07589689126273,71.03522616697471,1.4185512507389353,0.0007231432735744429,0.5044182745821104,up_in_suicide,PMAIP1,PMAIP1,Pmaip1,PMAIP1
16880924,PNO1,NM_020143 ,89.61443480970722,74.5116722324157,0.8314695326778366,0.009680571430033997,-0.26626469470602815,down_in_suicide,PNO1,PNO1,Pno1,PNO1
16685580,POU3F1,NM_002699 ,109.94826640177192,148.2049409398615,1.34795159387318,0.036687507786313814,0.4307686890026944,up_in_suicide,POU3F1,POU3F1,Pou3f1,POU3F1
16808302,PPIP5K1,ENST00000432870 ,401.0598923341428,555.7687764748719,1.385750076479434,0.034562300496080424,0.47066708724711154,up_in_suicide,PPIP5K1,PPIP5K1,Ppip5k1,PPIP5K1
17037702,PPP1R11,ENST00000400654 ,43.32872172104265,34.719174235764555,0.8012969886185944,0.04430703204734447,-0.3195910400241875,down_in_suicide,PPP1R11,PPP1R11,Ppp1r11,PPP1R11
16807511,PPP1R14D,NM_017726 ,35.15257097553355,43.074636955847566,1.2253623493379142,0.001432643894216822,0.2932084286508544,up_in_suicide,PPP1R14D,PPP1R14D,Ppp1r14d,PPP1R14D
17054273,PRKAR1B,ENST00000478198 ,119.6017024494101,96.75798267268816,0.8090017172925734,0.043366907284646365,-0.3057853297761764,down_in_suicide,PRKAR1B,PRKAR1B,Prkar1b,PRKAR1B
16801302,PRTG,AY630258 ,25.951078977603252,21.494859303716385,0.8282838383046518,0.02833142174983492,-0.27180285621632877,down_in_suicide,PRTG,PRTG,Prtg,PRTG
16767422,PTPRB,NM_001109754 ,135.37330261594585,188.47982039275877,1.3922968321713785,0.008836268268948507,0.4774668208482968,up_in_suicide,PTPRB,PTPRB,Ptprb,PTPRB
16774303,RGCC,NM_014059 ,649.3875905188255,801.3250014810485,1.2339703024519353,0.038072638344016675,0.3033076740490184,up_in_suicide,RGCC,RGCC,Rgcc,RGCC
16675323,RGS2,NM_002923 ,310.3730043240024,248.2981819873367,0.7999992864332202,0.022161831622050317,-0.3219293817120045,down_in_suicide,RGS2,RGS2,Rgs2,RGS2
16745718,ROBO4,ENST00000306534 ,91.43746758609325,112.14039229712652,1.2264162083397636,0.01192738738772118,0.2944486689202199,up_in_suicide,ROBO4,ROBO4,Robo4,ROBO4
17098491,RPL12,AK057602 ,29.865288430174463,37.82338682480954,1.2664664837656343,0.004532661918188522,0.34080889754395666,up_in_suicide,RPL12,RPL12,Rpl12,RPL12
16695853,RXRG,NM_006917 ,156.10604431732048,117.98549625055652,0.7558035101493225,0.032615019878851195,-0.40391687602055315,down_in_suicide,RXRG,RXRG,Rxrg,RXRG
16786933,SAMD15,ENST00000216471 ,76.59239019304891,62.85809070828693,0.8206832369358747,0.024864586465243334,-0.28510260940584714,down_in_suicide,SAMD15,SAMD15,Samd15,SAMD15
16954796,SEMA3G,NM_020163 ,107.81350342165796,136.35018002682233,1.2646855514337343,0.004476660430359108,0.338778721061743,up_in_suicide,SEMA3G,SEMA3G,Sema3g,SEMA3G
16926200,SIK1,NM_173354 ,104.73789761929626,127.9516375723718,1.2216364895680203,0.04920035854258049,0.28881506034875004,up_in_suicide,SIK1,SIK1,Sik1,SIK1
17056072,SKAP2,NM_003930 ,87.31717695154668,71.88058133803543,0.8232123832624914,0.029457024273597063,-0.28066341059399463,down_in_suicide,SKAP2,SKAP2,Skap2,SKAP2
16926595,SLC19A1,ENST00000461785 ,49.28168117256094,59.39801494851516,1.2052757441559605,0.00041805407745408335,0.26936324539023093,up_in_suicide,SLC19A1,SLC19A1,Slc19a1,SLC19A1
16989001,SLC22A4,NM_003059 ,150.18774963123178,98.57230765280153,0.6563272163997007,0.009076019353998797,-0.6075128352576277,down_in_suicide,SLC22A4,SLC22A4,Slc22a4,SLC22A4
16686060,SLC2A1,NM_006516 ,780.7228920114057,1009.8169222516028,1.2934383410354136,0.024003228631733296,0.37121128154281474,up_in_suicide,SLC2A1,SLC2A1,Slc2a1,SLC2A1
16904488,SLC38A11,ENST00000409662 ,70.11692045542087,105.50584082348846,1.5047129870823015,0.03599486861649051,0.5894883297749264,up_in_suicide,SLC38A11,SLC38A11,Slc38a11,SLC38A11
17110586,SLC38A5,NM_033518 ,105.9287652181356,142.10064382674005,1.341473617049315,0.03342070317607837,0.4238186811907518,up_in_suicide,SLC38A5,SLC38A5,Slc38a5,SLC38A5
16802232,SMAD6,NR_027654 ,79.87647121204142,106.31187043861551,1.3309535189204622,0.01641024628060103,0.4124601886849143,up_in_suicide,SMAD6,SMAD6,Smad6,SMAD6
16921428,SOX18,NM_018419 ,83.12294568819009,112.49479529704908,1.353354291834632,0.013655387281330674,0.43653956892458506,up_in_suicide,SOX18,SOX18,Sox18,SOX18
16849286,ST6GALNAC1,NM_018414 ,63.327447654711094,79.07846443864825,1.2487233793128467,0.009871542374380746,0.3204539225080168,up_in_suicide,ST6GALNAC1,ST6GALNAC1,St6galnac1,ST6GALNAC1
16707120,STAMBPL1,NM_020799 ,267.9471578062368,222.93059885824692,0.831994639105136,0.04265576810771863,-0.26535386238800457,down_in_suicide,STAMBPL1,STAMBPL1,Stambpl1,STAMBPL1
16808209,STRC,ENST00000450892 ,57.95124280575154,74.89513886274365,1.2923819272312562,0.01036161079268599,0.37003248109803455,up_in_suicide,STRC,STRC,Strc,STRC
16930262,TAB1,NM_153497 ,138.34146276807252,166.01133557990886,1.2000114228821224,0.004094816478755797,0.26304813888125655,up_in_suicide,TAB1,TAB1,Tab1,TAB1
17021323,TBX18,ENST00000369663 ,67.57013760237261,90.23096574705316,1.335367500330277,0.013376970919938317,0.4172368340039345,up_in_suicide,TBX18,TBX18,Tbx18,TBX18
16770685,TBX3,NM_016569 ,95.90008065693752,120.8455317752946,1.2601191880911362,0.029727477380754833,0.33356019716625124,up_in_suicide,TBX3,TBX3,Tbx3,TBX3
16674269,TEX35,ENST00000419909 ,88.56013006839166,106.61175000139544,1.2038346140533354,0.0032606925041099265,0.2676372044944728,up_in_suicide,TEX35,TEX35,Tex35,TEX35
16902279,TFCP2L1,NM_014553 ,74.74153734966522,96.59234551288095,1.2923516017738648,0.019389553730581616,0.36999862817934687,up_in_suicide,TFCP2L1,TFCP2L1,Tfcp2l1,TFCP2L1
16919158,TGM2,ENST00000361475 ,147.85248070078254,194.7722103075107,1.3173415108379702,0.0366081014477194,0.3976294018761073,up_in_suicide,TGM2,TGM2,Tgm2,TGM2
16663457,TIE1,NM_005424 ,103.51787621842944,127.16963142178076,1.2284799115608265,0.04119930638781004,0.29687426654946303,up_in_suicide,TIE1,TIE1,Tie1,TIE1
16960355,TM4SF1,ENST00000305366 ,79.92491819745679,118.94810167736402,1.48824802527166,0.041245352387580675,0.5736149800823542,up_in_suicide,TM4SF1,TM4SF1,Tm4sf1,TM4SF1
16952782,TMEM158,NM_015444 ,294.5877436872143,206.7996814913992,0.7019968954002844,0.014807654798411124,-0.5104634447001443,down_in_suicide,TMEM158,TMEM158,Tmem158,TMEM158
17094814,TMEM2,NM_013390 ,91.1671785624726,118.12917201498968,1.2957423261052363,0.018885919612229744,0.37377884954147894,up_in_suicide,TMEM2,TMEM2,Tmem2,TMEM2
16814738,TMEM204,NM_024600 ,160.22662302227826,217.17668153919848,1.3554344305752593,0.008672058650534234,0.438755324188581,up_in_suicide,TMEM204,TMEM204,Tmem204,TMEM204
16733421,TMEM45B,NM_138788 ,66.95957086460442,86.61821194866909,1.2935897113769654,0.00901312837717999,0.37138010943097016,up_in_suicide,TMEM45B,TMEM45B,Tmem45b,TMEM45B
16830778,TMEM88,NM_203411 ,161.39422235563833,211.5750741810954,1.3109209926665262,0.003881350623342296,0.3905807390128037,up_in_suicide,TMEM88,TMEM88,Tmem88,TMEM88
17008397,TSPO2,NM_001010873 ,51.58725381396497,68.86559126266215,1.334934236100388,0.003692273694225365,0.41676867105979015,up_in_suicide,TSPO2,TSPO2,Tspo2,TSPO2
16772172,UBC,ENST00000536769 ,876.1465100193251,492.9694072212511,0.5626563612179175,0.04256839117850542,-0.8296740204129524,down_in_suicide,UBC,UBC,Ubc,UBC
17100695,UIMC1,AF284753 ,276.2674344439456,421.075525524985,1.5241591046461929,0.027010668489343866,0.6080135114289971,up_in_suicide,UIMC1,UIMC1,Uimc1,UIMC1
16834441,VPS25,NM_032353 ,454.4206831699879,367.24142468835714,0.8081529699011981,0.034496507135312146,-0.3072996979125484,down_in_suicide,VPS25,VPS25,Vps25,VPS25
16760257,VWF,NM_000552 ,165.02624101229446,219.0705938962016,1.3274894498741012,0.03558164198559601,0.40870039536103187,up_in_suicide,VWF,VWF,Vwf,VWF
16688339,WLS,NM_024911 ,679.8988889236055,516.8073807507988,0.7601238789623439,0.03536081865872131,-0.39569353817231806,down_in_suicide,WLS,WLS,Wls,WLS
17111435,WNK3,NM_020922 ,133.18518921938028,110.51543081096445,0.8297876923005709,0.03761800482893572,-0.2691858360733328,down_in_suicide,WNK3,WNK3,Wnk3,WNK3
16756510,WSCD2,ENST00000332082 ,75.57727312941049,91.64571535910916,1.2126094467867978,0.027040839011679956,0.27811496685490406,up_in_suicide,WSCD2,WSCD2,Wscd2,WSCD2
16830202,XAF1,NM_017523 ,259.16653664388684,315.7229162534046,1.2182240822519084,0.02396344414714212,0.2847795294833239,up_in_suicide,XAF1,XAF1,Xaf1,XAF1
16698766,YOD1,NM_018566 ,86.27968653571178,70.93053714408096,0.82210007931267,0.01082593880889366,-0.2826140621247411,down_in_suicide,YOD1,YOD1,Yod1,YOD1
17106640,ZBTB33,NM_001184742 ,234.87175133832824,187.45725176294903,0.7981260015084592,0.03476588387401285,-0.32531156974106146,down_in_suicide,ZBTB33,ZBTB33,Zbtb33,ZBTB33
17112235,ZDHHC15,NM_144969 ,190.4249780872954,149.39576830485163,0.7845387186357716,0.046861094501490425,-0.350083445902516,down_in_suicide,ZDHHC15,ZDHHC15,Zdhhc15,ZDHHC15
