,,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pheno,lfc,log_adj_pval,sign
si,28,Gm5741,-10.301404,-0.9358461,6.944019171704279e-25,3.903496570245626e-22,0.27575757575757576,si,0.9358461,49.29499933792686,False
si,29,Rpl41,-10.200866,-0.74629587,1.9651230314375227e-24,1.0678478552831497e-21,0.4835016835016835,si,0.74629587,48.28864168008505,False
si,30,Rpl39,-10.19427,-0.8460018,2.1031810699568734e-24,1.1060018645947403e-21,0.33131313131313134,si,0.8460018,48.253535363885874,False
si,31,Zic1,-10.074659,-0.808612,7.150829135173894e-24,3.64290051755015e-21,0.3589225589225589,si,0.808612,47.0615067430583,False
si,32,Eef1a2,-10.070862,-1.1673406,7.432396772250941e-24,3.671604005491965e-21,0.16632996632996633,si,1.1673406,47.053658327573665,False
si,33,Mt3,-10.057452,-0.83170784,8.517436629471e-24,4.083860350989301e-21,0.34444444444444444,si,0.83170784,46.94724424733217,False
si,34,Gapdh,-10.035997,-0.81191874,1.058839668709644e-23,4.931772651229891e-21,0.36734006734006736,si,0.81191874,46.758588465304065,False
si,35,Nrgn,-10.011771,-1.063239,1.353086977451169e-23,6.127228862891377e-21,0.1892255892255892,si,1.063239,46.54154436665599,False
si,36,Atp5b,-9.988834,-0.9303725,1.7057590987059322e-23,7.44676232369192e-21,0.24612794612794614,si,0.9303725,46.34650760236788,False
si,37,Atp5e,-9.987101,-0.91777027,1.7358420334946202e-23,7.44676232369192e-21,0.2430976430976431,si,0.91777027,46.34650760236788,False
si,38,Uqcr11,-9.923551,-0.99423516,3.288443397368478e-23,1.3745693401000236e-20,0.20841750841750842,si,0.99423516,45.73356138502198,False
si,39,Psap,-9.819996,-0.82887876,9.23471394052328e-23,3.7636076664602634e-20,0.31077441077441076,si,0.82887876,44.72632387673064,False
si,40,Slc25a4,-9.780236,-0.79776484,1.3689100091965658e-22,5.442919748761564e-20,0.3474747474747475,si,0.79776484,44.357386224472585,False
si,41,Rpl31,-9.76846,-1.048421,1.5377141980657723e-22,5.968527823063861e-20,0.17609427609427608,si,1.048421,44.26520155868784,False
si,42,Morf4l1,-9.715734,-0.7961817,2.5838234153796724e-22,9.795695190120795e-20,0.331986531986532,si,0.7961817,43.7697588370243,False
si,43,Rps15,-9.646712,-0.8081007,5.075698403904083e-22,1.880546258646463e-19,0.3,si,0.8081007,43.11755446914047,False
si,44,Rtn1,-9.637179,-0.6724184,5.5697538505942e-22,2.0177361616085923e-19,0.5952861952861953,si,0.6724184,43.047140596016085,False
si,45,Rpl37a,-9.625423,-0.7788966,6.244944453017053e-22,2.2131540102844345e-19,0.3565656565656566,si,0.7788966,42.95469811479869,False
si,46,Cox6b1,-9.611001,-0.90909815,7.184716289288273e-22,2.4920264882548387e-19,0.24175084175084174,si,0.90909815,42.83602053670241,False
si,47,Ndufa1,-9.468559,-1.2036467,2.837301939440717e-21,9.636186711825536e-19,0.14107744107744108,si,1.2036467,41.4835913058353,False
si,48,Rpl18a,-9.463591,-0.80687827,2.9754586007269824e-21,9.899168593683932e-19,0.29797979797979796,si,0.80687827,41.456665993708846,False
si,49,Nnat,-9.4554405,-0.8239445,3.2166524611528803e-21,1.048757368434285e-18,0.2962962962962963,si,0.8239445,41.398925669197574,False
si,50,Tpt1,-9.452305,-0.6857336,3.314515710215585e-21,1.0594751981947935e-18,0.5269360269360269,si,0.6857336,41.38875798441201,False
si,51,Ndufc1,-9.432934,-1.0692246,3.987756927811809e-21,1.2501617968690021e-18,0.1734006734006734,si,1.0692246,41.22325869345972,False
si,52,Tmsb4x,-9.361789,-0.68597645,7.839776196230955e-21,2.4113968217161705e-18,0.5269360269360269,si,0.68597645,40.566325500216934,False
si,53,Rplp2,-9.348737,-0.8175165,8.870105220602107e-21,2.677786209375103e-18,0.28855218855218856,si,0.8175165,40.4615412620081,False
si,54,Sec62,-9.316723,-0.88081044,1.199886984741646e-20,3.556465022774238e-18,0.235016835016835,si,0.88081044,40.177764593482145,False
si,55,Atp1a3,-9.242714,-0.89406574,2.403229417614176e-20,6.995972493918982e-18,0.23434343434343435,si,0.89406574,39.50119704843102,False
si,56,Hspa8,-9.192654,-0.71204203,3.8326900121284075e-20,1.0961493434687245e-17,0.45185185185185184,si,0.71204203,39.052143139366834,False
si,57,Necab2,-9.169075,-0.74591005,4.77095140285658e-20,1.3409663753339306e-17,0.3525252525252525,si,0.74591005,38.8505560512358,False
si,58,Cox7a2,-9.121932,-0.83064497,7.379693246023794e-20,2.0390467677403372e-17,0.27946127946127947,si,0.83064497,38.43146415296315,False
si,59,Atp5l,-9.063959,-0.8445759,1.257998869220606e-19,3.4179829276723864e-17,0.25555555555555554,si,0.8445759,37.914895991047466,False
si,60,Rtn4,-9.040883,-0.69848686,1.5541067628246306e-19,4.1532866307487094e-17,0.3936026936026936,si,0.69848686,37.72004660087384,False
si,61,Rpl32,-9.009975,-0.723771,2.0610329723617218e-19,5.419187018619482e-17,0.362962962962963,si,0.723771,37.4540007732625,False
si,62,Dpysl2,-8.984419,-0.8063199,2.6010532750656015e-19,6.730534998431657e-17,0.26296296296296295,si,0.8063199,37.237291945835295,False
si,63,Rps25,-8.955303,-0.80624646,3.3880290163967053e-19,8.629945160202982e-17,0.2777777777777778,si,0.80624646,36.988708430377166,False
si,64,Rpl36,-8.913366,-0.7534471,4.950593262939491e-19,1.2416087903452245e-16,0.30976430976430974,si,0.7534471,36.624953537630184,False
si,65,Itm2c,-8.9081,-0.7906816,5.191428263321361e-19,1.2822827810403763e-16,0.2814814814814815,si,0.7906816,36.5927195756954,False
si,66,Rpl24,-8.871244,-0.69843805,7.233276614988303e-19,1.7599533638438704e-16,0.4080808080808081,si,0.69843805,36.27607417702173,False
si,67,Cox7b,-8.833681,-0.8934256,1.012861630106272e-18,2.428186807940066e-16,0.20572390572390573,si,0.8934256,35.954216678647335,False
si,68,Ptma,-8.80434,-0.6793704,1.316240657975926e-18,3.1097616241048616e-16,0.41784511784511785,si,0.6793704,35.706815412849004,False
si,69,Ubb,-8.781173,-0.6508973,1.6177904509273275e-18,3.767602847288185e-16,0.5451178451178451,si,0.6508973,35.51492253820854,False
si,70,Cox6a1,-8.777925,-0.87694675,1.6651925264301847e-18,3.823375854347165e-16,0.20875420875420875,si,0.87694675,35.50022772404253,False
si,71,Chchd2,-8.7613125,-0.69779307,1.9299012088719973e-18,4.3696179870876804e-16,0.3942760942760943,si,0.69779307,35.36668589976074,False
si,72,Calm1,-8.744628,-0.71243465,2.2375214370592803e-18,4.996722529717861e-16,0.36195286195286197,si,0.71243465,35.232579284457216,False
si,73,Hint1,-8.727824,-0.8587542,2.5961934958992786e-18,5.71934410407433e-16,0.22626262626262628,si,0.8587542,35.09750735620767,False
si,74,Bex2,-8.663725,-0.87828904,4.565946067846843e-18,9.924540373071898e-16,0.21346801346801347,si,0.87828904,34.54635097242176,False
si,75,mt-Nd3,-8.657367,-0.68062747,4.8278543279213405e-18,1.0355747533391276e-15,0.3744107744107744,si,0.68062747,34.50381980508904,False
si,76,Nrg3,8.645227,0.502251,5.369820903208315e-18,1.136867796936389e-15,0.803030303030303,si,0.502251,34.410499460485354,True
si,77,Cox4i1,-8.632446,-0.6410875,6.005367838013656e-18,1.2551218781448542e-15,0.4946127946127946,si,0.6410875,34.311543712982555,False
si,78,Zwint,-8.602583,-0.7662146,7.794177436197484e-18,1.6083630451252072e-15,0.28484848484848485,si,0.7662146,34.0635594753055,False
si,79,Eif4a2,-8.53865,-0.8911702,1.357998969846042e-17,2.7672624008037722e-15,0.19562289562289562,si,0.8911702,33.520917866363746,False
si,80,Zcchc18,-8.509144,-0.8908937,1.7522297447557675e-17,3.5265246048158668e-15,0.19528619528619529,si,0.8908937,33.27846354014831,False
si,81,Ndufa5,-8.48757,-0.8996195,2.1100305656894177e-17,4.1948436929108394e-15,0.1936026936026936,si,0.8996195,33.104920316016845,False
si,82,Cmss1,8.444204,0.47948036,3.0612381796060645e-17,6.01256684384796e-15,0.7047138047138047,si,0.47948036,32.744924642060695,True
si,83,Cox5b,-8.427718,-0.81674844,3.5247143767170306e-17,6.8404635439572656e-15,0.23164983164983166,si,0.81674844,32.61592089598808,False
si,84,Atp6v0b,-8.377287,-0.8613126,5.416176370096281e-17,1.0289326233731026e-14,0.19292929292929292,si,0.8613126,32.20766932498001,False
si,85,H3f3b,-8.377028,-0.7216474,5.428058251140156e-17,1.0289326233731026e-14,0.30404040404040406,si,0.7216474,32.20766932498001,False
si,86,Rpl35a,-8.367099,-0.6532514,5.905424597224123e-17,1.1065543883212374e-14,0.4498316498316498,si,0.6532514,32.134940269139626,False
si,87,Slc25a3,-8.363407,-0.8471521,6.093249295658189e-17,1.1287744320206796e-14,0.20033670033670034,si,0.8471521,32.11505883120079,False
si,88,Pcsk1n,-8.361039,-0.6597926,6.216843285921562e-17,1.1387301038999247e-14,0.41919191919191917,si,0.6597926,32.10627760435437,False
