,,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pheno,lfc,log_adj_pval,sign
si,677,Dctn3,-3.8982756,-0.66886,9.688011593810045e-05,0.002329409513308132,0.0861952861952862,si,0.66886,6.06214047128752,False
si,678,Ost4,-3.8896687,-0.96592987,0.00010038119221515391,0.00241003563400801,0.057912457912457915,si,0.96592987,6.028113745693444,False
si,679,Scn2b,-3.8865592,-0.60793066,0.00010167510524560408,0.0024375111260497616,0.11043771043771043,si,0.60793066,6.016777790569454,False
si,680,Emc10,-3.8848128,-0.54832935,0.00010240878744158042,0.002449367197296965,0.12121212121212122,si,0.54832935,6.011925574604851,False
si,681,Ttll7,-3.8846672,-0.3639421,0.00010247015265344928,0.002449367197296965,0.19326599326599325,si,0.3639421,6.011925574604851,False
si,682,Ncor1,-3.8833838,-0.35119897,0.00010301278668018788,0.002458732721025509,0.2468013468013468,si,0.35119897,6.008109215829975,False
si,683,Sdcbp,-3.8829603,-0.72341806,0.00010319239410775504,0.0024594187262348285,0.09730639730639731,si,0.72341806,6.007830247107225,False
si,684,Rnf11,-3.881505,-0.5809423,0.00010381205142542229,0.0024705752734850133,0.11414141414141414,si,0.5809423,6.003304251215289,False
si,685,Ube2d3,-3.880215,-0.4979962,0.00010436422737500963,0.0024768224705823687,0.1447811447811448,si,0.4979962,6.000778802184969,False
si,686,Hnrnpu,-3.8801818,-0.3414967,0.000104378422113243,0.0024768224705823687,0.25387205387205386,si,0.3414967,6.000778802184969,False
si,687,Hnrnpc,-3.8770924,-0.56344485,0.00010571227267050765,0.002504729825177962,0.12356902356902356,si,0.56344485,5.989574404482368,False
si,688,Npepps,-3.8767483,-0.45270565,0.00010586178686956298,0.002504729825177962,0.15757575757575756,si,0.45270565,5.989574404482368,False
si,689,Scrn1,-3.8679297,-0.4669504,0.00010976334491051546,0.002593278331494526,0.1595959595959596,si,0.4669504,5.954832438620132,False
si,690,Tardbp,-3.8672879,-0.6505999,0.00011005248621978153,0.0025963467877784057,0.1164983164983165,si,0.6505999,5.953649903631214,False
si,691,Polr2m,-3.8665402,-0.7584994,0.00011039022704880075,0.0026005512736265173,0.08282828282828283,si,0.7584994,5.952031828111636,False
si,692,Fus,-3.866031,-0.35563418,0.00011062092893970437,0.0026022256617244744,0.24579124579124578,si,0.35563418,5.951388176393883,False
si,693,Acp1,-3.851331,-0.7364718,0.00011747763079975984,0.0027595393909188542,0.08888888888888889,si,0.7364718,5.892691500528563,False
si,694,Gtf2i,-3.8457737,-0.45300427,0.00012017260819077029,0.002818782530540917,0.16195286195286196,si,0.45300427,5.8714502140114835,False
si,695,Hspa5,-3.8452115,-0.42470083,0.00012044853834289444,0.0028211955058417603,0.16734006734006734,si,0.42470083,5.870594545626783,False
si,696,Ubxn4,-3.8384502,-0.5640226,0.00012381330498814486,0.002893411183082416,0.12087542087542087,si,0.5640226,5.845319132744659,False
si,697,Celf1,-3.8383048,-0.51620054,0.00012388670137354472,0.002893411183082416,0.15286195286195287,si,0.51620054,5.845319132744659,False
si,698,Micu3,-3.8368425,-0.41405547,0.00012462628038531316,0.0029065202043510375,0.18282828282828284,si,0.41405547,5.8407987194102375,False
si,699,Zfr,-3.8327475,-0.3530709,0.0001267199867933683,0.002951127463864986,0.2249158249158249,si,0.3530709,5.8255679905061655,False
si,700,Tmem258,-3.8239288,-1.0821334,0.00013134182537179922,0.00305440005308284,0.047474747474747475,si,1.0821334,5.791172087613653,False
si,701,Chgb,-3.8086665,-0.558503,0.00013971822781005909,0.003244567734700261,0.13097643097643097,si,0.558503,5.730773147344805,False
si,702,Cited2,-3.8070192,-1.1434524,0.00014065180499583948,0.003261601315849467,0.046464646464646465,si,1.1434524,5.725537003022512,False
si,703,Idh3b,-3.8000596,-0.6368974,0.0001446613078107212,0.0033498134089920127,0.0962962962962963,si,0.6368974,5.698850633504753,False
si,704,Hspd1,-3.7996495,-0.5227889,0.00014490093644916346,0.003350602930488316,0.12087542087542087,si,0.5227889,5.698614970089241,False
si,705,Slc5a7,-3.7989945,-0.4831091,0.0001452843443762609,0.0033528274602834945,0.15858585858585858,si,0.4831091,5.697951271132987,False
si,706,Nme7,-3.7987828,-0.46730465,0.0001454084783720053,0.0033528274602834945,0.13097643097643097,si,0.46730465,5.697951271132987,False
si,707,Wls,-3.788416,-0.37999058,0.00015161082526960457,0.003490903493707759,0.19292929292929292,si,0.37999058,5.657594695553077,False
si,708,Srrm1,-3.7877743,-0.4527324,0.0001520028330601499,0.0034949932081051677,0.1558922558922559,si,0.4527324,5.6564238466158,False
si,709,Suclg1,-3.7860146,-0.613952,0.0001530827250857135,0.0035148656117567627,0.10033670033670034,si,0.613952,5.650753987236528,False
si,710,Gsk3b,-3.7825677,-0.3050197,0.0001552188097363809,0.0035588987852636874,0.2737373737373737,si,0.3050197,5.638304111952696,False
si,711,Tmem63b,-3.780563,-0.6387376,0.00015647397078241834,0.003582638583841269,0.10875420875420876,si,0.6387376,5.631655715453607,False
si,712,Grm7,-3.7776787,-0.6296559,0.00015829684901055686,0.00361929205129046,0.07171717171717172,si,0.6296559,5.621476838211832,False
si,713,Ip6k1,-3.7767394,-0.9677809,0.00015889484033127215,0.003627876312437533,0.056228956228956226,si,0.9677809,5.61910783980282,False
si,714,Prrc2b,-3.770719,-0.624862,0.00016277779362318251,0.0037113336946085615,0.1101010101010101,si,0.624862,5.596363980545152,False
si,715,Zfp91,-3.769773,-0.48792738,0.0001633960295861926,0.003720226360773899,0.13198653198653199,si,0.48792738,5.593970762877945,False
si,716,Haghl,-3.766816,-0.8761958,0.00016534283422629733,0.003759301092827195,0.0643097643097643,si,0.8761958,5.583522218425317,False
si,717,H2afy,-3.7588904,-0.53668463,0.000170668613832225,0.003874985714057008,0.12457912457912458,si,0.53668463,5.553213302878588,False
si,718,Tcf4,-3.7566938,-0.3327846,0.00017217284873729372,0.0039037020585749125,0.24343434343434345,si,0.3327846,5.545829930306972,False
si,719,Eif4h,-3.751514,-0.6855393,0.0001757700169318256,0.003978928930791906,0.08585858585858586,si,0.6855393,5.526742608769512,False
si,720,Saraf,-3.7512162,-0.5817691,0.00017597888351741895,0.003978928930791906,0.1175084175084175,si,0.5817691,5.526742608769512,False
si,721,Arl2,-3.7468035,-0.7651271,0.00017910224826414104,0.004043940237121921,0.07373737373737374,si,0.7651271,5.510535756092873,False
si,722,Psmb5,-3.7452424,-0.70618945,0.0001802197963442413,0.004063545117570984,0.0861952861952862,si,0.70618945,5.505699504702105,False
si,723,Sf3b2,-3.7410545,-0.4936022,0.00018324975111945997,0.004126156688880437,0.13333333333333333,si,0.4936022,5.490408889077307,False
si,724,Camk2n2,-3.7375152,-1.0244575,0.00018584789069306772,0.004178885950452952,0.05656565656565657,si,1.0244575,5.477710586998375,False
si,725,Sez6l2,-3.7362251,-0.57214737,0.00018680345708385883,0.00419458671815574,0.11481481481481481,si,0.57214737,5.473960461638269,False
si,726,Apod,-3.7271616,-0.7146733,0.00019364826375387753,0.004342302607586949,0.07575757575757576,si,0.7146733,5.439350516820693,False
si,727,Fam155a,3.7203674,0.20929442,0.0001989331895021,0.004454682493493454,0.5272727272727272,si,0.20929442,5.413799490297609,True
si,728,Phlpp1,-3.7198844,-0.5784258,0.00019931395898807816,0.004457086638441221,0.10437710437710437,si,0.5784258,5.4132599464718,False
si,729,Bzw1,-3.710047,-0.7864809,0.00020722081483363788,0.004627553045778034,0.0723905723905724,si,0.7864809,5.375727050421213,False
si,730,Adgrl1,-3.7082474,-0.5880152,0.00020869863024601003,0.004654179302695561,0.1101010101010101,si,0.5880152,5.369989688265834,False
si,731,Pfn1,-3.7033584,-0.60448736,0.0002127638602806862,0.004738355806414954,0.09225589225589226,si,0.60448736,5.352065079734411,False
si,732,Ppm1a,-3.702022,-0.58143896,0.00021388793301081504,0.004756890974000419,0.1286195286195286,si,0.58143896,5.348160980861189,False
si,733,Sh3glb2,-3.7000904,-0.95694214,0.0002155226908764828,0.0047867178564964885,0.05925925925925926,si,0.95694214,5.341910309833211,False
si,734,Snrpf,-3.6987343,-0.69852555,0.00021667738216344263,0.004804917646483019,0.08013468013468013,si,0.69852555,5.338115375836202,False
si,735,Ndrg3,-3.6984365,-0.51045585,0.0002169316272734328,0.004804917646483019,0.1484848484848485,si,0.51045585,5.338115375836202,False
si,736,R3hdm4,-3.6957173,-0.9281203,0.0002192667298016414,0.004850049157701978,0.059932659932659935,si,0.9281203,5.328766438475455,False
si,737,Nol7,-3.690782,-0.68384993,0.00022356554342141917,0.004938435621756065,0.08080808080808081,si,0.68384993,5.310706673692543,False
si,738,Syngr1,-3.6900876,-0.82539487,0.0002241769174513364,0.00494523965939335,0.06835016835016836,si,0.82539487,5.309329850088252,False
si,739,Sucla2,-3.6880896,-0.7056315,0.000225944105550402,0.004977487579300883,0.09494949494949495,si,0.7056315,5.30283001739802,False
si,740,Cct3,-3.6862173,-0.75040877,0.0002276119733914985,0.0050074634146129665,0.07845117845117845,si,0.75040877,5.29682579656922,False
si,741,Rap1b,-3.6820164,-0.71786207,0.00023139650952345967,0.005077966202588909,0.09528619528619528,si,0.71786207,5.282844451375815,False
si,742,Higd1a,-3.6816924,-0.65049475,0.00023169098557153346,0.005077966202588909,0.09292929292929293,si,0.65049475,5.282844451375815,False
si,743,Rplp0,-3.681626,-0.37801573,0.00023175112591866938,0.005077966202588909,0.18047138047138048,si,0.37801573,5.282844451375815,False
si,744,Hspa9,-3.6762476,-0.69986844,0.0002366898441282142,0.005179218575809595,0.08316498316498316,si,0.69986844,5.26310108818118,False
si,745,Inpp4a,-3.674501,-0.6854302,0.0002383146856426191,0.005201080753500486,0.1037037037037037,si,0.6854302,5.258888837778285,False
si,746,Unc5c,-3.6744878,-1.1052129,0.00023832703489540323,0.005201080753500486,0.04107744107744108,si,1.1052129,5.258888837778285,False
si,747,Foxp2,-3.672384,-0.32113233,0.00024029822149400693,0.005237087709619386,0.20033670033670034,si,0.32113233,5.251989715759464,False
si,748,Snrpd2,-3.6684873,-0.76719046,0.0002439897205570405,0.0053104411542334775,0.07676767676767676,si,0.76719046,5.238080367285923,False
si,749,Ensa,-3.6675017,-0.83377504,0.00024493195850863156,0.005323841050143616,0.06531986531986532,si,0.83377504,5.235560234239877,False
si,750,Ndfip2,-3.6651201,-0.41518894,0.00024722261179892983,0.005366475389542149,0.1569023569023569,si,0.41518894,5.227583937995231,False
si,751,Agrn,-3.65906,-0.7934784,0.0002531419890880877,0.005486741974116432,0.08080808080808081,si,0.7934784,5.205420646957893,False
si,752,Vstm2b,-3.6587625,-0.57043374,0.00025343618614339795,0.005486741974116432,0.12525252525252525,si,0.57043374,5.205420646957893,False
si,753,Ndufa8,-3.6573796,-0.56274664,0.00025480677578758337,0.005506771956812424,0.10875420875420876,si,0.56274664,5.201776679253691,False
si,754,Eif3k,-3.6571481,-0.62324125,0.00025503697873839896,0.005506771956812424,0.0861952861952862,si,0.62324125,5.201776679253691,False
si,755,Hras,-3.6543827,-0.7508836,0.00025780137541059876,0.0055590979126237845,0.06767676767676768,si,0.7508836,5.192319429813915,False
si,756,Mphosph8,-3.6534302,-0.510311,0.00025876019259094246,0.005571796983948084,0.12121212121212122,si,0.510311,5.190037658769972,False
si,757,Tubb3,-3.6531193,-0.85597456,0.00025907386295133405,0.005571796983948084,0.06464646464646465,si,0.85597456,5.190037658769972,False
si,758,Rcan2,-3.650076,-0.32201046,0.0002621627051649219,0.005630798971803105,0.22626262626262628,si,0.32201046,5.179503933612756,False
si,759,Plekhb1,-3.6490374,-0.5081559,0.0002632248199653005,0.0056461723882556955,0.10808080808080808,si,0.5081559,5.176777416805108,False
si,760,Csnk1e,-3.6475224,-0.83383876,0.00026478125481799647,0.005672094633433612,0.06363636363636363,si,0.83383876,5.1721968055766805,False
si,761,Cirbp,-3.642607,-0.7907884,0.00026989078726223436,0.005773962747964494,0.06666666666666667,si,0.7907884,5.1543966494483,False
si,762,Sqstm1,-3.6407082,-0.59656125,0.00027188908703801616,0.0058090902973705625,0.09528619528619528,si,0.59656125,5.148331295700996,False
si,763,Kcnip1,3.6397755,0.26740515,0.00027287590238739913,0.005822543142302854,0.4845117845117845,si,0.26740515,5.146018146649227,True
si,764,Rhob,-3.6385846,-1.0429637,0.00027414054503713324,0.005841881261693263,0.04276094276094276,si,1.0429637,5.142702400164384,False
si,765,Atp6v1c1,-3.636031,-0.71175075,0.0002768710439445172,0.005890878894712858,0.08282828282828283,si,0.71175075,5.134350074332925,False
si,766,Pde2a,-3.6357598,-0.9788932,0.000277162563626841,0.005890878894712858,0.060942760942760944,si,0.9788932,5.134350074332925,False
si,767,Lbh,-3.6351378,-0.60116035,0.00027783201192222877,0.005897418565567934,0.09898989898989899,si,0.60116035,5.133240555074866,False
si,768,Ndufb6,-3.630434,-0.6381881,0.0002829448992712677,0.005998137513550332,0.0946127946127946,si,0.6381881,5.116306272350885,False
si,769,Fbxo3,-3.6300373,-0.8531577,0.0002833803763235269,0.005999567395878098,0.06868686868686869,si,0.8531577,5.116067913040445,False
si,770,Ssb,-3.6289325,-0.39369172,0.0002845957628938164,0.006017483951614779,0.14983164983164984,si,0.39369172,5.113086055262863,False
si,771,Aatk,-3.6262531,-0.8681565,0.00028756357180803783,0.0060723592585681775,0.060942760942760944,si,0.8681565,5.104008074208213,False
si,772,Grin3a,-3.6203783,-0.31953993,0.00029417254676884113,0.00620388209240058,0.22457912457912457,si,0.31953993,5.082580038941838,False
si,773,Shank1,-3.6108186,-0.38172415,0.00030523195948962403,0.006428800263048903,0.21144781144781144,si,0.38172415,5.046967342426396,False
si,774,Pde4d,3.6087613,0.19630443,0.00030766259041182614,0.0064716329663143096,0.5387205387205387,si,0.19630443,5.040326811848553,True
si,775,Kcnb1,-3.6059165,-0.43534118,0.00031105313326584724,0.00653452084858227,0.17037037037037037,si,0.43534118,5.030656255392482,False
si,776,Tm9sf3,-3.60503,-0.5714911,0.0003121168500145669,0.006548428428490951,0.11346801346801347,si,0.5714911,5.028530192705418,False
si,777,Spcs2,-3.6000881,-0.47500807,0.0003181093526992325,0.006665576693705513,0.12794612794612795,si,0.47500807,5.010798803407348,False
si,778,Eif3a,-3.5928307,-0.577771,0.0003271050654778324,0.006845271858048298,0.10707070707070707,si,0.577771,4.984197104734077,False
si,779,Atxn10,-3.5895164,-0.3801036,0.0003312921119669802,0.006924005140109886,0.1787878787878788,si,0.3801036,4.972760899307114,False
si,780,Ybx1,-3.5846934,-0.43751448,0.00033747429933498024,0.007044181853724517,0.13434343434343435,si,0.43751448,4.955553271855117,False
si,781,Wnk1,-3.5820804,-0.3246993,0.0003408689674295409,0.00709812425770688,0.2548821548821549,si,0.3246993,4.9479247188943125,False
si,782,Hnrnpl,-3.582034,-0.58542794,0.0003409294131876142,0.00709812425770688,0.10033670033670034,si,0.58542794,4.9479247188943125,False
si,783,Fgfr2,-3.5704367,-0.4111203,0.0003563865050591882,0.007410475517187355,0.16195286195286196,si,0.4111203,4.904860669373132,False
si,784,Psma5,-3.5654354,-0.7855177,0.0003632527510850612,0.00754362592125945,0.06599326599326599,si,0.7855177,4.887052321139771,False
si,785,Eif1b,-3.5635896,-0.57745105,0.000365817823478011,0.007587229209082106,0.10235690235690235,si,0.57745105,4.881288812316474,False
si,786,Trim35,-3.5599113,-0.7874281,0.0003709801617983773,0.007684521725078966,0.07441077441077441,si,0.7874281,4.868547138791102,False
si,787,Ddx3x,-3.5589983,-0.6380059,0.0003722719696647173,0.0077014944790282,0.10101010101010101,si,0.6380059,4.866340880769694,False
si,788,Ndfip1,-3.5527928,-0.51067424,0.0003811645724722755,0.007875468771157206,0.13636363636363635,si,0.51067424,4.844002569545919,False
si,789,Btf3,-3.5524092,-0.42347956,0.0003817209011851723,0.007876979912810986,0.13872053872053872,si,0.42347956,4.843810708370715,False
si,790,Egr1,-3.55014,-0.7596349,0.0003850264593253797,0.007935147079547839,0.06565656565656566,si,0.7596349,4.836453389630765,False
si,791,Fam171b,-3.5497694,-0.47035778,0.0003855686759612398,0.007936288580202186,0.1457912457912458,si,0.47035778,4.836309546227964,False
si,792,Bptf,-3.5488234,-0.4044376,0.0003869565043485954,0.007954810761526864,0.17037037037037037,si,0.4044376,4.833978406095471,False
si,793,Scp2,-3.5434382,-0.47182366,0.0003949457801410577,0.00810882381342509,0.12053872053872054,si,0.47182366,4.814802450543328,False
si,794,Acox1,-3.539257,-0.76347595,0.0004012547581123604,0.008227993794651195,0.07542087542087542,si,0.76347595,4.8002130613663345,False
si,795,Actr1b,-3.5380929,-0.9132519,0.00040302837697883697,0.008253980655162061,0.06464646464646465,si,0.9132519,4.797059691346999,False
si,796,Gtf2h5,-3.5374048,-0.6439324,0.00040407986419698893,0.008257049390950552,0.08114478114478114,si,0.6439324,4.796687971858238,False
si,797,Ppp1ca,-3.537332,-0.7024901,0.0004041912289276494,0.008257049390950552,0.08013468013468013,si,0.7024901,4.796687971858238,False
si,798,Tom1l2,-3.5343087,-0.36067897,0.0004088433477047747,0.008341632358301923,0.21077441077441078,si,0.36067897,4.786496355348299,False
si,799,Dync1h1,-3.533634,-0.42373106,0.00040988848087976365,0.008352502519127383,0.15555555555555556,si,0.42373106,4.785194082131806,False
si,800,Chd4,-3.5328796,-0.36825356,0.00041105952380616605,0.008365908061283544,0.18888888888888888,si,0.36825356,4.783590395589389,False
si,801,Stxbp5l,3.5312722,0.28675526,0.0004135661317121028,0.008406427779514588,0.46296296296296297,si,0.28675526,4.7787586539112095,True
si,802,Arl3,-3.528143,-0.4048266,0.00041848623918047494,0.008495843924184437,0.15757575757575756,si,0.4048266,4.768178185156892,False
si,803,Zeb2,-3.5236046,-0.5492408,0.00042571915678507144,0.008631932455112231,0.10673400673400674,si,0.5492408,4.752286875997577,False
si,804,Srp9,-3.520548,-0.77172214,0.0004306559021672176,0.008721183251093145,0.06936026936026936,si,0.77172214,4.742000356334137,False
si,805,Mrps21,-3.5181267,-0.67472863,0.00043460471849000805,0.008776127287538923,0.07912457912457913,si,0.67472863,4.735720052064832,False
si,806,Coa3,-3.5180871,-0.6689432,0.000434669733900958,0.008776127287538923,0.07878787878787878,si,0.6689432,4.735720052064832,False
si,807,Rab10,-3.5178952,-0.36823374,0.00043498410307517174,0.008776127287538923,0.15286195286195287,si,0.36823374,4.735720052064832,False
si,808,Ctnna2,3.5174851,0.2073486,0.0004356569148032511,0.008778836866653398,0.5003367003367003,si,0.2073486,4.735411355434957,True
si,809,Sf3b6,-3.5148323,-0.6207397,0.0004400320035814529,0.008856051509117092,0.08518518518518518,si,0.6207397,4.726654267296748,False
si,810,Hagh,-3.5028777,-0.8208971,0.0004602607957051413,0.009251752763976835,0.05723905723905724,si,0.8208971,4.6829422574108905,False
si,811,Dtx3,-3.5004168,-0.70266366,0.00046453149674249947,0.009316708833590901,0.0872053872053872,si,0.70266366,4.675945842092558,False
si,812,Reep5,-3.5003572,-0.47812602,0.0004646352767580298,0.009316708833590901,0.12760942760942762,si,0.47812602,4.675945842092558,False
si,813,Dctn1,-3.4978168,-0.6326039,0.00046908342870622565,0.009394346504630087,0.09764309764309764,si,0.6326039,4.667647206318817,False
si,814,Srsf1,-3.4938142,-0.46493623,0.00047617226219760485,0.00952355455486493,0.1447811447811448,si,0.46493623,4.653987122255075,False
si,815,Psma4,-3.4935164,-0.62486124,0.00047670350366640804,0.00952355455486493,0.08451178451178451,si,0.62486124,4.653987122255075,False
si,816,Neat1,-3.4904401,-1.451205,0.0004822254645775485,0.009622080200175269,0.026262626262626262,si,1.451205,4.643694800655921,False
si,817,Srsf3,-3.4881248,-0.5042636,0.00048642106805973977,0.009693931847811588,0.11717171717171718,si,0.5042636,4.63625517193114,False
si,818,Slc38a2,-3.4871523,-0.5664406,0.0004881933528555816,0.009717372452077768,0.11346801346801347,si,0.5664406,4.633840020914182,False
si,819,Psmc5,-3.4857366,-0.44960034,0.0004907841806750957,0.009755215334428982,0.12895622895622896,si,0.44960034,4.62995323088837,False
si,820,Bcas1,-3.4853263,-0.28189012,0.000491537186385425,0.009755215334428982,0.21818181818181817,si,0.28189012,4.62995323088837,False
si,821,Rab3c,-3.4851344,-0.5767127,0.0004918897684272251,0.009755215334428982,0.10168350168350168,si,0.5767127,4.62995323088837,False
si,822,Hmgcs1,-3.4817142,-0.6528949,0.0004982151696522048,0.009868655766306491,0.09259259259259259,si,0.6528949,4.618391628701897,False
si,823,Mat2a,-3.4812245,-0.58324933,0.0004991267261509738,0.009874713458389776,0.10606060606060606,si,0.58324933,4.61777798548787,False
si,824,Krtcap2,-3.4782674,-0.81311256,0.0005046661701817103,0.009972203522790594,0.059932659932659935,si,0.81311256,4.607953704103644,False
si,825,Lamp1,-3.4771693,-0.4459729,0.000506737878755116,0.010001018038094311,0.13232323232323231,si,0.4459729,4.605068387360316,False
si,826,Nenf,-3.4708843,-0.7674717,0.000518747364669952,0.010225658450845897,0.07845117845117845,si,0.7674717,4.582855182955868,False
si,827,Dner,-3.4695678,-0.2849878,0.0005212964095782493,0.010263495252348575,0.2787878787878788,si,0.2849878,4.5791618293834055,False
si,828,Tubb4b,-3.4679139,-0.6788624,0.0005245152726852968,0.010314412515459238,0.08888888888888889,si,0.6788624,4.574213088471652,False
si,829,Nhlh2,-3.462661,-0.77773654,0.0005348616357047637,0.010505198054528984,0.0643097643097643,si,0.77773654,4.555885091504591,False
si,830,Rheb,-3.4592738,-0.42061874,0.00054163386015712,0.010625409372179748,0.14747474747474748,si,0.42061874,4.544507035767555,False
si,831,Tubb5,-3.4577656,-0.7866495,0.0005446752516499412,0.010672230712016036,0.07171717171717172,si,0.7866495,4.540110171600262,False
si,832,Cct2,-3.4560652,-0.68081576,0.000548122557728456,0.010726883476697827,0.07946127946127945,si,0.68081576,4.53500221404374,False
si,833,Cope,-3.4549472,-0.90075856,0.0005504005289397268,0.010758548468555666,0.05723905723905724,si,0.90075856,4.532054634040268,False
si,834,Fyttd1,-3.4507065,-0.5951728,0.0005591210454842948,0.010915917704772425,0.09292929292929293,si,0.5951728,4.517533215118986,False
si,835,Iqsec1,-3.4496944,-0.3324379,0.0005612214801956624,0.0109371739665343,0.18451178451178452,si,0.3324379,4.515587836516701,False
si,836,Mprip,-3.4495356,-0.43038708,0.0005615516261801747,0.0109371739665343,0.1494949494949495,si,0.43038708,4.515587836516701,False
si,837,Vdac3,-3.4480405,-0.5529971,0.0005646693842268624,0.010980014812587289,0.10235690235690235,si,0.5529971,4.511678493849997,False
si,838,Ube2m,-3.4478354,-0.7540272,0.0005650982963906721,0.010980014812587289,0.07037037037037037,si,0.7540272,4.511678493849997,False
si,839,Higd2a,-3.4472663,-0.8739288,0.0005662897706623089,0.010990066477782095,0.0595959595959596,si,0.8739288,4.510763461651135,False
si,840,Cnih2,-3.4449906,-0.997343,0.000571079101268911,0.01106983532566681,0.05286195286195286,si,0.997343,4.503531408102425,False
si,841,Pam,-3.442973,-0.3431591,0.0005753569747918751,0.01113951235517476,0.5242424242424243,si,0.3431591,4.4972568196624145,False
si,842,Map1a,-3.435345,-0.47450942,0.0005917998004092014,0.011444270873393596,0.1383838383838384,si,0.47450942,4.470266034606233,False
si,843,Abhd8,-3.4312897,-0.7276504,0.0006007188199275031,0.0116025442914548,0.07272727272727272,si,0.7276504,4.456530869450084,False
si,844,Hspa1b,-3.4309788,-0.8471563,0.0006014077982014051,0.0116025442914548,0.056228956228956226,si,0.8471563,4.456530869450084,False
si,845,Vbp1,-3.4264205,-0.636659,0.0006115927135694022,0.011785087962894084,0.09326599326599326,si,0.636659,4.44092027865125,False
si,846,Cacybp,-3.4230928,-0.44620672,0.0006191292568919343,0.011904262199615153,0.13804713804713806,si,0.44620672,4.430858774956626,False
si,847,Dynlrb1,-3.4226959,-0.49368402,0.0006200339942035362,0.011904262199615153,0.12188552188552189,si,0.49368402,4.430858774956626,False
si,848,Disp2,-3.4225504,-0.95813435,0.0006203660393237794,0.011904262199615153,0.05353535353535353,si,0.95813435,4.430858774956626,False
si,849,Tmx2,-3.4224048,-0.7407907,0.0006206982498879205,0.011904262199615153,0.07474747474747474,si,0.7407907,4.430858774956626,False
si,850,Cdc37l1,-3.422041,-0.49615934,0.0006215295006101663,0.01190619731956161,0.12255892255892256,si,0.49615934,4.4306962312687,False
si,851,Ndufa10,-3.4214523,-0.60654235,0.0006228768098483715,0.011918002058859335,0.1,si,0.60654235,4.429705243905281,False
si,852,Tgoln1,-3.4175687,-0.6399396,0.0006318312838948972,0.012075162473686535,0.0861952861952862,si,0.6399396,4.416604624156257,False
si,853,Zbtb7a,-3.4141815,-0.7712832,0.0006397392912606937,0.01221197883621994,0.08114478114478114,si,0.7712832,4.405337937142456,False
si,854,Clstn3,-3.4086177,-0.7247254,0.0006529288986169018,0.01244917766696226,0.08821548821548822,si,0.7247254,4.386100709099279,False
si,855,Ncl,-3.403385,-0.3594799,0.0006655647146870651,0.012675275676201558,0.1606060606060606,si,0.3594799,4.368101980139708,False
si,856,Hspa4l,-3.4010494,-0.48246542,0.0006712767613954044,0.012769140915131717,0.1202020202020202,si,0.48246542,4.360723884878682,False
si,857,Rrp1,-3.3902395,-0.48334545,0.0006983158754942599,0.013268001634390939,0.10471380471380472,si,0.48334545,4.322400034714422,False
si,858,Ssu72,-3.386118,-0.6647226,0.0007088890924763984,0.013453213021595165,0.08518518518518518,si,0.6647226,4.30853731509914,False
si,859,Ndufv2,-3.3803093,-0.38631895,0.0007240427450654704,0.013724819569834068,0.14814814814814814,si,0.38631895,4.288549437768832,False
si,860,Dnajb1,-3.3771207,-1.2887143,0.0007324891306572067,0.013868801170701259,0.034006734006734006,si,1.2887143,4.278113481649707,False
si,861,Gstm5,-3.375308,-0.68763584,0.0007373313138876794,0.013944286634567227,0.08148148148148149,si,0.68763584,4.272685414853544,False
si,862,Ndufs2,-3.373211,-0.63696235,0.0007429704911909123,0.01401970765629431,0.0861952861952862,si,0.63696235,4.267291249497925,False
si,863,Atp1b2,-3.3730056,-0.64716166,0.0007435241012311609,0.01401970765629431,0.08181818181818182,si,0.64716166,4.267291249497925,False
si,864,Dst,-3.3728669,-0.25770596,0.0007438993450309518,0.01401970765629431,0.31851851851851853,si,0.25770596,4.267291249497925,False
si,865,Gde1,-3.3723178,-0.4392057,0.0007453841734742215,0.014031469741312655,0.12525252525252525,si,0.4392057,4.266452633311449,False
si,866,Ints3,-3.3693407,-0.5206358,0.0007534824760468097,0.014154291739268129,0.11582491582491583,si,0.5206358,4.257737397751496,False
si,867,Stx7,-3.369281,-0.6491835,0.0007536452723398807,0.014154291739268129,0.08249158249158249,si,0.6491835,4.257737397751496,False
si,868,Psmd2,-3.3616533,-0.981223,0.0007747735137604764,0.014534358827759823,0.049494949494949494,si,0.981223,4.2312398582415,False
si,869,Chmp2a,-3.3597877,-0.5516874,0.000780024076823215,0.014616037356749486,0.0898989898989899,si,0.5516874,4.225635904029191,False
si,870,Aamp,-3.3474958,-0.74523306,0.0008154524087756463,0.015262348068726275,0.06363636363636363,si,0.74523306,4.182366394141869,False
si,871,Emc7,-3.345392,-0.5911977,0.0008216636312175452,0.015343734312404017,0.10235690235690235,si,0.5911977,4.17704807639738,False
si,872,Pnmal1,-3.3453853,-0.5809535,0.0008216832324088276,0.015343734312404017,0.09696969696969697,si,0.5809535,4.17704807639738,False
si,873,Sept4,-3.3396099,-0.711388,0.0008389615472592887,0.0156484566858363,0.06397306397306397,si,0.711388,4.157382981182246,False
si,874,Ermn,-3.3388755,-0.78610015,0.000841182435407294,0.01567194978515395,0.05353535353535353,si,0.78610015,4.155882802457208,False
si,875,Hypk,-3.3325841,-0.96725285,0.0008604347601439338,0.01601233728295252,0.05016835016835017,si,0.96725285,4.134395773687418,False
