names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pheno,lfc,log_adj_pval,region,phenotype,n_control_cells,n_pheno_cells
Pcp4,-9.185226,-1.3713642,4.106630571169255e-20,6.694629157120119e-16,0.3743119266055046,resilient,1.3713642,34.94005590131588,Dorsal,resilient,775,545
Malat1,-8.491706,-0.3813927,2.036263601537225e-17,1.659758461612992e-13,0.9944954128440368,resilient,0.3813927,29.426934122193444,Dorsal,resilient,775,545
Lars2,-6.5258994,-1.1827123,6.759475619911244e-11,3.6730990518597704e-07,0.22752293577981653,resilient,1.1827123,14.81705991692117,Dorsal,resilient,775,545
Plp1,-6.330191,-0.9814013,2.448576236311818e-10,9.979172451088814e-07,0.4055045871559633,resilient,0.9814013,13.817595484805645,Dorsal,resilient,775,545
Hsp90ab1,-6.1594872,-0.98928,7.298077893644666e-10,2.379465316443907e-06,0.3467889908256881,resilient,0.98928,12.948634752476387,Dorsal,resilient,775,545
Ubb,-6.0841813,-1.0330693,1.1708809194948434e-09,3.18128345826749e-06,0.3137614678899083,resilient,1.0330693,12.658225839369292,Dorsal,resilient,775,545
Kcnip4,-6.0437784,-1.4202896,1.5054622899486728e-09,3.226464802417581e-06,0.1944954128440367,resilient,1.4202896,12.644123508535154,Dorsal,resilient,775,545
Hsp90aa1,-6.0356393,-0.9639591,1.5833467316489172e-09,3.226464802417581e-06,0.3321100917431193,resilient,0.9639591,12.644123508535154,Dorsal,resilient,775,545
Map1b,-5.617459,-0.6413545,1.937861630312225e-08,3.51011336637221e-05,0.673394495412844,resilient,0.6413545,10.257277129902286,Dorsal,resilient,775,545
Camk1d,-5.5016766,-0.7875739,3.761964117487989e-08,6.13275390432892e-05,0.4954128440366973,resilient,0.7875739,9.699281565606455,Dorsal,resilient,775,545
Atp1b1,-5.46604,-0.906261,4.60200409135534e-08,6.820170063388615e-05,0.29541284403669726,resilient,0.906261,9.593041057445019,Dorsal,resilient,775,545
Lrp1b,-5.3812747,-0.8288064,7.396019768387357e-08,9.304884744604702e-05,0.47522935779816516,resilient,0.8288064,9.282385961346632,Dorsal,resilient,775,545
Ppia,-5.380688,-0.83103603,7.420163273209491e-08,9.304884744604702e-05,0.3522935779816514,resilient,0.83103603,9.282385961346632,Dorsal,resilient,775,545
Ap2a2,-5.3353724,-1.2144043,9.53486212363573e-08,0.00011102665881393547,0.15045871559633028,resilient,1.2144043,9.105740215993102,Dorsal,resilient,775,545
Jarid2,-5.2659326,-0.81263334,1.3947959394001933e-07,0.000151586422694013,0.326605504587156,resilient,0.81263334,8.794354648832622,Dorsal,resilient,775,545
Cox8a,-5.0880427,-0.8072471,3.617779807865027e-07,0.00034777478863309575,0.3247706422018349,resilient,0.8072471,7.96395544678794,Dorsal,resilient,775,545
Calm1,-5.08159,-1.0544133,3.7428869659211413e-07,0.00034777478863309575,0.20550458715596331,resilient,1.0544133,7.96395544678794,Dorsal,resilient,775,545
Dgkb,-5.0662646,-0.8471681,4.0569759027928437e-07,0.00034777478863309575,0.3577981651376147,resilient,0.8471681,7.96395544678794,Dorsal,resilient,775,545
Ntm,-5.062232,-0.77095455,4.143767845185002e-07,0.00034777478863309575,0.5743119266055046,resilient,0.77095455,7.96395544678794,Dorsal,resilient,775,545
Gnas,-5.056659,-0.76873285,4.266651805092574e-07,0.00034777478863309575,0.3467889908256881,resilient,0.76873285,7.96395544678794,Dorsal,resilient,775,545
Cacna1c,-5.0265217,-0.63833076,4.994555836157462e-07,0.00038772023448113783,0.5522935779816514,resilient,0.63833076,7.8552265235707885,Dorsal,resilient,775,545
Ttc3,-4.968961,-0.7053107,6.73127217348903e-07,0.00046104026900866123,0.5357798165137615,resilient,0.7053107,7.682025167353773,Dorsal,resilient,775,545
Gprasp1,-4.968447,-0.78465074,6.749110864194101e-07,0.00046104026900866123,0.3100917431192661,resilient,0.78465074,7.682025167353773,Dorsal,resilient,775,545
Wdfy3,-4.9673476,-0.7956632,6.787490158390302e-07,0.00046104026900866123,0.30825688073394497,resilient,0.7956632,7.682025167353773,Dorsal,resilient,775,545
Ano1,-4.9572287,-0.6047759,7.150588133268766e-07,0.00046627555099418966,0.5688073394495413,resilient,0.6047759,7.670733787447848,Dorsal,resilient,775,545
Btbd11,-4.9367704,-0.7771115,7.942688889198393e-07,0.0004833611765941917,0.3596330275229358,resilient,0.7771115,7.634746406130365,Dorsal,resilient,775,545
Tpt1,-4.9352307,-0.68306506,8.005613892800378e-07,0.0004833611765941917,0.44403669724770645,resilient,0.68306506,7.634746406130365,Dorsal,resilient,775,545
Sema6d,-4.922545,-0.69807494,8.542587749502227e-07,0.0004973616624728047,0.4935779816513762,resilient,0.69807494,7.60619310541427,Dorsal,resilient,775,545
Pnisr,-4.8823624,-0.68544817,1.048224696778735e-06,0.0005892468623064462,0.45137614678899085,resilient,0.68544817,7.436665341055811,Dorsal,resilient,775,545
Atrnl1,-4.7916574,-0.7444607,1.6540907166787554e-06,0.0008988328954432356,0.3541284403669725,resilient,0.7444607,7.014413419031298,Dorsal,resilient,775,545
Morf4l1,-4.763647,-0.82302994,1.9012511892962608e-06,0.0009998128028357305,0.25504587155963304,resilient,0.82302994,6.9079424936699825,Dorsal,resilient,775,545
Cpe,-4.742822,-0.6852614,2.1076126397471417e-06,0.0010736969141611843,0.544954128440367,resilient,0.6852614,6.836647525551613,Dorsal,resilient,775,545
Rpl23,-4.69384,-0.6908544,2.6812354963190945e-06,0.0013245303351816326,0.4055045871559633,resilient,0.6908544,6.626697346395032,Dorsal,resilient,775,545
Sparcl1,-4.660257,-1.1099552,3.1581527299266507e-06,0.0015142413471548313,0.1706422018348624,resilient,1.1099552,6.49284072639735,Dorsal,resilient,775,545
Slc24a2,-4.6523376,-0.64820427,3.2819342546133775e-06,0.0015286312062487795,0.48990825688073397,resilient,0.64820427,6.48338258044252,Dorsal,resilient,775,545
Klhl29,-4.580991,-0.72617006,4.627779743342938e-06,0.00209561292711046,0.3394495412844037,resilient,0.72617006,6.167909201757472,Dorsal,resilient,775,545
Slc1a2,-4.543008,-1.4623585,5.545718548221064e-06,0.0024434136154891832,0.09908256880733946,resilient,1.4623585,6.014359194656078,Dorsal,resilient,775,545
Ntrk3,-4.5258493,-0.6867613,6.01533836025689e-06,0.0025619199317354316,0.3559633027522936,resilient,0.6867613,5.966998328245983,Dorsal,resilient,775,545
Chd7,-4.5218897,-0.7969474,6.12899505199864e-06,0.0025619199317354316,0.25137614678899084,resilient,0.7969474,5.966998328245983,Dorsal,resilient,775,545
Wwc1,-4.5031915,-0.8331094,6.694046994100197e-06,0.0027281588524455357,0.1944954128440367,resilient,0.8331094,5.904128310327645,Dorsal,resilient,775,545
Ash1l,-4.4776006,-0.7325583,7.5486609684331075e-06,0.0029354280128738425,0.3155963302752294,resilient,0.7325583,5.830902005712917,Dorsal,resilient,775,545
Atp5a1,-4.4756207,-1.030689,7.61895604530473e-06,0.0029354280128738425,0.15229357798165138,resilient,1.030689,5.830902005712917,Dorsal,resilient,775,545
Rps3a1,-4.4721746,-0.6583607,7.742817111616687e-06,0.0029354280128738425,0.3412844036697248,resilient,0.6583607,5.830902005712917,Dorsal,resilient,775,545
Cntn5,-4.4620557,-0.7730524,8.117717401721162e-06,0.003007614297337691,0.3155963302752294,resilient,0.7730524,5.80660810673527,Dorsal,resilient,775,545
Synpr,-4.4539165,-0.6704633,8.431797188336803e-06,0.003036515720192983,0.45688073394495415,resilient,0.6704633,5.797044565563482,Dorsal,resilient,775,545
Tenm1,-4.45047,-0.6486189,8.568256847557185e-06,0.003036515720192983,0.45688073394495415,resilient,0.6486189,5.797044565563482,Dorsal,resilient,775,545
Dpysl2,-4.4417443,-0.7614171,8.923262271825093e-06,0.0030950430118147376,0.23119266055045873,resilient,0.7614171,5.777953475748366,Dorsal,resilient,775,545
Iqsec1,-4.406621,-0.68478775,1.0499575171554326e-05,0.003565918217639138,0.25688073394495414,resilient,0.68478775,5.636333693724775,Dorsal,resilient,775,545
Ndufa4,-4.393422,-0.95651335,1.1158019380401686e-05,0.003712204733455271,0.21100917431192662,resilient,0.95651335,5.596129311092263,Dorsal,resilient,775,545
Ptma,-4.3832297,-0.67736197,1.1693269918168118e-05,0.003812473724119533,0.30825688073394497,resilient,0.67736197,5.5694770291065785,Dorsal,resilient,775,545
Agap1,-4.370911,-0.70786726,1.2372928541250185e-05,0.003954970217244324,0.23486238532110093,resilient,0.70786726,5.53278220819686,Dorsal,resilient,775,545
Chchd2,-4.3335876,-0.77001035,1.466987542216095e-05,0.004599005944847458,0.24954128440366974,resilient,0.77001035,5.381915097786035,Dorsal,resilient,775,545
Slc25a4,-4.3225155,-0.7832356,1.54260248530089e-05,0.004744812399127379,0.23302752293577983,resilient,0.7832356,5.350703384239796,Dorsal,resilient,775,545
Cdk8,-4.2975845,-0.6683016,1.7266942190127615e-05,0.005212697992286303,0.3119266055045872,resilient,0.6683016,5.256657708446931,Dorsal,resilient,775,545
Dynll2,-4.2917185,-0.7494182,1.7729568704961693e-05,0.005255044164150646,0.25321100917431194,resilient,0.7494182,5.248566870473382,Dorsal,resilient,775,545
Rora,-4.265101,-0.7489553,1.9981183556507024e-05,0.005816665256038884,0.26055045871559634,resilient,0.7489553,5.147028161516645,Dorsal,resilient,775,545
Rpl30,-4.2434697,-0.62351,2.2009012448179317e-05,0.006294577560179285,0.41284403669724773,resilient,0.62351,5.068066720937094,Dorsal,resilient,775,545
Celf4,-4.208053,-0.6017324,2.575804081576184e-05,0.006998525472043598,0.48256880733944957,resilient,0.6017324,4.962055798966903,Dorsal,resilient,775,545
Kcnip1,-4.2061467,-0.4825555,2.597618118581945e-05,0.006998525472043598,0.7302752293577982,resilient,0.4825555,4.962055798966903,Dorsal,resilient,775,545
Rps24,-4.205487,-0.5715757,2.605209983356386e-05,0.006998525472043598,0.5174311926605505,resilient,0.5715757,4.962055798966903,Dorsal,resilient,775,545
Tpr,-4.2043133,-0.9657118,2.6187587645360048e-05,0.006998525472043598,0.12660550458715597,resilient,0.9657118,4.962055798966903,Dorsal,resilient,775,545
mt-Nd2,-4.197641,-0.43896803,2.6971008749486144e-05,0.007091635236034244,0.8055045871559633,resilient,0.43896803,4.948839325252206,Dorsal,resilient,775,545
Btaf1,-4.183342,-1.0308956,2.8725467484634398e-05,0.007433056681500158,0.13027522935779817,resilient,1.0308956,4.901818107612176,Dorsal,resilient,775,545
Akap6,-4.177916,-0.59096307,2.9419237146105068e-05,0.0074936313118094495,0.47339449541284406,resilient,0.59096307,4.893701777604526,Dorsal,resilient,775,545
A930015D03Rik,-4.163324,-1.7031595,3.136478519176577e-05,0.007866288126094856,0.05137614678899083,resilient,1.7031595,4.845168976340679,Dorsal,resilient,775,545
Zwint,-4.155625,-0.6839869,3.243999523664393e-05,0.008012678823451051,0.27339449541284405,resilient,0.6839869,4.8267301389249795,Dorsal,resilient,775,545
Chrna3,-4.1405926,-0.7382478,3.4640943401909713e-05,0.008408813446291756,0.22018348623853212,resilient,0.7382478,4.77847490338261,Dorsal,resilient,775,545
Hspa8,-4.137733,-0.7464617,3.507540880553548e-05,0.008408813446291756,0.30091743119266057,resilient,0.7464617,4.77847490338261,Dorsal,resilient,775,545
Sptbn1,-4.1290073,-0.62460804,3.64332945749114e-05,0.008599154715054803,0.3963302752293578,resilient,0.62460804,4.756091369500466,Dorsal,resilient,775,545
Pafah1b1,-4.1259274,-0.62374586,3.692435468370974e-05,0.008599154715054803,0.3596330275229358,resilient,0.62374586,4.756091369500466,Dorsal,resilient,775,545
Homer2,-4.120868,-0.72737604,3.7744763746033054e-05,0.008666410402645505,0.163302752293578,resilient,0.72737604,4.748300598991452,Dorsal,resilient,775,545
Scg5,-4.115075,-0.6931112,3.870531670622642e-05,0.008676513479091057,0.22568807339449543,resilient,0.6931112,4.747135503917829,Dorsal,resilient,775,545
Crebbp,-4.1141953,-0.6515841,3.885323788330555e-05,0.008676513479091057,0.29541284403669726,resilient,0.6515841,4.747135503917829,Dorsal,resilient,775,545
Rgs6,-4.107449,-0.53893703,4.000525859404547e-05,0.008813050345947692,0.7137614678899082,resilient,0.53893703,4.7315216621897145,Dorsal,resilient,775,545
Rpl8,-4.0996766,-0.6991019,4.137277077507421e-05,0.00899278545567013,0.26238532110091745,resilient,0.6991019,4.7113326391485115,Dorsal,resilient,775,545
Naaladl2,-4.0841317,-0.6284769,4.424197298522709e-05,0.009437890306800666,0.326605504587156,resilient,0.6284769,4.66302280825018,Dorsal,resilient,775,545
Gcc2,-4.0823717,-0.9571058,4.457842924939586e-05,0.009437890306800666,0.12110091743119267,resilient,0.9571058,4.66302280825018,Dorsal,resilient,775,545
Ncam1,-4.079072,-0.6114681,4.521583622755192e-05,0.009450109771558352,0.3669724770642202,resilient,0.6114681,4.661728921506031,Dorsal,resilient,775,545
Syt11,-4.06228,-0.8558585,4.859568746685821e-05,0.01002793540613573,0.1743119266055046,resilient,0.8558585,4.602380540057481,Dorsal,resilient,775,545
Herc2,-4.052161,-0.78138745,5.07466779370415e-05,0.010340904296620632,0.20917431192660552,resilient,0.78138745,4.571647957573054,Dorsal,resilient,775,545
Glul,-4.0436554,-1.2989572,5.262425967184631e-05,0.010591119520622699,0.10275229357798166,resilient,1.2989572,4.547739410072139,Dorsal,resilient,775,545
Actb,-4.039549,-0.71364784,5.355406227246027e-05,0.01064680881909326,0.30642201834862387,resilient,0.71364784,4.542495073127851,Dorsal,resilient,775,545
Rps12,-4.0276704,-0.60236293,5.633228533175344e-05,0.011064203800942706,0.3412844036697248,resilient,0.60236293,4.504040264602896,Dorsal,resilient,775,545
Rps13,-4.0124917,-0.8225913,6.008120527740812e-05,0.011639162973528192,0.1963302752293578,resilient,0.8225913,4.453379748755162,Dorsal,resilient,775,545
Kcnh8,-4.0094852,-0.61434495,6.0851249240393126e-05,0.011639162973528192,0.29724770642201837,resilient,0.61434495,4.453379748755162,Dorsal,resilient,775,545
Map7d2,-4.007359,-0.67335564,6.140154678710738e-05,0.011639162973528192,0.24770642201834864,resilient,0.67335564,4.453379748755162,Dorsal,resilient,775,545
Dapk1,-3.9968731,-0.6435689,6.418467651767578e-05,0.012026880420587936,0.30275229357798167,resilient,0.6435689,4.420611099283285,Dorsal,resilient,775,545
Hspa4l,-3.9926934,-1.1006057,6.532697677931666e-05,0.01210182244836841,0.11743119266055047,resilient,1.1006057,4.4143992221531905,Dorsal,resilient,775,545
Gpm6a,-3.9863875,-0.55741125,6.70869244983689e-05,0.01218630311844649,0.44770642201834865,resilient,0.55741125,4.4074426531465924,Dorsal,resilient,775,545
Cdh8,-3.9854343,-0.6294106,6.735683525120782e-05,0.01218630311844649,0.544954128440367,resilient,0.6294106,4.4074426531465924,Dorsal,resilient,775,545
Cdh2,-3.9830878,-0.82570153,6.802561549372043e-05,0.01218630311844649,0.1779816513761468,resilient,0.82570153,4.4074426531465924,Dorsal,resilient,775,545
Aak1,-3.9647563,-0.6251522,7.347100256723225e-05,0.013018742215771957,0.3247706422018349,resilient,0.6251522,4.341365250879552,Dorsal,resilient,775,545
Asic2,-3.9524374,-0.67435133,7.735918306949311e-05,0.013560316154826632,0.7614678899082569,resilient,0.67435133,4.300607681488982,Dorsal,resilient,775,545
Rtn1,-3.9479644,-0.51376617,7.88185040136346e-05,0.013669140983300757,0.5908256880733945,resilient,0.51376617,4.292614469774478,Dorsal,resilient,775,545
Alcam,-3.938652,-0.53676456,8.19406748756837e-05,0.014061019808667322,0.4954128440366973,resilient,0.53676456,4.264348862607839,Dorsal,resilient,775,545
Snx29,-3.9343257,-0.6260343,8.343056919442817e-05,0.014150459643344033,0.27889908256880735,resilient,0.6260343,4.258008171791919,Dorsal,resilient,775,545
Sgsm1,-3.932126,-1.3787739,8.419792573944125e-05,0.014150459643344033,0.07889908256880734,resilient,1.3787739,4.258008171791919,Dorsal,resilient,775,545
Ablim3,-3.9264066,-0.6898676,8.622438635569073e-05,0.014311157664097752,0.2,resilient,0.6898676,4.2467157897273085,Dorsal,resilient,775,545
Magi2,-3.9236934,-0.56925565,8.720169037189592e-05,0.014311157664097752,0.6220183486238532,resilient,0.56925565,4.2467157897273085,Dorsal,resilient,775,545
Sphkap,-3.9220803,-0.62554795,8.77877417746151e-05,0.014311157664097752,0.3504587155963303,resilient,0.62554795,4.2467157897273085,Dorsal,resilient,775,545
Atp2b2,-3.9045553,-0.7763524,9.439882555712777e-05,0.015059386894688965,0.1596330275229358,resilient,0.7763524,4.195753768283125,Dorsal,resilient,775,545
Trappc8,-3.901109,-1.0029801,9.575305729366083e-05,0.015059386894688965,0.11192660550458716,resilient,1.0029801,4.195753768283125,Dorsal,resilient,775,545
Csmd1,-3.9009624,-0.584712,9.581108914056485e-05,0.015059386894688965,0.3577981651376147,resilient,0.584712,4.195753768283125,Dorsal,resilient,775,545
Camta1,-3.9003024,-0.6446029,9.607264366627729e-05,0.015059386894688965,0.28807339449541286,resilient,0.6446029,4.195753768283125,Dorsal,resilient,775,545
Cpne4,-3.8940697,-0.5420051,9.85763541931272e-05,0.015178650765452117,0.7192660550458716,resilient,0.5420051,4.187865393346209,Dorsal,resilient,775,545
Pcm1,-3.8937762,-0.60607827,9.86956803544304e-05,0.015178650765452117,0.26605504587155965,resilient,0.60607827,4.187865393346209,Dorsal,resilient,775,545
Rbfox3,-3.8873968,-0.602749,0.00010132500997245546,0.015437386098794102,0.42385321100917434,resilient,0.602749,4.170963042836927,Dorsal,resilient,775,545
Calm2,-3.8834372,-0.5879346,0.00010299011656112603,0.015545785927587746,0.27522935779816515,resilient,0.5879346,4.163965678525723,Dorsal,resilient,775,545
Zfp536,-3.8601196,-0.67198753,0.0001133315990794604,0.016949832368746455,0.25137614678899084,resilient,0.67198753,4.077497334954053,Dorsal,resilient,775,545
Gabbr2,-3.848094,-0.4068132,0.00011904040228944289,0.01749331886337304,0.7559633027522936,resilient,0.4068132,4.045936250184742,Dorsal,resilient,775,545
Hdac8,-3.8479474,-0.7065782,0.00011911166690187753,0.01749331886337304,0.25504587155963304,resilient,0.7065782,4.045936250184742,Dorsal,resilient,775,545
Rpl23a,-3.8398814,-0.62357336,0.0001230937605588975,0.017916736469920955,0.24587155963302754,resilient,0.62357336,4.022020004654475,Dorsal,resilient,775,545
Rcan2,-3.8150237,-0.57925355,0.00013616982783648234,0.019497721160226692,0.3486238532110092,resilient,0.57925355,3.9374576838196345,Dorsal,resilient,775,545
Gsk3b,-3.814217,-0.60655844,0.00013661529121338504,0.019497721160226692,0.3137614678899083,resilient,0.60655844,3.9374576838196345,Dorsal,resilient,775,545
Psip1,-3.8113575,-0.6395931,0.0001382057483816532,0.019497721160226692,0.25137614678899084,resilient,0.6395931,3.9374576838196345,Dorsal,resilient,775,545
Pkia,-3.8104043,-0.64670587,0.00013873976534083525,0.019497721160226692,0.30458715596330277,resilient,0.64670587,3.9374576838196345,Dorsal,resilient,775,545
Atp1a2,-3.8040981,-0.8541616,0.00014232175243245233,0.019830164172255024,0.1577981651376147,resilient,0.8541616,3.920551057500587,Dorsal,resilient,775,545
Cask,-3.7966921,-0.63661224,0.00014663969205141168,0.020110321848631492,0.1889908256880734,resilient,0.63661224,3.9065220709183115,Dorsal,resilient,775,545
Sec62,-3.7944925,-0.6275845,0.0001479458219507334,0.020110321848631492,0.22018348623853212,resilient,0.6275845,3.9065220709183115,Dorsal,resilient,775,545
Rps10,-3.7943456,-0.6485669,0.00014803328559905406,0.020110321848631492,0.26972477064220185,resilient,0.6485669,3.9065220709183115,Dorsal,resilient,775,545
Jakmip1,-3.7922192,-0.69314474,0.0001493069919972189,0.020115723830898036,0.1688073394495413,resilient,0.69314474,3.9062534895945564,Dorsal,resilient,775,545
Tspyl4,-3.7888463,-1.235753,0.00015134853768099498,0.020223638207176885,0.09724770642201835,resilient,1.235753,3.9009031504589116,Dorsal,resilient,775,545
Lmo3,-3.7616422,-0.6520251,0.00016880142337808598,0.022372364259427298,0.29908256880733947,resilient,0.6520251,3.7999288202213513,Dorsal,resilient,775,545
Rpl24,-3.7489567,-0.59169763,0.00017757172554974464,0.023344953789612398,0.3137614678899083,resilient,0.59169763,3.757374430016651,Dorsal,resilient,775,545
App,-3.744337,-0.53699905,0.00018087064003492883,0.0235864097960551,0.5229357798165137,resilient,0.53699905,3.7470845889187374,Dorsal,resilient,775,545
Kif1b,-3.7423573,-0.5476425,0.0001823020263957148,0.0235864097960551,0.48623853211009177,resilient,0.5476425,3.7470845889187374,Dorsal,resilient,775,545
Dst,-3.732165,-0.5518608,0.00018984109273415244,0.024368421210646876,0.45688073394495415,resilient,0.5518608,3.7144671975779144,Dorsal,resilient,775,545
Actg1,-3.7268856,-0.9949322,0.0001938604848210512,0.024689950184006066,0.12844036697247707,resilient,0.9949322,3.70135899328581,Dorsal,resilient,775,545
Atp5b,-3.7106802,-0.7729136,0.00020670296774688858,0.02612148666829285,0.20733944954128442,resilient,0.7729136,3.6449970593370686,Dorsal,resilient,775,545
Cox6c,-3.7084806,-0.6401296,0.00020850665877406708,0.026146735010268013,0.30642201834862387,resilient,0.6401296,3.64403095247029,Dorsal,resilient,775,545
Zranb2,-3.7008545,-0.56437886,0.00021487455732299308,0.026644580304444478,0.3724770642201835,resilient,0.56437886,3.6251695147387752,Dorsal,resilient,775,545
Reep1,-3.6998281,-0.6022178,0.0002157455895096719,0.026644580304444478,0.27522935779816515,resilient,0.6022178,3.6251695147387752,Dorsal,resilient,775,545
Tcf4,-3.6933753,-0.56215,0.00022129701932172192,0.02712469179686249,0.363302752293578,resilient,0.56215,3.6073108295137155,Dorsal,resilient,775,545
Pcnx2,-3.686776,-0.72608244,0.00022711313246866625,0.027629837951523857,0.15229357798165138,resilient,0.72608244,3.588859005010668,Dorsal,resilient,775,545
Map2k5,-3.6826696,-0.7175258,0.00023080413517061733,0.027870881567047433,0.1688073394495413,resilient,0.7175258,3.5801728065910745,Dorsal,resilient,775,545
Atp6v1e1,-3.6801765,-1.2136978,0.00023307248901441787,0.027937850852301768,0.09174311926605505,resilient,1.2136978,3.5777728482155546,Dorsal,resilient,775,545
Rps4x,-3.6669044,-0.65848273,0.000245504409612328,0.029213232740877164,0.23119266055045873,resilient,0.65848273,3.533133496303721,Dorsal,resilient,775,545
Clasp1,-3.631781,-0.66827935,0.00028147173018790335,0.033250377866110147,0.181651376146789,resilient,0.66827935,3.403689147550558,Dorsal,resilient,775,545
Ncl,-3.623862,-1.1277932,0.0002902365600505774,0.03403911080535621,0.09541284403669725,resilient,1.1277932,3.380245097669966,Dorsal,resilient,775,545
Gria1,-3.6170425,-0.37616745,0.0002979882773373581,0.03469860640824009,0.7614678899082569,resilient,0.37616745,3.361055753981623,Dorsal,resilient,775,545
Rpl19,-3.6113966,-0.540373,0.00030455266224639366,0.035082339995116424,0.3321100917431193,resilient,0.540373,3.3500574091669875,Dorsal,resilient,775,545
Pam,-3.6105165,-0.5052273,0.00030558779777368003,0.035082339995116424,0.6495412844036698,resilient,0.5052273,3.3500574091669875,Dorsal,resilient,775,545
Grm3,-3.6066303,-0.6198102,0.0003101991782187285,0.03536270631693505,0.23119266055045873,resilient,0.6198102,3.3420975080290165,Dorsal,resilient,775,545
Dnmt3a,-3.6024506,-0.54376435,0.0003152312553065297,0.03568680502782671,0.45321100917431195,resilient,0.54376435,3.3329742655817474,Dorsal,resilient,775,545
Atp5j,-3.5954847,-0.7451675,0.0003237882219774503,0.03609581269384124,0.15229357798165138,resilient,0.7451675,3.3215784122312315,Dorsal,resilient,775,545
Ywhae,-3.5921116,-0.59707224,0.0003280092693272043,0.03609581269384124,0.30091743119266057,resilient,0.59707224,3.3215784122312315,Dorsal,resilient,775,545
Hnrnpa2b1,-3.5915983,-0.51849985,0.00032865609912334097,0.03609581269384124,0.42018348623853213,resilient,0.51849985,3.3215784122312315,Dorsal,resilient,775,545
Sik3,-3.5895452,-0.5526102,0.0003312553740177776,0.03609581269384124,0.3981651376146789,resilient,0.5526102,3.3215784122312315,Dorsal,resilient,775,545
Syne1,-3.588592,-0.24816647,0.00033246870797939526,0.03609581269384124,0.8770642201834863,resilient,0.24816647,3.3215784122312315,Dorsal,resilient,775,545
Dip2b,-3.588372,-0.61373234,0.00033274929808617436,0.03609581269384124,0.1981651376146789,resilient,0.61373234,3.3215784122312315,Dorsal,resilient,775,545
Cox7c,-3.5871255,-0.5970154,0.00033434349875904965,0.03609581269384124,0.26605504587155965,resilient,0.5970154,3.3215784122312315,Dorsal,resilient,775,545
Rtn4,-3.5835326,-0.5256959,0.0003389786258824832,0.03616859354374672,0.42752293577981654,resilient,0.5256959,3.3195641183816567,Dorsal,resilient,775,545
Ankrd11,-3.583166,-0.55273545,0.0003394549633292386,0.03616859354374672,0.24770642201834864,resilient,0.55273545,3.3195641183816567,Dorsal,resilient,775,545
Fmnl2,-3.580966,-0.5741271,0.00034232616431715813,0.03623766967985917,0.3467889908256881,resilient,0.5741271,3.317656102306991,Dorsal,resilient,775,545
Specc1,-3.5709202,-0.6848806,0.00035572910960347755,0.037413522224231555,0.14678899082568808,resilient,0.6848806,3.2857230831099242,Dorsal,resilient,775,545
Lgr4,-3.5686471,-0.837075,0.0003588292285155388,0.037497654379873804,0.14128440366972478,resilient,0.837075,3.2834768978321285,Dorsal,resilient,775,545
Mtus2,-3.5614612,-0.5070125,0.0003687965879363436,0.03829377055119919,0.42385321100917434,resilient,0.5070125,3.262468044818041,Dorsal,resilient,775,545
Abr,-3.5572083,-0.5239178,0.0003748169574751944,0.03853671733983483,0.3889908256880734,resilient,0.5239178,3.2561437950300127,Dorsal,resilient,775,545
Cmip,-3.556475,-0.6030358,0.0003758641919417089,0.03853671733983483,0.20733944954128442,resilient,0.6030358,3.2561437950300127,Dorsal,resilient,775,545
Acyp2,-3.5489223,-0.5977717,0.0003868110370936242,0.03941120954187664,0.22752293577981653,resilient,0.5977717,3.2337049970034446,Dorsal,resilient,775,545
Shank2,-3.5445962,-0.57474226,0.00039321504833117525,0.03960211733762883,0.3229357798165138,resilient,0.57474226,3.228872694029131,Dorsal,resilient,775,545
Dpp6,-3.5443761,-0.46109775,0.00039354330810304687,0.03960211733762883,0.8055045871559633,resilient,0.46109775,3.228872694029131,Dorsal,resilient,775,545
Zfp148,-3.5392432,-0.6615022,0.0004012757795292974,0.04010997656668194,0.1963302752293578,resilient,0.6615022,3.2161301834266753,Dorsal,resilient,775,545
Gng8,-3.5377767,-0.6448933,0.00040351098987460675,0.04010997656668194,0.21651376146788992,resilient,0.6448933,3.2161301834266753,Dorsal,resilient,775,545
Akap9,-3.5291243,-0.5213096,0.000416937254588483,0.041193400753342116,0.3486238532110092,resilient,0.5213096,3.1894772113459386,Dorsal,resilient,775,545
Sptan1,-3.527291,-0.5542203,0.0004198348504256052,0.04122980561227841,0.24587155963302754,resilient,0.5542203,3.1885938469899795,Dorsal,resilient,775,545
Tesc,-3.5234048,-0.5882206,0.0004260400567795489,0.04158865272826471,0.25871559633027524,resilient,0.5882206,3.179927919878858,Dorsal,resilient,775,545
Rps23,-3.5194452,-0.520564,0.00043245033816586924,0.04196312745702381,0.30642201834862387,resilient,0.520564,3.1709639639841103,Dorsal,resilient,775,545
Ube3a,-3.5138724,-0.5089635,0.000441624877897629,0.04259981514489437,0.47339449541284406,resilient,0.5089635,3.1559053650379556,Dorsal,resilient,775,545
Zmynd8,-3.4959807,-0.5253173,0.0004723227178257111,0.045069550517223826,0.30458715596330277,resilient,0.5253173,3.099548415321904,Dorsal,resilient,775,545
Kcnip3,-3.4945142,-0.76448494,0.00047492524889578973,0.045069550517223826,0.12660550458715597,resilient,0.76448494,3.099548415321904,Dorsal,resilient,775,545
Sort1,-3.494001,-0.7227603,0.0004758392906088401,0.045069550517223826,0.14862385321100918,resilient,0.7227603,3.099548415321904,Dorsal,resilient,775,545
